onset	duration	trial_type
0.0	1.005	fmri_buffer
1.005	1.519	practice_start_block
2.524	4.036	UA_with_intermediate
6.56	0.276	UA_with_intermediate
6.836	0.915	UA_with_intermediate
7.751	0.261	UA_with_intermediate
8.012	2.304	UA_with_intermediate
10.316	0.272	UA_with_intermediate
10.588	0.726	UA_with_intermediate
11.314	0.267	UA_with_intermediate
11.581	0.818	UA_with_intermediate
12.399	1.304	UA_with_intermediate
13.703	1.093	UA_with_intermediate
14.796	0.396	UA_with_intermediate
15.192	0.686	UA_with_intermediate
15.878	0.353	UA_with_intermediate
16.231	0.737	UA_with_intermediate
16.968	0.305	UA_with_intermediate
17.273	2.511	trial_end_and_next_start
19.784	2.467	UA_with_intermediate
22.251	0.763	UA_with_intermediate
23.014	0.539	UA_with_intermediate
23.553	0.347	UA_with_intermediate
23.9	0.507	UA_with_intermediate
24.407	0.308	UA_with_intermediate
24.715	2.108	trial_end_and_next_start
26.823	2.328	UA_without_intermediate
29.151	0.415	UA_without_intermediate
29.566	0.715	UA_without_intermediate
30.281	0.297	UA_without_intermediate
30.578	0.416	UA_without_intermediate
30.994	0.381	UA_without_intermediate
31.375	2.219	trial_end_and_next_start
33.594	2.062	UA_without_intermediate
35.656	0.356	UA_without_intermediate
36.012	0.942	UA_without_intermediate
36.954	0.287	UA_without_intermediate
37.241	0.571	UA_without_intermediate
37.812	0.32	UA_without_intermediate
38.132	2.022	trial_end_and_next_start
40.154	1.546	test_start_block
41.7	3.03	PA_without_intermediate
44.73	0.319	PA_without_intermediate
45.049	0.97	PA_without_intermediate
46.019	0.3	PA_without_intermediate
46.319	1.464	PA_without_intermediate
47.783	0.886	PA_without_intermediate
48.669	0.72	PA_without_intermediate
49.389	0.331	PA_without_intermediate
49.72	3.104	trial_end_and_next_start
52.824	3.35	PA_with_intermediate
56.174	0.29	PA_with_intermediate
56.464	0.656	PA_with_intermediate
57.12	0.319	PA_with_intermediate
57.439	1.068	PA_with_intermediate
58.507	0.295	PA_with_intermediate
58.802	2.022	trial_end_and_next_start
60.824	3.785	PA_without_intermediate
64.609	0.299	PA_without_intermediate
64.908	1.034	PA_without_intermediate
65.942	0.596	PA_without_intermediate
66.538	0.982	PA_without_intermediate
67.52	0.394	PA_without_intermediate
67.914	2.02	trial_end_and_next_start
69.934	1.636	PA_without_intermediate
71.57	0.264	PA_without_intermediate
71.834	1.051	PA_without_intermediate
72.885	0.379	PA_without_intermediate
73.264	0.688	PA_without_intermediate
73.952	0.227	PA_without_intermediate
74.179	2.015	trial_end_and_next_start
76.194	1.85	PA_with_intermediate
78.044	0.28	PA_with_intermediate
78.324	1.746	PA_with_intermediate
80.07	0.275	PA_with_intermediate
80.345	1.366	PA_with_intermediate
81.711	0.224	PA_with_intermediate
81.935	2.569	trial_end_and_next_start
84.504	2.962	PA_without_intermediate
87.466	0.359	PA_without_intermediate
87.825	1.611	PA_without_intermediate
89.436	0.408	PA_without_intermediate
89.844	0.983	PA_without_intermediate
90.827	0.316	PA_without_intermediate
91.143	2.301	trial_end_and_next_start
93.444	3.819	PA_with_intermediate
97.263	0.912	PA_with_intermediate
98.175	1.186	PA_with_intermediate
99.361	0.254	PA_with_intermediate
99.615	1.996	PA_with_intermediate
101.611	0.254	PA_with_intermediate
101.865	4.068	trial_end_and_next_start
105.933	2.316	PA_with_intermediate
108.249	0.964	PA_with_intermediate
109.213	0.366	PA_with_intermediate
109.579	0.356	PA_with_intermediate
109.935	0.543	PA_with_intermediate
110.478	0.653	PA_with_intermediate
111.131	2.293	trial_end_and_next_start
113.424	3.354	PA_with_intermediate
116.778	0.289	PA_with_intermediate
117.067	1.311	PA_with_intermediate
118.378	0.304	PA_with_intermediate
118.682	1.754	PA_with_intermediate
120.436	0.482	PA_with_intermediate
120.918	2.155	trial_end_and_next_start
123.073	2.824	PA_with_intermediate
125.897	1.25	PA_with_intermediate
127.147	1.563	PA_with_intermediate
128.71	0.335	PA_with_intermediate
129.045	1.536	PA_with_intermediate
130.581	0.415	PA_with_intermediate
130.996	2.017	trial_end_and_next_start
133.013	3.174	PA_with_intermediate
136.187	0.568	PA_with_intermediate
136.755	0.966	PA_with_intermediate
137.721	0.293	PA_with_intermediate
138.014	0.929	PA_with_intermediate
138.943	0.236	PA_with_intermediate
139.179	2.025	trial_end_and_next_start
141.204	3.556	PA_without_intermediate
144.76	0.405	PA_without_intermediate
145.165	2.394	PA_without_intermediate
147.559	0.33	PA_without_intermediate
147.889	0.559	PA_without_intermediate
148.448	0.407	PA_without_intermediate
148.855	2.429	trial_end_and_next_start
151.284	3.203	PA_with_intermediate
154.487	0.863	PA_with_intermediate
155.35	1.186	PA_with_intermediate
156.536	0.264	PA_with_intermediate
156.8	2.411	PA_with_intermediate
159.211	0.328	PA_with_intermediate
159.539	3.784	trial_end_and_next_start
163.323	2.959	PA_with_intermediate
166.282	0.439	PA_with_intermediate
166.721	0.577	PA_with_intermediate
167.298	0.295	PA_with_intermediate
167.593	0.414	PA_with_intermediate
