onset	duration	trial_type
0.0	1.005	fmri_buffer
1.005	1.51	test_start_block
2.515	0.641	spatialcue
3.156	0.419	fixation
3.575	2.111	spatial_congruent
5.686	0.118	doublecue
5.804	0.42	fixation
6.224	2.121	double_incongruent
8.345	0.12	spatialcue
8.465	0.42	fixation
8.885	2.119	spatial_congruent
11.004	0.12	spatialcue
11.124	0.421	fixation
11.545	2.121	spatial_congruent
13.666	0.119	doublecue
13.785	0.42	fixation
14.205	2.12	double_incongruent
16.325	0.119	doublecue
16.444	0.42	fixation
16.864	2.121	double_congruent
18.985	0.121	doublecue
19.106	0.42	fixation
19.526	2.119	double_incongruent
21.645	0.121	spatialcue
21.766	0.419	fixation
22.185	2.152	spatial_incongruent
24.337	0.111	doublecue
24.448	0.417	fixation
24.865	2.121	double_incongruent
26.986	0.119	spatialcue
27.105	0.42	fixation
27.525	2.12	spatial_incongruent
29.645	0.119	doublecue
29.764	0.421	fixation
30.185	2.12	double_congruent
32.305	0.121	spatialcue
32.426	0.418	fixation
32.844	2.122	spatial_incongruent
34.966	0.118	spatialcue
35.084	0.421	fixation
35.505	2.12	spatial_incongruent
37.625	0.12	spatialcue
37.745	0.42	fixation
38.165	2.121	spatial_incongruent
40.286	0.12	doublecue
40.406	0.419	fixation
40.825	2.11	double_incongruent
42.935	0.121	doublecue
43.056	0.42	fixation
43.476	2.12	double_congruent
45.596	0.119	spatialcue
45.715	0.42	fixation
46.135	2.121	spatial_congruent
48.256	0.121	doublecue
48.377	0.419	fixation
48.796	2.119	double_incongruent
50.915	0.12	spatialcue
51.035	0.419	fixation
51.454	2.112	spatial_congruent
53.566	0.12	doublecue
53.686	0.419	fixation
54.105	2.12	double_congruent
56.225	0.122	doublecue
56.347	0.418	fixation
56.765	2.12	double_congruent
58.885	0.122	doublecue
59.007	0.418	fixation
59.425	2.12	double_incongruent
61.545	0.119	spatialcue
61.664	0.421	fixation
62.085	2.119	spatial_incongruent
64.204	0.121	doublecue
64.325	0.42	fixation
64.745	2.11	double_congruent
66.855	0.12	spatialcue
66.975	0.42	fixation
67.395	2.12	spatial_incongruent
69.515	0.12	doublecue
69.635	0.42	fixation
70.055	2.12	double_incongruent
72.175	0.124	spatialcue
72.299	0.417	fixation
72.716	2.119	spatial_incongruent
74.835	0.12	doublecue
74.955	0.42	fixation
75.375	2.12	double_congruent
77.495	0.121	doublecue
77.616	0.42	fixation
78.036	2.119	double_incongruent
80.155	0.11	doublecue
80.265	0.422	fixation
80.687	2.118	double_incongruent
82.805	0.175	spatialcue
82.98	0.413	fixation
83.393	2.111	spatial_congruent
85.504	0.121	doublecue
85.625	0.421	fixation
86.046	2.119	double_congruent
88.165	0.12	spatialcue
88.285	0.421	fixation
88.706	2.119	spatial_incongruent
90.825	0.12	spatialcue
