onset,duration,trial_type,response
0.0228,5.0226,Bfix,other
5.0788,0.2226,house,other
6.3573,0.2226,animal,other
7.7191,0.2226,pseudoword,other
9.081,0.2226,pseudoword,other
10.5595,0.2226,house,other
11.9214,0.2226,pseudoword,other
13.2999,0.2226,house,other
14.5618,0.2226,pseudoword,other
15.9236,0.2226,pseudoword,other
17.3966,0.2226,animal,other
18.8752,0.2226,house,other
20.337,0.2226,pseudoword,other
21.7156,0.2226,animal,other
22.9774,0.2226,characters,other
24.256,0.2226,house,other
25.7345,0.2226,target_fruit,other
27.1963,0.2226,characters,other
28.5748,0.2226,animal,other
29.9533,0.2226,animal,other
31.4152,0.2226,pseudoword,other
32.677,0.2226,characters,other
34.0389,0.2226,characters,other
35.4174,0.2226,house,other
36.896,0.2226,house,other
38.1745,0.2226,animal,other
39.6364,5.0264,Bfix,other
44.6627,0.2226,characters,other
46.1579,0.2226,house,other
47.6365,0.2226,target_fruit,other
49.015,0.2226,house,other
50.2768,0.2226,characters,other
51.7387,0.2226,pseudoword,other
53.1005,0.2226,characters,other
54.379,0.2226,animal,other
55.8576,0.2226,animal,other
57.3194,0.2226,characters,other
58.598,0.2226,animal,other
59.9598,0.2226,pseudoword,other
61.3217,0.2226,pseudoword,other
62.6002,0.2226,animal,other
64.0621,0.2226,pseudoword,other
65.5406,0.2226,house,other
67.0191,0.2226,house,other
68.4976,0.2227,animal,other
69.8762,0.2226,target_fruit,other
71.1381,0.2226,pseudoword,other
72.6,5.0228,Bfix,other
77.6227,0.2226,characters,other
78.8846,0.2226,pseudoword,other
80.3631,0.2226,animal,other
81.7249,0.2226,characters,other
83.0035,0.2226,target_fruit,other
84.3654,0.2226,pseudoword,other
85.7273,0.2226,pseudoword,other
87.1058,0.2226,animal,other
88.5844,0.2227,house,other
89.9629,0.2226,animal,other
91.2248,0.2226,pseudoword,other
92.4866,0.2226,pseudoword,other
93.7652,0.2226,animal,other
95.0272,0.2226,pseudoword,other
96.3057,0.2226,house,other
97.5676,0.2226,pseudoword,other
99.0295,0.2226,characters,other
100.408,0.2226,house,other
101.6698,0.2226,characters,other
102.9483,0.2226,animal,other
104.4269,0.2226,animal,other
105.8887,0.2226,pseudoword,other
107.3673,0.2226,animal,other
108.7458,0.2226,animal,other
110.1243,0.2226,animal,other
111.4029,0.2226,animal,other
112.7647,0.2226,pseudoword,other
114.2266,0.2226,characters,other
115.6885,0.2226,pseudoword,other
117.067,0.2226,house,other
118.3289,5.0264,Bfix,other
123.3553,0.2226,characters,other
124.6338,0.2226,house,other
126.0957,0.2226,characters,other
127.5576,0.2226,characters,other
128.9194,0.2226,characters,other
130.298,0.2226,animal,other
131.5599,0.2226,characters,other
132.9218,0.2226,pseudoword,other
134.217,0.2226,house,other
135.4956,0.2226,house,other
136.8575,0.2226,characters,other
138.136,0.2226,target_fruit,other
139.4146,0.2226,animal,other
140.8764,0.2226,pseudoword,other
142.3383,0.2226,pseudoword,other
143.8002,0.2226,characters,other
145.1787,0.2226,house,other
146.6572,0.2226,house,other
148.1358,0.2226,house,other
149.4143,0.2226,animal,other
150.7762,5.0261,Bfix,other
155.8023,0.2226,characters,other
157.2641,0.2226,characters,other
158.5426,0.2226,animal,other
159.9212,0.2226,house,other
161.1997,0.2226,house,other
162.4615,0.2226,characters,other
163.8401,0.2226,house,other
165.1186,0.2226,house,other
166.5804,0.2226,characters,other
167.959,0.2226,animal,other
169.3209,5.0453,Bfix,other
174.3662,0.2226,visage,other
175.8447,0.2226,visage,other
177.2232,0.2226,scrambled,other
178.7017,0.2226,scene,other
180.1802,0.2226,visage,other
181.5587,0.2226,target_fruit,other
183.0372,0.2226,visage,other
184.5157,0.2227,visage,other
185.8943,0.2226,visage,other
187.2729,0.2226,tool,other
188.6514,0.2226,tool,other
189.93,0.2226,visage,other
191.3085,0.2226,tool,other
192.6871,0.2226,visage,other
194.0657,0.2226,scene,other
