onset,duration,trial_type,response
0.0228,5.0271,Bfix,other
5.0499,0.2226,characters,other
6.4451,0.2226,house,other
7.707,0.2226,characters,other
9.2022,0.2226,animal,other
10.4974,0.2226,target_fruit,other
11.7592,0.2227,pseudoword,other
13.0069,0.2226,pseudoword,other
14.3687,0.2226,characters,other
15.6306,0.2226,characters,other
17.0924,0.2226,characters,other
18.3709,0.2226,animal,other
19.8495,0.2226,house,other
21.328,0.2226,animal,other
22.7065,0.2226,animal,other
24.1683,0.2226,characters,other
25.4469,0.2226,target_fruit,other
26.8087,0.2226,characters,other
28.0872,0.2226,house,other
29.5491,0.2226,characters,other
30.8277,0.2226,house,other
32.1895,0.2226,pseudoword,other
33.4847,0.2226,animal,other
34.8465,0.2226,pseudoword,other
36.1417,0.2226,house,other
37.537,0.2226,animal,other
38.8989,5.0226,Bfix,other
43.9381,0.2226,pseudoword,other
45.4,0.2226,characters,other
46.6951,0.2226,animal,other
48.0903,0.2226,house,other
49.5521,0.2226,pseudoword,other
51.0473,0.2226,house,other
52.3092,0.2226,pseudoword,other
53.7877,0.2226,house,other
55.1829,0.2226,house,other
56.5781,0.2226,house,other
57.8399,0.2226,pseudoword,other
59.1351,0.2226,animal,other
60.5303,0.2226,target_fruit,other
61.8255,0.2226,house,other
63.1873,0.2226,characters,other
64.4658,0.2226,house,other
65.961,0.2226,house,other
67.4562,0.2226,house,other
68.9181,0.2226,pseudoword,other
70.28,0.2226,characters,other
71.5418,5.0535,Bfix,other
76.5953,0.2226,house,other
78.0738,0.2226,animal,other
79.3357,0.2226,pseudoword,other
80.7975,0.2226,pseudoword,other
82.1594,0.2226,characters,other
83.5213,0.2226,characters,other
84.9165,0.2226,animal,other
86.4117,0.2226,house,other
87.7068,0.2226,animal,other
89.202,0.2226,animal,other
90.5972,0.2226,animal,other
92.0757,0.2226,house,other
93.5709,0.2226,animal,other
94.9661,0.2226,house,other
96.428,0.2226,pseudoword,other
97.7899,0.2226,pseudoword,other
99.285,0.2226,animal,other
100.7802,0.2226,animal,other
102.042,0.2226,pseudoword,other
103.4372,0.2226,animal,other
104.6991,0.2226,characters,other
105.961,0.2226,pseudoword,other
107.2395,0.2226,target_fruit,other
108.6013,0.2226,pseudoword,other
109.9798,0.2226,house,other
111.275,0.2226,animal,other
112.7368,0.2226,pseudoword,other
113.9987,0.2226,characters,other
115.2939,0.2226,animal,other
116.5891,0.2226,house,other
117.8509,5.0537,Bfix,other
122.9046,0.2226,house,other
124.1998,0.2226,animal,other
125.5617,0.2226,pseudoword,other
127.0235,0.2226,characters,other
128.2854,0.2226,characters,other
129.6805,0.2226,animal,other
130.9424,0.2226,characters,other
132.4376,0.2226,house,other
133.8995,0.2226,pseudoword,other
135.2947,0.2226,animal,other
136.5565,0.2226,pseudoword,other
138.0184,0.2226,characters,other
139.3803,0.2226,pseudoword,other
140.7754,0.2226,animal,other
142.1373,0.2226,pseudoword,other
143.3991,0.2226,characters,other
144.861,0.2226,pseudoword,other
146.3228,0.2226,characters,other
147.5847,0.2226,characters,other
149.0465,0.2226,pseudoword,other
150.4084,5.026,Bfix,other
155.4343,0.2226,pseudoword,other
156.7962,0.2226,characters,other
158.2581,0.2226,characters,other
159.7533,0.2226,house,other
161.2485,0.2226,target_fruit,other
162.6436,0.2226,house,other
163.9388,0.2226,house,other
165.434,0.2226,animal,other
166.7293,0.2226,animal,other
168.0245,0.2226,animal,other
169.2863,5.0226,Bfix,other
174.3589,0.2226,scene,other
175.6541,0.2226,visage,other
177.1493,0.2226,tool,other
178.4445,0.2226,visage,other
179.8397,0.2226,scene,other
181.2182,0.2226,target_fruit,other
182.7135,0.2226,scrambled,other
184.0087,0.2227,scene,other
185.5039,0.2226,scrambled,other
186.8991,0.2226,scrambled,other
