onset,duration,trial_type,response
0.0228,5.0226,Bfix,other
5.0787,0.2226,10,other
6.5572,0.2226,30,other
7.819,0.2226,6_dots,other
9.0808,0.2226,6_dots,other
10.5593,0.2226,10,other
12.0212,0.2226,6_dots,other
13.3997,0.2226,10,other
14.6615,0.2226,6_dots,other
15.9234,0.2226,6_dots,other
17.4185,0.2226,30,other
18.8971,0.2226,10,other
20.2589,0.2226,6_dots,other
21.6374,0.2226,30,other
22.9992,0.2226,70,other
24.3777,0.2226,10,other
25.6562,0.2226,80,other
26.918,0.2226,70,other
28.1965,0.2226,30,other
29.475,0.2226,30,other
30.7368,0.2226,6_dots,other
32.1986,0.2226,70,other
33.4604,0.2226,70,other
34.7389,0.2226,10,other
36.0174,0.2226,10,other
37.3959,0.2226,30,other
38.6577,5.0266,Bfix,other
43.6843,0.2226,70,other
44.9794,0.2226,10,other
46.4579,0.2226,80,other
47.7364,0.2226,10,other
49.0983,0.2226,70,other
50.4601,0.2226,6_dots,other
51.9219,0.2226,70,other
53.2004,0.2226,30,other
54.4789,0.2226,30,other
55.8407,0.2226,70,other
57.2192,0.2226,30,other
58.581,0.2226,6_dots,other
60.0428,0.2226,6_dots,other
61.438,0.2226,30,other
62.8999,0.2226,6_dots,other
64.3784,0.2226,10,other
65.8569,0.2226,10,other
67.3354,0.2226,30,other
68.7139,0.2226,80,other
69.9757,0.2226,6_dots,other
71.3376,5.0226,Bfix,other
76.3768,0.2226,70,other
77.6386,0.2226,6_dots,other
78.9171,0.2226,30,other
80.379,0.2226,70,other
81.6575,0.2226,80,other
82.9193,0.2226,6_dots,other
84.2811,0.2226,6_dots,other
85.5596,0.2226,30,other
87.0381,0.2226,10,other
88.5166,0.2226,30,other
89.8784,0.2226,6_dots,other
91.1402,0.2226,6_dots,other
92.4187,0.2226,30,other
93.6806,0.2226,6_dots,other
95.1591,0.2226,10,other
96.5209,0.2226,6_dots,other
97.7828,0.2226,70,other
99.2779,0.2226,10,other
100.7397,0.2226,70,other
102.0182,0.2226,30,other
103.3967,0.2226,30,other
104.8586,0.2226,6_dots,other
106.2371,0.2226,30,other
107.6155,0.2226,30,other
108.894,0.2226,30,other
110.2892,0.2226,30,other
111.7511,0.2226,6_dots,other
113.2129,0.2226,70,other
114.5747,0.2226,6_dots,other
115.9532,0.2226,10,other
117.315,5.0263,Bfix,other
122.3414,0.2167,70,other
123.614,0.2226,10,other
125.0758,0.2226,70,other
126.3377,0.2226,70,other
127.7995,0.2225,70,other
129.278,0.2226,30,other
130.7398,0.2226,70,other
132.0016,0.2226,6_dots,other
133.2801,0.2226,10,other
134.5586,0.2226,10,other
135.8205,0.2226,70,other
137.299,0.2226,80,other
138.7775,0.2226,30,other
140.0393,0.2226,6_dots,other
141.3011,0.2226,6_dots,other
142.563,0.2226,70,other
144.0581,0.2226,10,other
145.4366,0.2226,10,other
146.8151,0.2226,10,other
148.0936,0.2226,30,other
149.5555,5.026,Bfix,other
154.5814,0.2226,70,other
155.8432,0.2226,70,other
157.1384,0.2226,30,other
158.6169,0.2226,10,other
160.0954,0.2226,10,other
161.4572,0.2226,70,other
162.9357,0.2226,10,other
164.4142,0.2226,10,other
165.676,0.2226,70,other
167.1545,0.2226,30,other
168.4163,5.0461,Bfix,other
173.4624,0.2226,2_dots,other
174.7409,0.2226,2_dots,other
176.1194,0.2226,90,other
177.3979,0.2226,4_dots,other
178.8764,0.2226,2_dots,other
180.1549,0.2226,80,other
181.4334,0.2226,2_dots,other
182.8119,0.2226,2_dots,other
184.1904,0.2226,2_dots,other
185.4689,0.2226,50,other
186.8474,0.2226,50,other
188.2259,0.2226,2_dots,other
189.5044,0.2226,50,other
190.9829,0.2226,2_dots,other
192.4614,0.2226,4_dots,other
193.8399,0.2226,4_dots,other
195.3184,0.2226,50,other
196.7969,0.2226,4_dots,other
198.2754,0.2226,50,other
199.7539,0.2226,90,other
201.2491,0.2226,50,other
202.7276,0.2226,4_dots,other
204.2061,0.2226,4_dots,other
205.6846,0.2226,4_dots,other
207.0631,0.2226,50,other
208.3249,5.0226,Bfix,other
213.3975,0.2226,50,other
214.776,0.2226,90,other
216.2545,0.2226,2_dots,other
217.633,0.2226,2_dots,other
218.9115,0.2226,4_dots,other
220.39,0.2226,90,other
221.8686,0.2226,4_dots,other
223.1471,0.2226,50,other
224.6256,0.2226,50,other
226.0041,0.2226,80,other
227.3992,0.2226,4_dots,other
228.6777,0.2226,4_dots,other
229.9562,0.2226,90,other
231.2347,0.2226,2_dots,other
232.7132,0.2226,4_dots,other
234.0917,0.2226,4_dots,other
235.3702,0.2226,4_dots,other
236.7487,0.2226,90,other
238.0272,0.2226,90,other
239.4057,0.2226,4_dots,other
240.7842,0.2226,90,other
242.2628,0.2151,2_dots,other
243.5338,0.2226,4_dots,other
244.9289,0.2227,90,other
246.3075,0.2226,80,other
247.7693,5.0461,Bfix,other
252.8155,0.2226,90,other
254.2939,0.2226,50,other
255.7891,0.2226,80,other
257.2676,0.2226,50,other
258.5462,0.2226,2_dots,other
260.0247,0.2226,90,other
261.5031,0.2226,2_dots,other
262.8816,0.2226,4_dots,other
264.2601,0.2226,90,other
265.7387,0.2226,50,other
267.1172,0.2226,2_dots,other
268.4958,0.2226,4_dots,other
269.9743,0.2226,90,other
271.2528,0.2226,50,other
272.6313,0.2226,50,other
274.0265,0.2226,2_dots,other
275.505,0.2226,2_dots,other
276.9835,0.2226,90,other
278.3786,0.2226,4_dots,other
279.7571,0.2226,4_dots,other
281.0356,0.2226,50,other
282.5141,0.2226,90,other
284.0093,0.2226,50,other
285.2878,0.2226,90,other
286.7662,0.2226,90,other
288.0281,5.0461,Bfix,other
293.0742,0.2226,90,other
294.3694,0.2226,4_dots,other
295.6478,0.2226,90,other
297.0263,0.2226,50,other
298.4048,0.2226,2_dots,other
299.7833,0.2226,90,other
301.1618,0.2226,50,other
302.6283,0.2226,90,other
304.1068,0.2226,2_dots,other
305.3853,0.2226,2_dots,other
306.7638,0.2226,50,other
308.059,0.2226,50,other
309.3374,0.2226,4_dots,other
310.6159,0.2226,80,other
311.8944,0.2226,90,other
313.3729,0.2226,90,other
314.8514,0.2226,90,other
316.2299,0.2226,2_dots,other
317.7084,0.2226,90,other
319.1869,0.2226,50,other
320.4487,5.0459,Bfix,other
325.4946,0.2226,2_dots,other
326.7731,0.2226,90,other
328.1516,0.2226,90,other
329.4301,0.2226,50,other
330.9086,0.2226,4_dots,other
332.3871,0.2226,4_dots,other
333.6656,0.2226,2_dots,other
334.9441,0.2226,4_dots,other
336.3393,0.2226,50,other
337.7178,0.2226,50,other
338.9797,7.1764,Bfix,other
