onset,duration,trial_type,response
0.0229,5.0281,Bfix,other
5.0509,0.2226,70,other
6.3461,0.2226,10,other
7.6079,0.2226,70,other
8.9864,0.2226,30,other
10.3816,0.2226,80,other
11.8435,0.2226,6_dots,other
13.2053,0.2226,6_dots,other
14.4671,0.2226,70,other
15.7289,0.2226,70,other
16.9907,0.2226,70,other
18.2859,0.2226,30,other
19.781,0.2226,10,other
21.1762,0.2226,30,other
22.6714,0.2226,30,other
23.9332,0.2226,70,other
25.3283,0.2226,80,other
26.7901,0.2226,70,other
28.1853,0.2226,10,other
29.5471,0.2226,70,other
30.8423,0.2226,10,other
32.1041,0.2226,6_dots,other
33.5993,0.2226,30,other
34.9611,0.2226,6_dots,other
36.2563,0.2226,10,other
37.5514,0.2226,30,other
38.9132,5.0257,Bfix,other
43.939,0.2226,6_dots,other
45.3008,0.2226,70,other
46.7293,0.2226,30,other
48.2245,0.2226,10,other
49.4863,0.2226,6_dots,other
50.7981,0.2226,10,other
52.1599,0.2226,6_dots,other
53.5551,0.2226,10,other
54.9503,0.2226,10,other
56.4454,0.2226,10,other
57.8073,0.2226,6_dots,other
59.3024,0.2226,30,other
60.7976,0.2226,80,other
62.1928,0.2226,10,other
63.5546,0.2226,70,other
65.0498,0.2226,10,other
66.445,0.2226,10,other
67.7402,0.2226,10,other
69.202,0.2226,6_dots,other
70.6638,0.2226,70,other
72.1257,5.0654,Bfix,other
77.191,0.2226,10,other
78.6862,0.2226,30,other
79.9481,0.2226,6_dots,other
81.2099,0.2226,6_dots,other
82.4717,0.2226,70,other
83.9335,0.2226,70,other
85.2287,0.2226,30,other
86.6239,0.2226,10,other
88.019,0.2226,30,other
89.5142,0.2226,30,other
90.9094,0.2226,30,other
92.3212,0.2226,10,other
93.7164,0.2226,30,other
95.1115,0.2226,10,other
96.4734,0.2226,6_dots,other
97.9352,0.2226,6_dots,other
99.447,0.2226,30,other
100.8589,0.2226,30,other
102.3207,0.2226,6_dots,other
103.6159,0.2226,30,other
105.0777,0.2226,70,other
106.4396,0.2226,6_dots,other
107.9181,0.2226,80,other
109.2799,0.2226,6_dots,other
110.6751,0.2226,10,other
112.0536,0.2226,30,other
113.4154,0.2226,6_dots,other
114.8772,0.2226,70,other
116.3557,0.2226,30,other
117.8675,0.2226,10,other
119.1294,5.046,Bfix,other
124.1754,0.2226,10,other
125.4706,0.2226,30,other
126.9324,0.2226,6_dots,other
128.1942,0.2226,70,other
129.456,0.2226,70,other
130.9512,0.2226,30,other
132.213,0.2226,70,other
133.7082,0.2226,10,other
134.97,0.2226,6_dots,other
136.4485,0.2226,30,other
137.8103,0.2226,6_dots,other
139.2721,0.2226,70,other
140.634,0.2226,6_dots,other
142.0291,0.2226,30,other
143.491,0.2226,6_dots,other
144.9528,0.2226,70,other
146.4147,0.2226,6_dots,other
147.6765,0.2226,70,other
149.1383,0.2226,70,other
150.6001,0.2226,6_dots,other
152.0619,5.0259,Bfix,other
157.0879,0.2226,6_dots,other
158.4497,0.2226,70,other
159.8115,0.2226,70,other
161.19,0.2226,10,other
162.6852,0.2226,80,other
164.1803,0.2226,10,other
165.6755,0.2226,10,other
167.0706,0.2226,30,other
168.3491,0.2226,30,other
169.7277,0.2226,30,other
170.9895,5.0467,Bfix,other
176.0362,0.2226,4_dots,other
177.4313,0.2226,2_dots,other
178.7265,0.2226,50,other
180.1217,0.2226,2_dots,other
181.6002,0.2226,4_dots,other
183.0786,0.2226,80,other
184.5571,0.2226,90,other
185.8356,0.2226,4_dots,other
187.2308,0.2226,90,other
188.6259,0.2226,90,other
190.0211,0.2226,90,other
191.3163,0.2226,90,other
192.5948,0.2226,2_dots,other
193.8732,0.2226,50,other
195.3857,0.2226,4_dots,other
196.6808,0.2226,4_dots,other
197.9593,0.2226,4_dots,other
199.4545,0.2226,50,other
200.7329,0.2226,4_dots,other
202.2281,0.2226,90,other
203.64,0.2225,4_dots,other
204.9352,0.2226,2_dots,other
206.3303,0.2226,2_dots,other
207.8089,0.2226,90,other
209.304,0.2226,50,other
210.5658,5.0464,Bfix,other
215.6122,0.2226,90,other
217.1074,0.2226,50,other
218.6192,0.2226,2_dots,other
220.131,0.2226,90,other
221.5262,0.2226,90,other
222.9047,0.2226,90,other
224.1999,0.2226,50,other
225.495,0.2226,4_dots,other
226.7902,0.2226,90,other
228.2854,0.2226,4_dots,other
229.6972,0.2226,4_dots,other
231.009,0.2226,90,other
232.3208,0.2226,2_dots,other
233.6993,0.2226,80,other
235.1112,0.2226,50,other
236.4063,0.2226,50,other
237.9015,0.2226,2_dots,other
239.18,0.2226,80,other
240.6752,0.2226,90,other
242.0537,0.2226,80,other
243.3489,0.2226,90,other
244.8607,0.2226,2_dots,other
246.3559,0.2226,4_dots,other
247.7677,0.2226,50,other
249.0795,0.2226,90,other
250.5413,5.0539,Bfix,other
255.5952,0.2226,4_dots,other
256.9903,0.2226,2_dots,other
258.4689,0.2226,4_dots,other
259.8807,0.2226,2_dots,other
261.2758,0.2226,2_dots,other
262.771,0.2225,50,other
264.0661,0.2226,2_dots,other
265.5613,0.2226,2_dots,other
266.8565,0.2226,4_dots,other
268.2683,0.2226,4_dots,other
269.7634,0.2226,90,other
271.1586,0.2226,50,other
272.5538,0.2226,50,other
273.8489,0.2226,4_dots,other
275.2608,0.2167,90,other
276.6501,0.2226,4_dots,other
277.9453,0.2226,4_dots,other
279.3404,0.2226,50,other
280.7357,0.2226,2_dots,other
282.2308,0.2226,90,other
283.626,0.2226,2_dots,other
285.1212,0.2226,2_dots,other
286.4997,0.2226,50,other
287.9782,0.2226,50,other
289.3567,0.2226,50,other
290.7185,5.0578,Bfix,other
295.7763,0.2226,4_dots,other
297.2715,0.2226,50,other
298.7667,0.2226,2_dots,other
300.2452,0.2226,90,other
301.6404,0.2226,4_dots,other
303.1355,0.2226,2_dots,other
304.5306,0.2226,50,other
305.9258,0.2226,90,other
307.321,0.2226,90,other
308.7161,0.2226,50,other
310.128,0.2226,90,other
311.4398,0.2226,2_dots,other
312.835,0.2226,2_dots,other
314.3302,0.2226,50,other
315.6254,0.2226,90,other
317.1205,0.2226,50,other
318.6157,0.2226,4_dots,other
320.1276,0.2226,90,other
321.5228,0.2226,50,other
323.018,0.2226,4_dots,other
324.4798,5.0554,Bfix,other
329.5351,0.2226,90,other
330.847,0.2226,4_dots,other
332.2421,0.2226,2_dots,other
333.5372,0.2226,90,other
334.9324,0.2226,2_dots,other
336.2276,0.2226,50,other
337.5061,0.2226,4_dots,other
338.9013,0.2226,80,other
340.2964,0.2226,50,other
341.6916,0.2226,50,other
343.0534,7.2157,Bfix,other
