onset,duration,trial_type,response
0.0228,5.029,Bfix,other
5.0519,0.2226,70,other
6.347,0.2226,10,other
7.7089,0.2226,70,other
9.204,0.2226,30,other
10.5992,0.2226,80,other
11.961,0.2226,6_dots,other
13.2228,0.2226,6_dots,other
14.6847,0.2226,70,other
16.0465,0.2226,70,other
17.3083,0.2226,70,other
18.8035,0.2226,30,other
20.2153,0.2226,10,other
21.5272,0.2226,30,other
22.9223,0.2225,30,other
24.2841,0.2226,70,other
25.796,0.2226,80,other
27.0578,0.2226,70,other
28.553,0.2226,10,other
29.8148,0.2225,70,other
31.3266,0.2226,10,other
32.5885,0.2226,6_dots,other
34.0837,0.2226,30,other
35.5455,0.2226,6_dots,other
36.8406,0.2226,10,other
38.1358,0.2226,30,other
39.4977,5.0261,Bfix,other
44.5238,0.2226,6_dots,other
45.7856,0.2226,70,other
47.0807,0.2226,30,other
48.4592,0.2226,10,other
49.821,0.2225,6_dots,other
51.3161,0.2226,10,other
52.778,0.2226,6_dots,other
54.2731,0.2226,10,other
55.785,0.2226,10,other
57.0968,0.2226,10,other
58.4587,0.2226,6_dots,other
59.9539,0.2226,30,other
61.249,0.2226,80,other
62.7609,0.2226,10,other
64.2227,0.2226,70,other
65.5345,0.2226,10,other
67.0297,0.2226,10,other
68.4415,0.2226,10,other
69.8034,0.2226,6_dots,other
71.2652,0.2226,70,other
72.727,5.0605,Bfix,other
77.7875,0.2226,10,other
79.1993,0.2226,30,other
80.4612,0.2226,6_dots,other
81.723,0.2226,6_dots,other
83.1848,0.2226,70,other
84.4466,0.2226,70,other
85.8418,0.2226,30,other
87.2203,0.2226,10,other
88.5154,0.2226,30,other
90.0106,0.2225,30,other
91.5391,0.2226,30,other
92.9342,0.2226,10,other
94.2461,0.2226,30,other
95.6412,0.2226,10,other
97.1031,0.2226,6_dots,other
98.3649,0.2226,6_dots,other
99.8434,0.2226,30,other
101.3552,0.2226,30,other
102.817,0.2226,6_dots,other
104.2122,0.2226,30,other
105.674,0.2226,70,other
107.0358,0.2226,6_dots,other
108.331,0.2226,80,other
109.5928,0.2226,6_dots,other
110.8879,0.2226,10,other
112.1831,0.2226,30,other
113.4449,0.2226,6_dots,other
114.7067,0.2226,70,other
116.1018,0.2226,30,other
117.4804,0.2226,10,other
118.8422,5.0767,Bfix,other
123.9189,0.2226,10,other
125.4141,0.2226,30,other
126.8759,0.2226,6_dots,other
128.3378,0.2226,70,other
129.5996,0.2226,70,other
130.8948,0.2226,30,other
132.2566,0.2225,70,other
133.6517,0.2226,10,other
135.1136,0.2226,6_dots,other
136.4254,0.2226,30,other
137.6872,0.2226,6_dots,other
138.949,0.2226,70,other
140.4109,0.2226,6_dots,other
141.9061,0.2226,30,other
143.3679,0.2226,6_dots,other
144.8297,0.2226,70,other
146.2915,0.2226,6_dots,other
147.7477,0.2226,70,other
149.2095,0.2226,70,other
150.4714,0.2226,6_dots,other
151.9332,5.0255,Bfix,other
156.9588,0.2226,6_dots,other
158.2205,0.2226,70,other
159.5824,0.2226,70,other
161.0775,0.2226,10,other
162.4894,0.2226,80,other
163.9845,0.2226,10,other
165.4797,0.2226,10,other
166.7749,0.2226,30,other
168.1534,0.2226,30,other
169.5485,0.2226,30,other
171.0104,5.0461,Bfix,other
176.0565,0.2226,4_dots,other
177.5516,0.2226,2_dots,other
178.8301,0.2226,50,other
180.2253,0.2226,2_dots,other
181.7204,0.2226,4_dots,other
182.9989,0.2226,80,other
184.2774,0.2226,90,other
185.5726,0.2226,4_dots,other
186.9678,0.2226,90,other
188.4629,0.2226,90,other
189.7414,0.2226,90,other
191.0366,0.2226,90,other
192.4318,0.2226,2_dots,other
193.827,0.2226,50,other
195.3221,0.2226,4_dots,other
196.6006,0.2226,4_dots,other
197.9791,0.2226,4_dots,other
199.4743,0.2226,50,other
200.9695,0.2226,4_dots,other
202.3647,0.2226,90,other
203.6598,0.2226,4_dots,other
205.0717,0.2226,2_dots,other
206.3835,0.2226,2_dots,other
207.8724,0.2226,90,other
209.3842,0.2226,50,other
210.746,5.0623,Bfix,other
215.8083,0.2226,90,other
217.3035,0.2226,50,other
218.5987,0.2226,2_dots,other
219.8938,0.2226,90,other
221.1723,0.2226,90,other
222.5676,0.2226,90,other
223.9627,0.2226,50,other
225.2413,0.2226,4_dots,other
226.6364,0.2226,90,other
228.0316,0.2225,4_dots,other
229.3267,0.2226,4_dots,other
230.8219,0.2226,90,other
232.2004,0.2226,2_dots,other
233.5789,0.2226,80,other
234.8741,0.2226,50,other
236.2692,0.2226,50,other
237.7644,0.2226,2_dots,other
239.1429,0.2226,80,other
240.6547,0.2226,90,other
241.9333,0.2226,80,other
243.4118,0.2226,90,other
244.9069,0.2225,2_dots,other
246.3021,0.2226,4_dots,other
247.5973,0.2226,50,other
248.8925,0.2226,90,other
250.2543,5.0226,Bfix,other
255.3435,0.2226,4_dots,other
256.8387,0.2226,2_dots,other
258.3172,0.2226,4_dots,other
259.6957,0.2226,2_dots,other
260.9909,0.2226,2_dots,other
262.3861,0.2226,50,other
263.8813,0.2226,2_dots,other
265.2764,0.2226,2_dots,other
266.5716,0.2226,4_dots,other
268.0501,0.2226,4_dots,other
269.3452,0.2226,90,other
270.6404,0.2226,50,other
272.0356,0.2226,50,other
273.3308,0.2226,4_dots,other
274.8093,0.2226,90,other
276.1044,0.2226,4_dots,other
277.4996,0.2226,4_dots,other
278.9947,0.2226,50,other
280.39,0.2226,2_dots,other
281.6851,0.2226,90,other
283.1803,0.2226,2_dots,other
284.5755,0.2226,2_dots,other
285.8707,0.2226,50,other
287.1658,0.2226,50,other
288.461,0.2226,50,other
289.9228,5.0654,Bfix,other
294.9882,0.2226,4_dots,other
