Number,12
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.023972,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.042898,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.059702,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.076040,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.092927,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.109469,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.125995,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.144318,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.162135,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.177697,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.194349,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.210936,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.231862,Practice started
EVENT,0.232823,Start displaying intro screen
POSITION,0.375470,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.438104,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.514566,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.587414,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.659502,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.731157,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.802615,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.873149,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.945489,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.019321,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.090175,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.161745,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.233354,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.304495,0.000,1.800,-0.000,90.000,0.000,-0.000
