Number,99
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.252997,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.270655,Practice started
EVENT,0.271463,Start displaying intro screen
POSITION,0.360476,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.426671,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.493180,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.560821,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.627652,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.695165,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.764877,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.832303,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.899429,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.968778,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.035817,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.104033,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.175254,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.243395,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.320298,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.386821,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.461246,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.528261,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.595830,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.664162,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.733148,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.801795,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.869600,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.939561,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.006904,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.075423,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.143596,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.215604,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.281946,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.354557,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.435202,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.501463,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.568308,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.636776,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.703393,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.780235,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.847816,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.914900,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.982296,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.051393,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.119356,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.188878,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.259321,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.327416,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.394948,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.484846,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.550537,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.622629,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.693595,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.764784,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.839530,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.913716,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.988193,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.065474,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.141211,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.220201,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.291431,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.365848,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.452641,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,4.533946,End displaying intro screen
EVENT,4.536027,"['Starting trial', (0, 3, 1, 'exp')]"
EVENT,4.537892,"['Setting viewpoint position to', '[-29.045, 0.269, 10.405]']"
EVENT,4.539684,Rotating to intersection center
POSITION,4.544775,-29.045,2.069,10.405,90.000,0.000,-0.000
EVENT,4.621706,"['Displaying experimental cue to target', 'church']"
POSITION,4.625141,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,4.694005,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,4.766322,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,4.837427,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,4.904797,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,4.976371,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.051771,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.120007,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.188065,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.257528,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.323124,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.391091,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.464232,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.535567,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.603719,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.676671,-29.045,2.069,10.405,108.313,0.000,-0.000
EVENT,5.679055,"['Moving subject to center of intersection', '[-35.305, 0.091, 29.319]']"
POSITION,5.747433,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,5.819806,-29.159,2.066,10.748,108.313,0.000,-0.000
POSITION,5.894072,-29.275,2.062,11.099,108.313,0.000,-0.000
POSITION,5.962817,-29.383,2.059,11.425,108.313,0.000,-0.000
POSITION,6.037165,-29.498,2.056,11.775,108.313,0.000,-0.000
POSITION,6.104377,-29.604,2.053,12.094,108.313,0.000,-0.000
POSITION,6.174879,-29.714,2.050,12.426,108.313,0.000,-0.000
POSITION,6.241969,-29.820,2.047,12.745,108.313,0.000,-0.000
POSITION,6.373830,-30.026,2.041,13.368,108.313,0.000,-0.000
POSITION,6.451302,-30.147,2.038,13.734,108.313,0.000,-0.000
POSITION,6.527497,-30.266,2.034,14.094,108.313,0.000,-0.000
POSITION,6.597747,-30.376,2.031,14.427,108.313,0.000,-0.000
POSITION,6.667494,-30.485,2.028,14.756,108.313,0.000,-0.000
POSITION,6.900826,-30.851,2.018,15.861,108.313,0.000,-0.000
