Number,6
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.234955,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.242088,Test started
EVENT,0.242889,Start displaying intro screen
EVENT,0.249023,"['Starting control trial', '[3, 0, 1]']"
EVENT,0.249393,"['Setting viewpoint position to', '[-44.16, 0.172, -31.476]']"
EVENT,0.249621,Rotating to intersection center
POSITION,0.350921,-44.160,1.972,-31.476,90.000,0.000,-0.000
EVENT,0.433764,"['Displaying control cue to target', '31']"
POSITION,0.435736,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.538075,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.615381,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.694431,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.772780,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.853813,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,0.934481,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.019171,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.093782,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.172299,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.259105,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.340219,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.421615,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.502970,-44.160,1.972,-31.476,2.481,0.000,-0.000
EVENT,1.504963,"['Moving subject to center of intersection', '[-24.126, 0.172, -30.608]']"
POSITION,1.599896,-44.160,1.972,-31.476,2.481,0.000,-0.000
POSITION,1.682050,-43.744,1.972,-31.458,2.481,0.000,-0.000
POSITION,1.763238,-43.338,1.972,-31.440,2.481,0.000,-0.000
POSITION,1.844509,-42.932,1.972,-31.423,2.481,0.000,-0.000
