Number,999
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.018823,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.022075,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.038993,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.055665,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.072382,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.088995,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.105758,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.122284,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.139011,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.155696,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.172784,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.189222,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.206527,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.215471,Familiarisation started
EVENT,0.216006,Start displaying intro screen
POSITION,0.264805,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.288526,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.311818,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.335357,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.361858,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.385763,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.412512,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.436109,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.459780,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.483593,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.506702,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.530107,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.553614,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.577195,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.600715,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.624046,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.655016,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.679166,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.703505,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.729128,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.752762,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.776112,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.801643,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.825049,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.849105,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.872686,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.896292,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.919468,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.942434,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.965882,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.989215,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.012853,0.000,1.800,-0.000,90.000,0.000,-0.000
