Number,100
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.029413,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.037394,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.053186,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.069722,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.087667,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.104614,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.121342,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.138984,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.155063,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.171768,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.189238,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.205034,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.221226,Familiarisation started
EVENT,0.222449,Start displaying intro screen
POSITION,0.305240,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.338126,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.385729,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.419226,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.454452,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.490154,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.526046,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.560518,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.600218,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.640281,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.677028,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.715296,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.752701,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.792589,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.840153,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.877260,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.915807,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.954113,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.992221,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.031700,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.072576,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.116227,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.153746,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.190633,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.228730,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.266249,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.303758,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.341435,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.379365,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.416743,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.454249,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.491224,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.529764,0.000,1.800,-0.000,90.000,0.000,-0.000
