Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,1,0,1,1,80.118,230.29,150.172,None,206.907393,211.756221,216.657579,4.901358,216.659611,2.546454
2,1,3,3,1,91.029,267.238,176.21,None,220.432957,225.196810,229.048243,3.851433,229.050108,4.699157
3,1,2,0,1,199.371,264.027,64.656,None,235.010549,240.556457,249.002486,8.446029,249.004891,3.337370
4,1,0,0,0,291.202,42.779,111.576,None,253.633700,259.031946,264.911007,5.879061,264.916352,3.413604
5,1,1,0,1,218.647,242.143,23.497,None,269.521838,274.498250,282.782556,8.284306,282.785337,4.365003
6,1,3,2,0,134.101,23.97,-110.13,None,288.328766,293.546617,299.591997,6.045380,299.594808,1.110483
7,1,0,2,0,111.09,42.779,-68.311,None,301.978987,307.560420,314.470577,6.910157,314.472292,3.531131
8,1,2,1,1,209.968,264.027,54.059,None,319.191157,324.297853,327.414019,3.116166,327.416365,3.425682
9,2,1,3,3,141.691,148.822,7.132,1,332.038616,337.652185,341.003775,3.35159,341.005632,4.876928
9,2,2,0,2,35.091,27.5,-7.591,1,347.136032,352.642810,353.749883,1.107073,353.752933,3.056716
9,2,0,2,3,111.271,128.161,16.89,1,358.040442,363.407570,367.140042,3.732472,367.142440,4.825719
9,2,0,3,0,210.795,213.264,2.469,1,373.173488,378.457015,381.840020,3.383005,381.842029,1.506839
9,1,2,0,0,163.225,1.098,-162.127,None,760.606454,765.896764,774.000129,8.103365,774.002206,4.144434
10,1,1,0,0,5.474,5.673,0.199,None,779.418889,784.711952,792.183001,7.471049,792.184790,1.594997
11,1,2,2,1,307.558,264.027,-43.531,None,795.029678,800.190902,810.462768,10.271866,810.466233,4.693891
12,1,1,2,1,227.129,242.143,15.014,None,816.468279,821.664639,826.355595,4.690956,826.358671,1.941840
13,1,0,3,1,193.152,230.29,37.138,None,829.555937,834.475746,842.984048,8.508302,842.985980,4.321328
14,1,0,1,0,24.471,42.779,18.308,None,848.602939,853.857206,863.087152,9.229946,863.089290,1.761586
15,1,1,3,0,3.31,5.673,2.363,None,866.057527,870.750330,880.988345,10.238015,880.990160,4.298486
16,1,3,2,0,34.707,23.97,-10.737,None,886.540342,892.106036,902.340320,10.234284,902.342202,3.694349
17,2,3,1,0,222.875,225.759,2.884,1,907.312253,912.279202,913.567862,1.28866,913.570347,1.182852
17,2,2,1,3,120.045,133.004,12.96,1,915.975106,920.882350,922.202320,1.31997,922.204233,2.600121
17,2,3,3,0,224.213,225.759,1.546,1,926.038988,930.929970,934.240327,3.310357,934.242446,2.714363
17,2,2,3,1,296.016,287.922,-8.094,1,938.253498,943.184783,944.525103,1.34032,944.527466,1.992324
17,1,1,2,0,4.351,5.673,1.322,None,2036.605150,2042.174280,2044.631438,2.457158,2044.636385,1.018850
18,1,0,3,1,197.396,230.29,32.894,None,2046.925431,2052.089766,2058.621955,6.532189,2058.624096,2.169818
19,1,1,3,1,221.596,242.143,20.547,None,2061.996630,2067.018129,2074.748326,7.730197,2074.753248,1.702266
20,1,0,2,1,198.645,230.29,31.645,None,2077.696349,2082.843100,2088.118446,5.275346,2088.120330,2.606824
21,1,2,0,0,76.32,1.098,-75.222,None,2092.000780,2097.653241,2109.650886,11.997645,2109.653249,2.367322
22,1,1,0,0,5.452,5.673,0.221,None,2113.283771,2118.555167,2126.212103,7.656936,2126.214341,2.528665
23,1,1,2,1,219.113,242.143,23.03,None,2129.963448,2135.004138,2138.054144,3.050006,2138.057108,2.411312
24,1,1,1,0,5.962,5.673,-0.289,None,2141.722621,2147.066030,2152.050017,4.983987,2152.052061,4.446995
25,2,0,0,2,27.139,27.003,-0.136,1,2157.805589,2162.564610,2163.883554,1.318944,2163.886609,1.830899
