Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,2,3,2,1,320.149,316.33,-3.818,1,1.466308,6.065322,8.973953,2.908631,8.975211,3.413026
1,1,3,1,0,177.932,23.97,-153.962,None,202.012471,206.648956,207.189864,0.540908,207.192913,1.457282
2,1,1,3,0,8.01,5.673,-2.337,None,209.821214,214.691313,214.863342,0.172029,214.866778,2.103781
3,1,3,0,1,87.519,267.238,179.719,None,218.110222,223.272529,223.605840,0.333311,223.608791,1.689689
4,1,1,2,0,273.702,5.673,91.97,None,226.401963,231.489776,231.734918,0.245142,231.738446,3.672117
5,1,2,1,0,166.776,1.098,-165.678,None,236.569411,241.876886,242.219397,0.342511,242.222432,3.862206
6,1,2,2,1,259.8,264.027,4.227,None,247.210221,252.433596,252.615350,0.181754,252.619417,1.067892
7,1,0,2,0,251.599,42.779,151.18,None,254.844968,260.118654,260.271743,0.153089,260.276304,1.249836
8,1,2,1,1,166.776,264.027,97.251,None,262.667038,268.238026,275.840034,7.602008,275.843381,1.353053
9,2,1,3,3,8.01,148.822,140.813,0,278.327835,283.560205,283.795772,0.235567,283.797265,4.273568
9,2,2,2,1,259.8,287.922,28.122,0,289.232558,294.825074,304.192833,9.367759,304.194457,2.227039
9,2,1,2,1,273.702,330.706,57.003,0,307.605159,312.785926,312.934210,0.148284,312.936181,4.864979
9,2,2,0,0,74.712,207.599,132.887,0,318.926814,324.355425,324.768550,0.413125,324.769686,4.026457
Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,2,3,2,1,266.607,316.33,49.723,0,1.408001,6.429955,8.029452,1.599497,8.030897,1.553817
1,1,3,1,0,177.932,23.97,-153.962,None,193.946788,199.046653,None,None,214.092649,2.252620
2,1,1,3,0,8.01,5.673,-2.337,None,217.471252,222.300816,None,None,237.362940,1.056405
3,1,3,0,1,87.519,267.238,179.719,None,239.585461,244.992149,None,None,260.057022,4.124915
4,1,1,2,0,273.702,5.673,91.97,None,265.302098,270.498587,None,None,285.576179,1.335390
5,1,2,1,0,166.776,1.098,-165.678,None,288.062605,292.920279,None,None,307.977659,3.687321
6,1,2,2,1,259.8,264.027,4.227,None,312.784094,318.275182,None,None,333.315786,3.782750
7,1,0,2,0,251.599,42.779,151.18,None,338.239751,343.131373,None,None,358.175158,1.703381
