onset,duration,trial_type,response
0.0154,8.8194,p_startup,other
8.8515,0.4168,grid,other
9.2683,1.5171,6_dots_control,other
10.7854,3.0176,maintenance,other
15.2701,1.5171,response,miss
16.8039,0.4168,grid,other
17.2207,1.5171,2_dots,other
18.7378,3.0176,maintenance,other
23.2225,2.5174,response,miss
25.7566,0.4168,grid,other
26.1734,1.5171,2_dots,other
27.6906,3.0176,maintenance,other
32.1753,4.518,response,miss
36.71,0.4168,grid,other
37.1268,1.5171,4_dots_control,other
38.6439,3.0176,maintenance,other
43.1286,6.0185,response,miss
49.1638,0.4168,grid,other
49.5806,1.5171,2_dots_control,other
51.0977,3.0176,maintenance,other
55.5824,2.0173,response,miss
57.6164,0.4168,grid,other
58.0332,1.5171,4_dots,other
59.5503,3.0176,maintenance,other
64.035,1.5171,response,miss
65.5688,0.4168,grid,other
65.9856,1.5171,2_dots_control,other
67.5027,3.0176,maintenance,other
71.9874,1.5171,response,miss
73.5212,0.4168,grid,other
73.938,1.5171,6_dots,other
75.4552,3.0176,maintenance,other
79.9232,4.5181,response,miss
84.4579,0.4168,grid,other
84.8747,1.5171,2_dots_control,other
86.3918,3.0176,maintenance,other
90.8765,1.017,response,miss
91.9102,0.4168,grid,other
92.327,1.5171,6_dots_control,other
93.8441,3.0176,maintenance,other
98.3288,4.518,response,miss
102.8635,0.4168,grid,other
103.2803,1.5171,6_dots,other
104.7975,3.0176,maintenance,other
109.2822,3.5177,response,miss
112.8166,0.4168,grid,other
113.2334,1.5171,2_dots_control,other
114.7505,3.0176,maintenance,other
119.2352,1.5171,response,miss
120.769,0.4168,grid,other
121.1858,1.5171,4_dots_control,other
122.7029,3.0176,maintenance,other
127.1876,1.5171,response,miss
128.7214,0.4168,grid,other
129.1382,1.5171,6_dots,other
130.6554,3.0176,maintenance,other
135.1401,2.5174,response,miss
137.6742,0.4168,grid,other
138.091,1.5171,4_dots_control,other
139.6081,3.0176,maintenance,other
144.0928,3.5177,response,miss
147.6272,0.4168,grid,other
148.044,1.5171,6_dots_control,other
149.5611,3.0176,maintenance,other
154.0459,1.5171,response,miss
155.5797,0.4168,grid,other
155.9964,1.5171,4_dots_control,other
157.5136,3.0176,maintenance,other
161.9983,2.0173,response,miss
164.0322,0.4168,grid,other
164.449,1.5171,4_dots,other
165.9662,3.0176,maintenance,other
170.4509,4.0179,response,miss
174.4854,0.4168,grid,other
174.9022,1.5171,6_dots,other
176.4194,3.0176,maintenance,other
180.9041,6.0185,response,miss
186.9392,0.4168,grid,other
187.356,1.5171,6_dots_control,other
188.8732,3.0176,maintenance,other
193.3579,3.0176,response,miss
196.3921,0.4168,grid,other
196.8089,1.5171,6_dots_control,other
198.3261,3.0176,maintenance,other
202.8108,2.5174,response,miss
205.3449,0.4168,grid,other
205.7617,1.5171,2_dots,other
207.2788,3.0176,maintenance,other
211.7635,1.5171,response,miss
213.2973,0.4168,grid,other
213.7141,1.5171,4_dots,other
215.2312,3.0176,maintenance,other
219.7159,1.5171,response,miss
221.2497,0.4168,grid,other
221.6665,1.5171,4_dots_control,other
223.1837,3.0176,maintenance,other
227.6684,3.5177,response,miss
231.2028,0.4168,grid,other
231.6196,1.5171,4_dots_control,other
233.1367,3.0176,maintenance,other
237.6214,2.5174,response,miss
240.1555,0.4168,grid,other
240.5723,1.5171,4_dots,other
242.0894,3.0176,maintenance,other
246.5741,3.0176,response,miss
249.6084,0.4168,grid,other
250.0252,1.5171,2_dots,other
251.5423,3.0176,maintenance,other
256.027,4.5181,response,miss
260.5618,0.4168,grid,other
260.9785,1.5171,4_dots,other
262.4957,3.0176,maintenance,other
266.9804,4.518,response,miss
271.5151,0.4168,grid,other
271.9319,1.5171,6_dots_control,other
273.449,3.0176,maintenance,other
277.9337,3.0176,response,miss
280.968,0.4168,grid,other
281.3848,1.5171,2_dots_control,other
282.9019,3.0176,maintenance,other
287.3866,1.5171,response,miss
288.9204,0.4168,grid,other
289.3372,1.5171,6_dots,other
290.8544,3.0176,maintenance,other
295.3391,1.5171,response,miss
296.8729,0.4168,grid,other
297.2897,1.5171,2_dots,other
298.8068,3.0176,maintenance,other
303.2915,5.0182,response,miss
308.3264,0.4168,grid,other
308.7432,1.5171,2_dots,other
310.2603,3.0176,maintenance,other
314.745,6.0185,response,miss
320.7802,0.4168,grid,other
321.197,1.5171,4_dots,other
322.7141,3.0176,maintenance,other
327.1988,4.518,response,miss
331.7335,0.4168,grid,other
332.1503,1.5171,6_dots,other
333.6674,3.0176,maintenance,other
338.1521,4.0179,response,miss
342.1867,0.4168,grid,other
342.6035,1.5171,2_dots_control,other
344.1206,3.0176,maintenance,other
348.6053,1.5171,response,miss
