onset,duration,trial_type,response
0.0094,8.8194,p_startup,other
8.8455,0.4168,grid,other
9.2623,1.5171,6_dots,other
10.7794,3.0176,maintenance,other
15.2474,1.017,response,hit
16.2811,0.4168,grid,other
16.6979,1.5171,2_dots_control,other
18.215,3.0176,maintenance,other
22.6997,2.0173,response,hit
24.7337,0.4168,grid,other
25.1505,1.5171,2_dots,other
26.6676,3.0176,maintenance,other
31.1523,3.0176,response,hit
34.1866,0.4168,grid,other
34.6033,1.5171,4_dots,other
36.1205,3.0176,maintenance,other
40.6052,2.0173,response,hit
42.6391,0.4168,grid,other
43.0559,1.5171,6_dots_control,other
44.5731,3.0176,maintenance,other
49.0578,1.5171,response,miss
50.5916,0.4168,grid,other
51.0084,1.5171,4_dots,other
52.5255,3.0176,maintenance,other
57.0102,1.017,response,hit
58.0439,0.4168,grid,other
58.4606,1.5171,4_dots_control,other
59.9778,3.0176,maintenance,other
64.4625,1.5171,response,miss
65.9963,0.4168,grid,other
66.4131,1.5171,6_dots_control,other
67.9302,3.0176,maintenance,other
72.4149,2.5174,response,hit
74.949,0.4168,grid,other
75.3658,1.5171,4_dots_control,other
76.8829,3.0176,maintenance,other
81.3677,3.5177,response,hit
84.9021,0.4168,grid,other
85.3189,1.5171,6_dots_control,other
86.836,3.0176,maintenance,other
91.3207,4.518,response,hit
95.8554,0.4168,grid,other
96.2722,1.5171,2_dots,other
97.7893,3.0176,maintenance,other
102.2574,1.5171,response,hit
103.7912,0.4168,grid,other
104.208,1.5171,4_dots,other
105.7251,3.0176,maintenance,other
110.2098,3.0176,response,hit
113.2441,0.4168,grid,other
113.6609,1.5171,4_dots_control,other
115.178,3.0176,maintenance,other
119.6627,2.0173,response,miss
121.6966,0.4168,grid,other
122.1134,1.5171,6_dots,other
123.6306,3.0176,maintenance,other
128.1153,1.5171,response,hit
129.6491,0.4168,grid,other
130.0659,1.5171,2_dots,other
131.583,3.0176,maintenance,other
136.0677,4.0179,response,hit
140.1023,0.4168,grid,other
140.5191,1.5171,2_dots_control,other
142.0362,3.0176,maintenance,other
146.5209,2.0173,response,hit
148.5549,0.4168,grid,other
148.9717,1.5171,2_dots,other
150.4888,3.0176,maintenance,other
154.9735,3.0176,response,hit
158.0077,0.4168,grid,other
158.4245,1.5171,6_dots,other
159.9417,3.0176,maintenance,other
164.4264,1.017,response,miss
165.46,0.4168,grid,other
165.8768,1.5171,2_dots,other
167.394,3.0176,maintenance,other
171.8787,3.5177,response,hit
175.4131,0.4168,grid,other
175.8299,1.5171,2_dots,other
177.347,3.0176,maintenance,other
181.8317,2.5174,response,hit
184.3658,0.4168,grid,other
184.7826,1.5171,4_dots_control,other
186.2997,3.0176,maintenance,other
190.7844,5.5184,response,hit
196.3195,0.4168,grid,other
196.7363,1.5171,4_dots,other
198.2534,3.0176,maintenance,other
202.7381,1.5171,response,hit
204.2719,0.4168,grid,other
204.6887,1.5171,6_dots_control,other
206.2058,3.0176,maintenance,other
210.6905,5.0182,response,hit
215.7254,0.4168,grid,other
216.1422,1.5171,6_dots,other
217.6593,3.0176,maintenance,other
222.144,6.0185,response,hit
228.1792,0.4168,grid,other
228.596,1.5171,4_dots_control,other
230.1131,3.0176,maintenance,other
234.5978,2.0173,response,hit
236.6318,0.4168,grid,other
237.0486,1.5171,2_dots_control,other
238.5657,3.0176,maintenance,other
243.0504,1.5171,response,miss
244.5842,0.4168,grid,other
245.001,1.5171,6_dots,other
246.5181,3.0176,maintenance,other
251.0029,4.0179,response,hit
255.0374,0.4168,grid,other
255.4542,1.5171,6_dots_control,other
256.9713,3.0176,maintenance,other
261.456,6.0185,response,miss
267.4912,0.4168,grid,other
267.908,1.5171,4_dots,other
269.4252,3.0176,maintenance,other
273.9099,3.0176,response,hit
276.9441,0.4168,grid,other
277.3609,1.5171,6_dots,other
278.878,3.0176,maintenance,other
283.3627,4.0179,response,hit
287.3973,0.4168,grid,other
287.8141,1.5171,2_dots_control,other
289.3312,3.0176,maintenance,other
293.8159,3.5177,response,hit
297.3504,0.4168,grid,other
297.7672,1.5171,2_dots_control,other
299.2843,3.0176,maintenance,other
303.769,1.5171,response,miss
305.3028,0.4168,grid,other
305.7196,1.5171,4_dots_control,other
307.2367,3.0176,maintenance,other
311.7214,2.0173,response,miss
313.7554,0.4168,grid,other
314.1722,1.5171,2_dots_control,other
315.6893,3.0176,maintenance,other
320.174,5.5184,response,miss
325.709,0.4168,grid,other
326.1258,1.5171,2_dots,other
327.643,3.0176,maintenance,other
332.1277,6.0185,response,hit
338.1628,0.4168,grid,other
338.5796,1.5171,6_dots_control,other
340.0968,3.0176,maintenance,other
344.5815,3.0176,response,miss
