onset,duration,trial_type,response
0.014,8.8194,p_startup,other
8.8501,0.4168,grid,other
9.2669,1.5171,6_dots,other
10.784,3.0176,maintenance,other
15.252,1.017,response,miss
16.2857,0.4168,grid,other
16.7025,1.5171,2_dots_control,other
18.2196,3.0176,maintenance,other
22.7043,2.0173,response,hit
24.7383,0.4168,grid,other
25.1551,1.5171,2_dots,other
26.6722,3.0176,maintenance,other
31.1569,3.0176,response,hit
34.1912,0.4168,grid,other
34.608,1.5171,4_dots,other
36.1251,3.0176,maintenance,other
40.6098,2.0173,response,hit
42.6437,0.4168,grid,other
43.0605,1.5171,6_dots_control,other
44.5777,3.0176,maintenance,other
49.0624,1.5171,response,hit
50.5962,0.4168,grid,other
51.013,1.5171,4_dots,other
52.5301,3.0176,maintenance,other
57.0148,1.017,response,hit
58.0485,0.4168,grid,other
58.4652,1.5171,4_dots_control,other
59.9824,3.0176,maintenance,other
64.4671,1.5171,response,hit
66.0009,0.4168,grid,other
66.4177,1.5171,6_dots_control,other
67.9348,3.0176,maintenance,other
72.4195,2.5174,response,hit
74.9536,0.4168,grid,other
75.3704,1.5171,4_dots_control,other
76.8875,3.0176,maintenance,other
81.3722,3.5177,response,hit
84.9067,0.4168,grid,other
85.3235,1.5171,6_dots_control,other
86.8406,3.0176,maintenance,other
91.3253,4.5181,response,hit
95.86,0.4168,grid,other
96.2768,1.5171,2_dots,other
97.7939,3.0176,maintenance,other
102.262,1.5171,response,hit
103.7958,0.4168,grid,other
104.2126,1.5171,4_dots,other
105.7297,3.0176,maintenance,other
110.2144,3.0176,response,hit
113.2487,0.4168,grid,other
113.6655,1.5171,4_dots_control,other
115.1826,3.0176,maintenance,other
119.6673,2.0173,response,hit
121.7012,0.4168,grid,other
122.118,1.5171,6_dots,other
123.6352,3.0176,maintenance,other
128.1199,1.5171,response,hit
129.6537,0.4168,grid,other
130.0705,1.5171,2_dots,other
131.5876,3.0176,maintenance,other
136.0723,4.0179,response,hit
140.1069,0.4168,grid,other
140.5237,1.5171,2_dots_control,other
142.0408,3.0176,maintenance,other
146.5255,2.0173,response,hit
148.5595,0.4168,grid,other
148.9763,1.5171,2_dots,other
150.4934,3.0176,maintenance,other
154.9781,3.0176,response,hit
158.0124,0.4168,grid,other
158.4291,1.5171,6_dots,other
159.9463,3.0176,maintenance,other
164.431,1.017,response,hit
165.4646,0.4168,grid,other
165.8814,1.5171,2_dots,other
167.3986,3.0176,maintenance,other
171.8833,3.5177,response,hit
175.4177,0.4168,grid,other
175.8345,1.5171,2_dots,other
177.3516,3.0176,maintenance,other
181.8363,2.5174,response,hit
184.3704,0.4168,grid,other
184.7872,1.5171,4_dots_control,other
186.3043,3.0176,maintenance,other
190.789,5.5184,response,hit
196.3241,0.4168,grid,other
196.7409,1.5171,4_dots,other
198.258,3.0176,maintenance,other
202.7427,1.5171,response,hit
204.2765,0.4168,grid,other
204.6933,1.5171,6_dots_control,other
206.2104,3.0176,maintenance,other
210.6951,5.0182,response,hit
215.73,0.4168,grid,other
216.1468,1.5171,6_dots,other
217.6639,3.0176,maintenance,other
222.132,6.0185,response,hit
228.1671,0.4168,grid,other
228.5839,1.5171,4_dots_control,other
230.1011,3.0176,maintenance,other
234.5858,2.0173,response,hit
236.6197,0.4168,grid,other
237.0365,1.5171,2_dots_control,other
238.5536,3.0176,maintenance,other
243.0383,1.5171,response,hit
244.5722,0.4168,grid,other
244.9889,1.5171,6_dots,other
246.5061,3.0176,maintenance,other
250.9908,4.0179,response,hit
255.0253,0.4168,grid,other
255.4421,1.5171,6_dots_control,other
256.9593,3.0176,maintenance,other
261.444,6.0185,response,hit
267.4792,0.4168,grid,other
267.8959,1.5171,4_dots,other
269.4131,3.0176,maintenance,other
273.8978,3.0176,response,hit
276.932,0.4168,grid,other
277.3488,1.5171,6_dots,other
278.866,3.0176,maintenance,other
283.3507,4.0179,response,hit
287.3852,0.4168,grid,other
287.802,1.5171,2_dots_control,other
289.3192,3.0176,maintenance,other
293.8039,3.5177,response,hit
297.3383,0.4168,grid,other
297.7551,1.5171,2_dots_control,other
299.2722,3.0176,maintenance,other
303.7569,1.5171,response,hit
305.2907,0.4168,grid,other
305.7075,1.5171,4_dots_control,other
307.2246,3.0176,maintenance,other
311.7093,2.0173,response,hit
313.7433,0.4168,grid,other
314.1601,1.5171,2_dots_control,other
315.6772,3.0176,maintenance,other
320.1619,5.5184,response,hit
325.697,0.4168,grid,other
326.1138,1.5171,2_dots,other
327.6309,3.0176,maintenance,other
332.1156,6.0185,response,miss
338.1508,0.4168,grid,other
338.5676,1.5171,6_dots_control,other
340.0847,3.0176,maintenance,other
344.5694,3.0176,response,hit
