onset,duration,trial_type,response
0.0047,8.8194,p_startup,other
8.8407,0.4168,grid,other
9.2575,1.5171,6_dots_control,other
10.7746,3.0176,maintenance,other
15.2427,1.5171,response,hit
16.7765,0.4168,grid,other
17.1933,1.5171,2_dots,other
18.7104,3.0176,maintenance,other
23.1951,2.5174,response,hit
25.7292,0.4168,grid,other
26.146,1.5171,2_dots,other
27.6631,3.0176,maintenance,other
32.1478,4.5181,response,hit
36.6826,0.4168,grid,other
37.0994,1.5171,4_dots_control,other
38.6165,3.0176,maintenance,other
43.1012,6.0185,response,miss
49.1364,0.4168,grid,other
49.5532,1.5171,2_dots_control,other
51.0703,3.0176,maintenance,other
55.555,2.0173,response,hit
57.589,0.4168,grid,other
58.0058,1.5171,4_dots,other
59.5229,3.0176,maintenance,other
64.0076,1.5171,response,miss
65.5414,0.4168,grid,other
65.9582,1.5171,2_dots_control,other
67.4753,3.0176,maintenance,other
71.96,1.5171,response,hit
73.4938,0.4168,grid,other
73.9106,1.5171,6_dots,other
75.4278,3.0176,maintenance,other
79.9125,4.5181,response,hit
84.4472,0.4168,grid,other
84.864,1.5171,2_dots_control,other
86.3811,3.0176,maintenance,other
90.8658,1.017,response,hit
91.8995,0.4168,grid,other
92.3163,1.5171,6_dots_control,other
93.8334,3.0176,maintenance,other
98.3181,4.518,response,hit
102.8528,0.4168,grid,other
103.2696,1.5171,6_dots,other
104.7867,3.0176,maintenance,other
109.2714,3.5177,response,hit
112.8059,0.4168,grid,other
113.2227,1.5171,2_dots_control,other
114.7398,3.0176,maintenance,other
119.2245,1.5171,response,hit
120.7583,0.4168,grid,other
121.1751,1.5171,4_dots_control,other
122.6922,3.0176,maintenance,other
127.1769,1.5171,response,hit
128.7107,0.4168,grid,other
129.1275,1.5171,6_dots,other
130.6447,3.0176,maintenance,other
135.1127,2.5174,response,hit
137.6468,0.4168,grid,other
138.0636,1.5171,4_dots_control,other
139.5807,3.0176,maintenance,other
144.0654,3.5177,response,hit
147.5998,0.4168,grid,other
148.0166,1.5171,6_dots_control,other
149.5338,3.0176,maintenance,other
154.0185,1.5171,response,miss
155.5523,0.4168,grid,other
155.9691,1.5171,4_dots_control,other
157.4862,3.0176,maintenance,other
161.9709,2.0173,response,miss
164.0049,0.4168,grid,other
164.4217,1.5171,4_dots,other
165.9388,3.0176,maintenance,other
170.4235,4.0179,response,hit
174.4581,0.4168,grid,other
174.8749,1.5171,6_dots,other
176.392,3.0176,maintenance,other
180.8767,6.0185,response,miss
186.9119,0.4168,grid,other
187.3287,1.5171,6_dots_control,other
188.8458,3.0176,maintenance,other
193.3305,3.0176,response,hit
196.3648,0.4168,grid,other
196.7816,1.5171,6_dots_control,other
198.2987,3.0176,maintenance,other
202.7834,2.5174,response,hit
205.3175,0.4168,grid,other
205.7343,1.5171,2_dots,other
207.2514,3.0176,maintenance,other
211.7361,1.5171,response,hit
213.2699,0.4168,grid,other
213.6867,1.5171,4_dots,other
215.2039,3.0176,maintenance,other
219.6886,1.5171,response,hit
221.2224,0.4168,grid,other
221.6392,1.5171,4_dots_control,other
223.1563,3.0176,maintenance,other
227.641,3.5177,response,hit
231.1754,0.4168,grid,other
231.5922,1.5171,4_dots_control,other
233.1094,3.0176,maintenance,other
237.5941,2.5174,response,hit
240.1282,0.4168,grid,other
240.545,1.5171,4_dots,other
242.0621,3.0176,maintenance,other
246.5468,3.0176,response,hit
249.5811,0.4168,grid,other
249.9979,1.5171,2_dots,other
251.515,3.0176,maintenance,other
255.983,4.518,response,hit
260.5177,0.4168,grid,other
260.9345,1.5171,4_dots,other
262.4517,3.0176,maintenance,other
266.9364,4.5181,response,hit
271.4711,0.4168,grid,other
271.8879,1.5171,6_dots_control,other
273.405,3.0176,maintenance,other
277.8731,3.0176,response,hit
280.9073,0.4168,grid,other
281.3241,1.5171,2_dots_control,other
282.8412,3.0176,maintenance,other
287.3259,1.5171,response,hit
288.8598,0.4168,grid,other
289.2765,1.5171,6_dots,other
290.7937,3.0176,maintenance,other
295.2784,1.5171,response,hit
296.8122,0.4168,grid,other
297.229,1.5171,2_dots,other
298.7461,3.0176,maintenance,other
303.2308,5.0182,response,hit
308.2657,0.4168,grid,other
308.6825,1.5171,2_dots,other
310.1996,3.0176,maintenance,other
314.6843,6.0185,response,hit
320.7195,0.4168,grid,other
321.1363,1.5171,4_dots,other
322.6534,3.0176,maintenance,other
327.1381,4.5181,response,hit
331.6729,0.4168,grid,other
332.0897,1.5171,6_dots,other
333.6068,3.0176,maintenance,other
338.0915,4.0179,response,hit
342.1261,0.4168,grid,other
342.5429,1.5171,2_dots_control,other
344.06,3.0176,maintenance,other
348.5447,1.5171,response,hit
