"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2128","13","text","0","2131","0.0-0.0","sub-11_sess-02_2","","","","","","","","","","","","","",""
"1096","89","poldrack-text","1","4248","0.0-1.0","sub-11_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1096","500","fmri_response_test","","","","","","","","","",""
"330","71","poldrack-text","2","5100","0.0-2.0","sub-11_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","330","500","fmri_response_test","","","","","","","","","",""
"4353","32","poldrack-single-stim","3","9969","0.0-3.0","sub-11_sess-02_2","","4353","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","4353","","","","","","",""
"2666","89","poldrack-single-stim","4","13148","0.0-4.0","sub-11_sess-02_2","","2666","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","2666","practice","","","","","",""
"1649","32","poldrack-text","5","15818","0.0-5.0","sub-11_sess-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","1649","0","fmri_scanner_wait","","","","","","","","","",""
"54747","84","poldrack-text","6","70566","0.0-6.0","sub-11_sess-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","54747","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","71590","0.0-7.0","sub-11_sess-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","73098","0.0-8.0","sub-11_sess-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1149","89","poldrack-single-stim","9","78939","0.0-9.0","sub-11_sess-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","larger_later","",""
"771","89","poldrack-single-stim","10","83518","0.0-10.0","sub-11_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","larger_later","",""
"725","89","poldrack-single-stim","11","88159","0.0-11.0","sub-11_sess-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">60€</div><br><br><div class = delbox style = ""color:white"">124 jours</div></div>","89,71","4000","","20","60","124","larger_later","",""
"637","71","poldrack-single-stim","12","93087","0.0-12.0","sub-11_sess-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","27","142","smaller_sooner","",""
"740","71","poldrack-single-stim","13","97598","0.0-13.0","sub-11_sess-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">70 jours</div></div>","89,71","4000","","20","25","70","smaller_sooner","",""
"908","89","poldrack-single-stim","14","102577","0.0-14.0","sub-11_sess-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","44","92","larger_later","",""
"739","89","poldrack-single-stim","15","107507","0.0-15.0","sub-11_sess-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","41","27","larger_later","",""
"695","89","poldrack-single-stim","16","112087","0.0-16.0","sub-11_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">64€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","64","89","larger_later","",""
"503","89","poldrack-single-stim","17","116598","0.0-17.0","sub-11_sess-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">78€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","78","108","larger_later","",""
"433","89","poldrack-single-stim","18","122818","0.0-18.0","sub-11_sess-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","80","145","larger_later","",""
"1624","89","poldrack-single-stim","19","127528","0.0-19.0","sub-11_sess-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">174 jours</div></div>","89,71","4000","","20","41","174","larger_later","",""
"720","89","poldrack-single-stim","20","132588","0.0-20.0","sub-11_sess-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">42€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","42","145","larger_later","",""
"965","89","poldrack-single-stim","21","137647","0.0-21.0","sub-11_sess-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">114 jours</div></div>","89,71","4000","","20","36","114","larger_later","",""
"837","89","poldrack-single-stim","22","142848","0.0-22.0","sub-11_sess-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","58","55","larger_later","",""
"530","89","poldrack-single-stim","23","147827","0.0-23.0","sub-11_sess-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">81€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","81","58","larger_later","",""
"1449","71","poldrack-single-stim","24","152617","0.0-24.0","sub-11_sess-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">111 jours</div></div>","89,71","4000","","20","32","111","smaller_sooner","",""
"904","71","poldrack-single-stim","25","157398","0.0-25.0","sub-11_sess-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","25","141","smaller_sooner","",""
"1435","89","poldrack-single-stim","26","162594","0.0-26.0","sub-11_sess-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","67","23","larger_later","",""
"865","89","poldrack-single-stim","27","167787","0.0-27.0","sub-11_sess-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","77","161","larger_later","",""
"665","89","poldrack-single-stim","28","173037","0.0-28.0","sub-11_sess-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","55","163","larger_later","",""
"1945","71","poldrack-single-stim","29","177629","0.0-29.0","sub-11_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">40€</div><br><br><div class = delbox style = ""color:white"">159 jours</div></div>","89,71","4000","","20","40","159","smaller_sooner","",""
"638","89","poldrack-single-stim","30","182148","0.0-30.0","sub-11_sess-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">76€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","76","161","larger_later","",""
"789","89","poldrack-single-stim","31","187067","0.0-31.0","sub-11_sess-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">48€</div><br><br><div class = delbox style = ""color:white"">128 jours</div></div>","89,71","4000","","20","48","128","larger_later","",""
"1261","89","poldrack-single-stim","32","191637","0.0-32.0","sub-11_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">95 jours</div></div>","89,71","4000","","20","39","95","larger_later","",""
"480","89","poldrack-single-stim","33","197856","0.0-33.0","sub-11_sess-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">83€</div><br><br><div class = delbox style = ""color:white"">105 jours</div></div>","89,71","4000","","20","83","105","larger_later","",""
"692","89","poldrack-single-stim","34","202777","0.0-34.0","sub-11_sess-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","67","41","larger_later","",""
"510","89","poldrack-single-stim","35","208048","0.0-35.0","sub-11_sess-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","56","172","larger_later","",""
"959","71","poldrack-single-stim","36","213097","0.0-36.0","sub-11_sess-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">123 jours</div></div>","89,71","4000","","20","28","123","smaller_sooner","",""
"697","89","poldrack-single-stim","37","217747","0.0-37.0","sub-11_sess-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","50","129","larger_later","",""
"1096","71","poldrack-single-stim","38","222456","0.0-38.0","sub-11_sess-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">61 jours</div></div>","89,71","4000","","20","23","61","smaller_sooner","",""
"501","89","poldrack-single-stim","39","227097","0.0-39.0","sub-11_sess-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">79€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","79","92","larger_later","",""
"541","89","poldrack-single-stim","40","231677","0.0-40.0","sub-11_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">61€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","61","141","larger_later","",""
