"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1823","13","text","0","1826","0.0-0.0","sub-11_2","","","","","","","","","","","","","","","","","",""
"1444","89","poldrack-text","1","4273","0.0-1.0","sub-11_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1444","500","fmri_response_test","","","","","","","","","","","","","",""
"414","71","poldrack-text","2","5194","0.0-2.0","sub-11_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","414","500","fmri_response_test","","","","","","","","","","","","","",""
"7643","","survey-text","3","13358","0.0-3.0","sub-11_2","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"7617","32","poldrack-single-stim","4","22037","0.0-4.0","sub-11_2","","7617","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png width= ""50%"" height= ""50%""></img>Index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png width= ""50%"" height= ""50%""></img>Index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png width= ""50%"" height= ""50%""></img>Majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png width= ""50%"" height= ""50%""></img>Majeur</div></li></ul></div>","32","7617","","","","","","","","","",""
"1495","89","poldrack-categorize","5","24404","0.0-5.0-0.0-0.0","sub-11_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","0","","","","",""
"961","71","poldrack-categorize","6","27032","0.0-5.0-0.0-1.0","sub-11_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"542","71","poldrack-categorize","7","29666","0.0-5.0-0.0-2.0","sub-11_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"572","71","poldrack-categorize","8","32301","0.0-5.0-0.0-3.0","sub-11_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"471","89","poldrack-categorize","9","34939","0.0-5.0-0.0-4.0","sub-11_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
