"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"12508","13","text","0","12511","0.0-0.0","pilot-38_ses-01","","","","","","","","","","","","","","","","","",""
"1154","89","poldrack-text","1","14700","0.0-1.0","pilot-38_ses-01","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1154","500","fmri_response_test","","","","","","","","","","","","","",""
"721","71","poldrack-text","2","15937","0.0-2.0","pilot-38_ses-01","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","721","500","fmri_response_test","","","","","","","","","","","","","",""
"6399","","survey-text","3","22865","0.0-3.0","pilot-38_ses-01","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"21030","32","poldrack-single-stim","4","44986","0.0-4.0","pilot-38_ses-01","","21030","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>majeur</div></li></ul></div>","32","21030","","","","","","","","","",""
"800","89","poldrack-categorize","5","47376","0.0-5.0-0.0-0.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","0","","","","",""
"520","89","poldrack-categorize","6","50014","0.0-5.0-0.0-1.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"586","71","poldrack-categorize","7","52677","0.0-5.0-0.0-2.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"774","89","poldrack-categorize","8","55331","0.0-5.0-0.0-3.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"389","71","poldrack-categorize","9","57986","0.0-5.0-0.0-4.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"652","71","poldrack-categorize","10","60653","0.0-5.0-0.0-5.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"631","71","poldrack-categorize","11","63300","0.0-5.0-0.0-6.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","6","","","","",""
"548","71","poldrack-categorize","12","65945","0.0-5.0-0.0-7.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","7","","","","",""
"611","71","poldrack-categorize","13","68605","0.0-5.0-0.0-8.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"484","89","poldrack-categorize","14","71255","0.0-5.0-0.0-9.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"566","89","poldrack-categorize","15","73893","0.0-5.0-0.0-10.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"574","89","poldrack-categorize","16","76551","0.0-5.0-0.0-11.0","pilot-38_ses-01","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"17906","32","poldrack-text","17","94723","0.0-6.0","pilot-38_ses-01","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","17906","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"58262","84","poldrack-text","18","152987","0.0-7.0","pilot-38_ses-01","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","58262","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","19","154010","0.0-8.0","pilot-38_ses-01","","1000","0","fmri_buffer","","","none","1000","","","","","","","","","",""
"-1","-1","poldrack-single-stim","20","155522","0.0-9.0","pilot-38_ses-01","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Prerparez-vous!</p></div>","none","1500","","","","","","","","","",""
"773","89","stop-signal","21","158318","0.0-10.0-0.0","pilot-38_ses-01","","2250","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","0","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","250","stop","500",""
"699","89","stop-signal","22","160998","0.0-10.0-1.0","pilot-38_ses-01","","2658","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","1","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500",""
"621","89","stop-signal","23","163651","0.0-10.0-2.0","pilot-38_ses-01","","2658","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","","test","2","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500",""
"526","89","stop-signal","24","165920","0.0-10.0-3.0","pilot-38_ses-01","","2250","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","3","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500",""
"552","89","stop-signal","25","168169","0.0-10.0-4.0","pilot-38_ses-01","","2250","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","4","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500",""
"479","89","stop-signal","26","170579","0.0-10.0-5.0","pilot-38_ses-01","","2386","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","","test","5","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","go","500",""
"-1","-1","stop-signal","27","173395","0.0-10.0-6.0","pilot-38_ses-01","","2794","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","false","71","","test","6","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","200","stop","500",""
"-1","-1","stop-signal","28","175806","0.0-10.0-7.0","pilot-38_ses-01","","2386","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","false","71","","test","7","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","250","stop","500",""
