"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2594","13","text","0","2596","0.0-0.0","sub-11_sess-02_2","","","","","","","","","","","","","","","",""
"592","89","poldrack-text","1","4204","0.0-1.0","sub-11_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","592","500","fmri_response_test","","","","","","","","","","","",""
"332","71","poldrack-text","2","5062","0.0-2.0","sub-11_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","332","500","fmri_response_test","","","","","","","","","","","",""
"327","82","poldrack-text","3","5894","0.0-3.0","sub-11_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","327","500","fmri_response_test","","","","","","","","","","","",""
"4133","32","poldrack-single-stim","4","10540","0.0-4.0","sub-11_sess-02_2","","4133","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allons commencer par un peu de pratique</div></div>","32","4133","","","","","","","","",""
"956","71","poldrack-categorize","5","13086","0.0-5.0-0.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","1","practice",""
"-1","-1","poldrack-single-stim","6","13346","0.0-5.0-1.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"676","71","poldrack-categorize","7","15385","0.0-5.0-2.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","15646","0.0-5.0-3.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"692","89","poldrack-categorize","9","17675","0.0-5.0-4.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","17935","0.0-5.0-5.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"829","89","poldrack-categorize","11","19975","0.0-5.0-6.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","4","practice",""
"-1","-1","poldrack-single-stim","12","20233","0.0-5.0-7.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"694","82","poldrack-categorize","13","22275","0.0-5.0-8.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","5","practice",""
"-1","-1","poldrack-single-stim","14","22536","0.0-5.0-9.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"716","89","poldrack-categorize","15","24575","0.0-5.0-10.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","6","practice",""
"-1","-1","poldrack-single-stim","16","24838","0.0-5.0-11.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"645","71","poldrack-categorize","17","26875","0.0-5.0-12.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","7","practice",""
"-1","-1","poldrack-single-stim","18","27135","0.0-5.0-13.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"510","82","poldrack-categorize","19","29176","0.0-5.0-14.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","29436","0.0-5.0-15.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"515","82","poldrack-categorize","21","31465","0.0-5.0-16.0-0.0","sub-11_sess-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","9","practice",""
"-1","-1","poldrack-single-stim","22","31724","0.0-5.0-17.0","sub-11_sess-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"2474","32","poldrack-text","23","34202","0.0-6.0","sub-11_sess-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2474","0","fmri_scanner_wait","","","","","","","","","","","",""
"59864","84","poldrack-text","24","94072","0.0-7.0","sub-11_sess-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","59864","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","25","95076","0.0-8.0","sub-11_sess-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","96588","0.0-9.0","sub-11_sess-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","97624","0.0-10.0","sub-11_sess-02_2","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"689","71","poldrack-single-stim","28","99645","0.0-11.0-0.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","0","test",""
"571","89","poldrack-single-stim","29","101666","0.0-11.0-1.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","1","test",""
"375","82","poldrack-single-stim","30","103945","0.0-11.0-2.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","2","test",""
"656","89","poldrack-single-stim","31","105953","0.0-11.0-3.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","3","test",""
"668","82","poldrack-single-stim","32","108094","0.0-11.0-4.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","4","test",""
"555","89","poldrack-single-stim","33","110114","0.0-11.0-5.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","5","test",""
"400","71","poldrack-single-stim","34","112255","0.0-11.0-6.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","6","test",""
"556","89","poldrack-single-stim","35","114264","0.0-11.0-7.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","7","test",""
"670","71","poldrack-single-stim","36","116275","0.0-11.0-8.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","8","test",""
"686","89","poldrack-single-stim","37","118294","0.0-11.0-9.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","9","test",""
"648","89","poldrack-single-stim","38","120574","0.0-11.0-10.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","10","test",""
"719","71","poldrack-single-stim","39","122595","0.0-11.0-11.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","11","test",""
"701","82","poldrack-single-stim","40","124735","0.0-11.0-12.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","12","test",""
"595","71","poldrack-single-stim","41","127155","0.0-11.0-13.0","sub-11_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","13","test",""
"942","82","poldrack-single-stim","42","129434","0.0-11.0-14.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","14","test",""
"499","71","poldrack-single-stim","43","132125","0.0-11.0-15.0","sub-11_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","15","test",""
"552","82","poldrack-single-stim","44","134145","0.0-11.0-16.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","16","test",""
"765","71","poldrack-single-stim","45","136564","0.0-11.0-17.0","sub-11_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","17","test",""
"718","82","poldrack-single-stim","46","138704","0.0-11.0-18.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","18","test",""
"675","71","poldrack-single-stim","47","141405","0.0-11.0-19.0","sub-11_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","19","test",""
"763","71","poldrack-single-stim","48","143416","0.0-11.0-20.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","20","test",""
"536","71","poldrack-single-stim","49","145565","0.0-11.0-21.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","21","test",""
"621","89","poldrack-single-stim","50","148526","0.0-11.0-22.0","sub-11_sess-02_2","","2952","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","22","test",""
"1078","89","poldrack-single-stim","51","150535","0.0-11.0-23.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","23","test",""
"859","82","poldrack-single-stim","52","152825","0.0-11.0-24.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","24","test",""
"672","71","poldrack-single-stim","53","154845","0.0-11.0-25.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","25","test",""
"694","71","poldrack-single-stim","54","156864","0.0-11.0-26.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","26","test",""
"644","82","poldrack-single-stim","55","158875","0.0-11.0-27.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","27","test",""
"755","82","poldrack-single-stim","56","160895","0.0-11.0-28.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","28","test",""
"510","71","poldrack-single-stim","57","163035","0.0-11.0-29.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","29","test",""
"605","89","poldrack-single-stim","58","165055","0.0-11.0-30.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","30","test",""
"540","71","poldrack-single-stim","59","167074","0.0-11.0-31.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","false","89","","incongruent","red","blue","31","test",""
"539","71","poldrack-single-stim","60","169225","0.0-11.0-32.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","32","test",""
"869","82","poldrack-single-stim","61","171244","0.0-11.0-33.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","33","test",""
"665","89","poldrack-single-stim","62","173267","0.0-11.0-34.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","34","test",""
"828","82","poldrack-single-stim","63","175427","0.0-11.0-35.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","35","test",""
"795","71","poldrack-single-stim","64","177586","0.0-11.0-36.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","36","test",""
"707","82","poldrack-single-stim","65","179864","0.0-11.0-37.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","37","test",""
"606","82","poldrack-single-stim","66","182565","0.0-11.0-38.0","sub-11_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","38","test",""
"711","89","poldrack-single-stim","67","184575","0.0-11.0-39.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","39","test",""
"693","82","poldrack-single-stim","68","186593","0.0-11.0-40.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","40","test",""
"790","89","poldrack-single-stim","69","188884","0.0-11.0-41.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","41","test",""
"730","89","poldrack-single-stim","70","190905","0.0-11.0-42.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","42","test",""
"551","82","poldrack-single-stim","71","192925","0.0-11.0-43.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","43","test",""
"738","71","poldrack-single-stim","72","194945","0.0-11.0-44.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","44","test",""
"776","89","poldrack-single-stim","73","196965","0.0-11.0-45.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","45","test",""
"840","71","poldrack-single-stim","74","198985","0.0-11.0-46.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","46","test",""
"912","82","poldrack-single-stim","75","201004","0.0-11.0-47.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","47","test",""
"659","89","poldrack-single-stim","76","203287","0.0-11.0-48.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","48","test",""
"544","71","poldrack-single-stim","77","205295","0.0-11.0-49.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","49","test",""
"742","82","poldrack-single-stim","78","207725","0.0-11.0-50.0","sub-11_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","50","test",""
"634","82","poldrack-single-stim","79","209744","0.0-11.0-51.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","51","test",""
"733","82","poldrack-single-stim","80","211884","0.0-11.0-52.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","52","test",""
"674","89","poldrack-single-stim","81","213894","0.0-11.0-53.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","53","test",""
"731","82","poldrack-single-stim","82","215915","0.0-11.0-54.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","54","test",""
"774","71","poldrack-single-stim","83","217934","0.0-11.0-55.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","55","test",""
"641","82","poldrack-single-stim","84","220216","0.0-11.0-56.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","56","test",""
"725","89","poldrack-single-stim","85","222235","0.0-11.0-57.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","57","test",""
"1003","71","poldrack-single-stim","86","224514","0.0-11.0-58.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","58","test",""
"694","82","poldrack-single-stim","87","226795","0.0-11.0-59.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","59","test",""
"694","71","poldrack-single-stim","88","228805","0.0-11.0-60.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","60","test",""
"756","89","poldrack-single-stim","89","231504","0.0-11.0-61.0","sub-11_sess-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","61","test",""
"1231","82","poldrack-single-stim","90","233525","0.0-11.0-62.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","false","71","","incongruent","blue","green","62","test",""
"614","71","poldrack-single-stim","91","235805","0.0-11.0-63.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","63","test",""
"610","89","poldrack-single-stim","92","237825","0.0-11.0-64.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","64","test",""
"632","89","poldrack-single-stim","93","239836","0.0-11.0-65.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","65","test",""
"849","89","poldrack-single-stim","94","242114","0.0-11.0-66.0","sub-11_sess-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","66","test",""
"788","71","poldrack-single-stim","95","244257","0.0-11.0-67.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","67","test",""
"786","89","poldrack-single-stim","96","246814","0.0-11.0-68.0","sub-11_sess-02_2","","2544","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","68","test",""
"850","82","poldrack-single-stim","97","249244","0.0-11.0-69.0","sub-11_sess-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","69","test",""
"836","71","poldrack-single-stim","98","251266","0.0-11.0-70.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","70","test",""
"669","89","poldrack-single-stim","99","253285","0.0-11.0-71.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","71","test",""
"645","71","poldrack-single-stim","100","255305","0.0-11.0-72.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","72","test",""
"459","71","poldrack-single-stim","101","257855","0.0-11.0-73.0","sub-11_sess-02_2","","2544","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","73","test",""
"701","82","poldrack-single-stim","102","259994","0.0-11.0-74.0","sub-11_sess-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","74","test",""
"697","89","poldrack-single-stim","103","262004","0.0-11.0-75.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","75","test",""
"393","89","poldrack-single-stim","104","264025","0.0-11.0-76.0","sub-11_sess-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","76","test",""
