"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"900106","13","text","0","900108","0.0-0.0","sub-12_ses-02_1","","","","","","","","","","","","","","","",""
"1148","89","poldrack-text","1","902276","0.0-1.0","sub-12_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1148","500","fmri_response_test","","","","","","","","","","","",""
"878","71","poldrack-text","2","903670","0.0-2.0","sub-12_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","878","500","fmri_response_test","","","","","","","","","","","",""
"1571","82","poldrack-text","3","905747","0.0-3.0","sub-12_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","1571","500","fmri_response_test","","","","","","","","","","","",""
"18919","32","poldrack-single-stim","4","925182","0.0-4.0","sub-12_ses-02_1","","18919","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allos commencer par un peu de pratique</div></div>","32","18919","","","","","","","","",""
"-1","-1","poldrack-categorize","5","927715","0.0-5.0-0.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","false","89","500","incongruent","red","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","927976","0.0-5.0-1.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1004","89","poldrack-categorize","7","930006","0.0-5.0-2.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","930264","0.0-5.0-3.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1236","82","poldrack-categorize","9","932306","0.0-5.0-4.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","3","practice",""
"-1","-1","poldrack-single-stim","10","932567","0.0-5.0-5.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1156","89","poldrack-categorize","11","934596","0.0-5.0-6.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","4","practice",""
"-1","-1","poldrack-single-stim","12","934856","0.0-5.0-7.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1037","82","poldrack-categorize","13","936895","0.0-5.0-8.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","5","practice",""
"-1","-1","poldrack-single-stim","14","937155","0.0-5.0-9.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"810","71","poldrack-categorize","15","939196","0.0-5.0-10.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","939455","0.0-5.0-11.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"932","71","poldrack-categorize","17","941496","0.0-5.0-12.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","7","practice",""
"-1","-1","poldrack-single-stim","18","941756","0.0-5.0-13.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1277","82","poldrack-categorize","19","943796","0.0-5.0-14.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","944055","0.0-5.0-15.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1113","71","poldrack-categorize","21","946096","0.0-5.0-16.0-0.0","sub-12_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","9","practice",""
"-1","-1","poldrack-single-stim","22","946356","0.0-5.0-17.0","sub-12_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"2434","32","poldrack-text","23","948798","0.0-6.0","sub-12_ses-02_1","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2434","0","fmri_scanner_wait","","","","","","","","","","","",""
"55794","84","poldrack-text","24","1004596","0.0-7.0","sub-12_ses-02_1","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","55794","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","25","1005606","0.0-8.0","sub-12_ses-02_1","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","1007117","0.0-9.0","sub-12_ses-02_1","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","1008145","0.0-10.0","sub-12_ses-02_1","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"741","89","poldrack-single-stim","28","1010166","0.0-11.0-0.0","sub-12_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","0","test",""
"756","71","poldrack-single-stim","29","1012185","0.0-11.0-1.0","sub-12_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","1","test",""
"818","71","poldrack-single-stim","30","1014465","0.0-11.0-2.0","sub-12_ses-02_1","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","2","test",""
"600","71","poldrack-single-stim","31","1016475","0.0-11.0-3.0","sub-12_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","3","test",""
"551","71","poldrack-single-stim","32","1018615","0.0-11.0-4.0","sub-12_ses-02_1","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","4","test",""
