"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1418285","13","text","0","1418294","0.0-0.0","sub-07_ses-02_1","","","","","","","","","","","","","","","",""
"1165","89","poldrack-text","1","1420482","0.0-1.0","sub-07_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1165","500","fmri_response_test","","","","","","","","","","","",""
"510","71","poldrack-text","2","1421515","0.0-2.0","sub-07_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","510","500","fmri_response_test","","","","","","","","","","","",""
"2535","82","poldrack-text","3","1424559","0.0-3.0","sub-07_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","2535","500","fmri_response_test","","","","","","","","","","","",""
"5834","32","poldrack-single-stim","4","1430917","0.0-4.0","sub-07_ses-02_1","","5834","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allons commencer par un peu de pratique</div></div>","32","5834","","","","","","","","",""
"-1","-1","poldrack-categorize","5","1433473","0.0-5.0-0.0-0.0","sub-07_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","false","71","500","congruent","blue","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","1433730","0.0-5.0-1.0","sub-07_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"-1","-1","poldrack-categorize","7","1435772","0.0-5.0-2.0-0.0","sub-07_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","false","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","1436032","0.0-5.0-3.0","sub-07_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1430","89","poldrack-categorize","9","1438072","0.0-5.0-4.0-0.0","sub-07_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","3","practice",""
"-1","-1","poldrack-single-stim","10","1438333","0.0-5.0-5.0","sub-07_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
