"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"3285","13","text","0","3288","0.0-0.0","sub-12_ses-02_2","","","","","","","","","","","","","","","",""
"1185","89","poldrack-text","1","5494","0.0-1.0","sub-12_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1185","500","fmri_response_test","","","","","","","","","","","",""
"590","71","poldrack-text","2","6597","0.0-2.0","sub-12_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","590","500","fmri_response_test","","","","","","","","","","","",""
"535","82","poldrack-text","3","7650","0.0-3.0","sub-12_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","535","500","fmri_response_test","","","","","","","","","","","",""
"4539","32","poldrack-single-stim","4","12696","0.0-4.0","sub-12_ses-02_2","","4539","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allos commencer par un peu de pratique</div></div>","32","4539","","","","","","","","",""
"930","89","poldrack-categorize","5","15232","0.0-5.0-0.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","1","practice",""
"-1","-1","poldrack-single-stim","6","15493","0.0-5.0-1.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"756","89","poldrack-categorize","7","17533","0.0-5.0-2.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","17794","0.0-5.0-3.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"732","71","poldrack-categorize","9","19815","0.0-5.0-4.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","20075","0.0-5.0-5.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"688","71","poldrack-categorize","11","22113","0.0-5.0-6.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","4","practice",""
"-1","-1","poldrack-single-stim","12","22372","0.0-5.0-7.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"572","82","poldrack-categorize","13","24414","0.0-5.0-8.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","5","practice",""
"-1","-1","poldrack-single-stim","14","24674","0.0-5.0-9.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"701","71","poldrack-categorize","15","26713","0.0-5.0-10.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","6","practice",""
"-1","-1","poldrack-single-stim","16","26973","0.0-5.0-11.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"955","82","poldrack-categorize","17","29014","0.0-5.0-12.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","7","practice",""
"-1","-1","poldrack-single-stim","18","29273","0.0-5.0-13.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"754","89","poldrack-categorize","19","31302","0.0-5.0-14.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","8","practice",""
"-1","-1","poldrack-single-stim","20","31564","0.0-5.0-15.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"821","82","poldrack-categorize","21","33605","0.0-5.0-16.0-0.0","sub-12_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","9","practice",""
"-1","-1","poldrack-single-stim","22","33863","0.0-5.0-17.0","sub-12_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"2010","32","poldrack-text","23","35882","0.0-6.0","sub-12_ses-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2010","0","fmri_scanner_wait","","","","","","","","","","","",""
"54765","84","poldrack-text","24","90652","0.0-7.0","sub-12_ses-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","54765","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","25","91674","0.0-8.0","sub-12_ses-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","93196","0.0-9.0","sub-12_ses-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","94234","0.0-10.0","sub-12_ses-02_2","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"827","89","poldrack-single-stim","28","96254","0.0-11.0-0.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","0","test",""
"548","89","poldrack-single-stim","29","98263","0.0-11.0-1.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","1","test",""
"708","71","poldrack-single-stim","30","100544","0.0-11.0-2.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","2","test",""
"563","82","poldrack-single-stim","31","102563","0.0-11.0-3.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","3","test",""
"673","82","poldrack-single-stim","32","104713","0.0-11.0-4.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","4","test",""
"558","89","poldrack-single-stim","33","106733","0.0-11.0-5.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","5","test",""
"532","71","poldrack-single-stim","34","108893","0.0-11.0-6.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","6","test",""
"686","71","poldrack-single-stim","35","110913","0.0-11.0-7.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","7","test",""
"541","82","poldrack-single-stim","36","112933","0.0-11.0-8.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","8","test",""
"762","71","poldrack-single-stim","37","114955","0.0-11.0-9.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","9","test",""
"955","82","poldrack-single-stim","38","117234","0.0-11.0-10.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","10","test",""
"618","82","poldrack-single-stim","39","119254","0.0-11.0-11.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","11","test",""
"631","82","poldrack-single-stim","40","121393","0.0-11.0-12.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","12","test",""
"660","82","poldrack-single-stim","41","123813","0.0-11.0-13.0","sub-12_ses-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","13","test",""
"898","82","poldrack-single-stim","42","126093","0.0-11.0-14.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","14","test",""
"543","82","poldrack-single-stim","43","128778","0.0-11.0-15.0","sub-12_ses-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","15","test",""
"654","89","poldrack-single-stim","44","130784","0.0-11.0-16.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","16","test",""
"562","89","poldrack-single-stim","45","133203","0.0-11.0-17.0","sub-12_ses-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","17","test",""
"783","82","poldrack-single-stim","46","135343","0.0-11.0-18.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","18","test",""
"613","71","poldrack-single-stim","47","138032","0.0-11.0-19.0","sub-12_ses-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","19","test",""
"717","82","poldrack-single-stim","48","140054","0.0-11.0-20.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","20","test",""
"619","82","poldrack-single-stim","49","142194","0.0-11.0-21.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","21","test",""
"826","71","poldrack-single-stim","50","145153","0.0-11.0-22.0","sub-12_ses-02_2","","2952","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","22","test",""
"946","82","poldrack-single-stim","51","147174","0.0-11.0-23.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","","incongruent","green","blue","23","test",""
"869","71","poldrack-single-stim","52","149454","0.0-11.0-24.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","24","test",""
"728","71","poldrack-single-stim","53","151462","0.0-11.0-25.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","25","test",""
"695","71","poldrack-single-stim","54","153473","0.0-11.0-26.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","26","test",""
"608","71","poldrack-single-stim","55","155492","0.0-11.0-27.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","27","test",""
"691","71","poldrack-single-stim","56","157503","0.0-11.0-28.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","28","test",""
"664","82","poldrack-single-stim","57","159653","0.0-11.0-29.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","29","test",""
"682","89","poldrack-single-stim","58","161673","0.0-11.0-30.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","30","test",""
"1040","89","poldrack-single-stim","59","163694","0.0-11.0-31.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","31","test",""
"672","89","poldrack-single-stim","60","165843","0.0-11.0-32.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","32","test",""
"843","71","poldrack-single-stim","61","167863","0.0-11.0-33.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","33","test",""
"1252","71","poldrack-single-stim","62","169876","0.0-11.0-34.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","34","test",""
"741","71","poldrack-single-stim","63","172034","0.0-11.0-35.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","35","test",""
"610","71","poldrack-single-stim","64","174183","0.0-11.0-36.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","36","test",""
"731","82","poldrack-single-stim","65","176462","0.0-11.0-37.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","37","test",""
"1126","89","poldrack-single-stim","66","179164","0.0-11.0-38.0","sub-12_ses-02_2","","2680","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","38","test",""
"814","82","poldrack-single-stim","67","181173","0.0-11.0-39.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","39","test",""
"759","71","poldrack-single-stim","68","183193","0.0-11.0-40.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","40","test",""
"867","82","poldrack-single-stim","69","185471","0.0-11.0-41.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","false","71","","incongruent","blue","red","41","test",""
"839","89","poldrack-single-stim","70","187492","0.0-11.0-42.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","42","test",""
"709","89","poldrack-single-stim","71","189502","0.0-11.0-43.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","43","test",""
"754","71","poldrack-single-stim","72","191523","0.0-11.0-44.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","44","test",""
"618","82","poldrack-single-stim","73","193544","0.0-11.0-45.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","45","test",""
"837","89","poldrack-single-stim","74","195564","0.0-11.0-46.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","46","test",""
"539","89","poldrack-single-stim","75","197583","0.0-11.0-47.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","47","test",""
"797","82","poldrack-single-stim","76","199874","0.0-11.0-48.0","sub-12_ses-02_2","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","48","test",""
"934","89","poldrack-single-stim","77","201892","0.0-11.0-49.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","49","test",""
"832","71","poldrack-single-stim","78","204313","0.0-11.0-50.0","sub-12_ses-02_2","","2408","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","50","test",""
"675","82","poldrack-single-stim","79","206334","0.0-11.0-51.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","51","test",""
"583","82","poldrack-single-stim","80","208473","0.0-11.0-52.0","sub-12_ses-02_2","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","52","test",""
"805","71","poldrack-single-stim","81","210493","0.0-11.0-53.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","53","test",""
"802","82","poldrack-single-stim","82","212513","0.0-11.0-54.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","54","test",""
"714","82","poldrack-single-stim","83","214533","0.0-11.0-55.0","sub-12_ses-02_2","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","55","test",""
