"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2135","13","text","0","2137","0.0-0.0","sub-09_sess-02_2","","","","","","","","","","","","","",""
"657","89","poldrack-text","1","3812","0.0-1.0","sub-09_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","657","500","fmri_response_test","","","","","","","","","",""
"541","71","poldrack-text","2","4874","0.0-2.0","sub-09_sess-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","541","500","fmri_response_test","","","","","","","","","",""
"13783","32","poldrack-single-stim","3","19176","0.0-3.0","sub-09_sess-02_2","","13783","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","13783","","","","","","",""
"1678","89","poldrack-single-stim","4","21371","0.0-4.0","sub-09_sess-02_2","","1678","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1678","practice","","","","","",""
"5325","32","poldrack-text","5","27715","0.0-5.0","sub-09_sess-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","5325","0","fmri_scanner_wait","","","","","","","","","",""
"53930","84","poldrack-text","6","81647","0.0-6.0","sub-09_sess-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","53930","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","82664","0.0-7.0","sub-09_sess-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","84181","0.0-8.0","sub-09_sess-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1230","71","poldrack-single-stim","9","90020","0.0-9.0","sub-09_sess-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","smaller_sooner","",""
"1530","89","poldrack-single-stim","10","94601","0.0-10.0","sub-09_sess-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","larger_later","",""
