"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"806003","13","text","0","806006","0.0-0.0","sub-09_sess-02_1","","","","","","","","","","","","","","","",""
"1753","89","poldrack-text","1","808784","0.0-1.0","sub-09_sess-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1753","500","fmri_response_test","","","","","","","","","","","",""
"610","71","poldrack-text","2","809902","0.0-2.0","sub-09_sess-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","610","500","fmri_response_test","","","","","","","","","","","",""
"488","82","poldrack-text","3","810906","0.0-3.0","sub-09_sess-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","488","500","fmri_response_test","","","","","","","","","","","",""
"3358","32","poldrack-single-stim","4","814781","0.0-4.0","sub-09_sess-02_1","","3358","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allons commencer par un peu de pratique</div></div>","32","3358","","","","","","","","",""
"681","89","poldrack-categorize","5","817336","0.0-5.0-0.0-0.0","sub-09_sess-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","1","practice",""
"-1","-1","poldrack-single-stim","6","817594","0.0-5.0-1.0","sub-09_sess-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1137","82","poldrack-categorize","7","819636","0.0-5.0-2.0-0.0","sub-09_sess-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","2","practice",""
"-1","-1","poldrack-single-stim","8","819896","0.0-5.0-3.0","sub-09_sess-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"920","82","poldrack-categorize","9","821936","0.0-5.0-4.0-0.0","sub-09_sess-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","3","practice",""
