"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"4583","13","text","0","4585","0.0-0.0","sub-09_sess-02_1","","","","","","","","","","","","","",""
"820","89","poldrack-text","1","6432","0.0-1.0","sub-09_sess-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","820","500","fmri_response_test","","","","","","","","","",""
"1415","71","poldrack-text","2","8367","0.0-2.0","sub-09_sess-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","1415","500","fmri_response_test","","","","","","","","","",""
"2663","32","poldrack-single-stim","3","11558","0.0-3.0","sub-09_sess-02_1","","2663","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","2663","","","","","","",""
"1971","89","poldrack-single-stim","4","14043","0.0-4.0","sub-09_sess-02_1","","1971","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1971","practice","","","","","",""
"3415","32","poldrack-text","5","18473","0.0-5.0","sub-09_sess-02_1","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","3415","0","fmri_scanner_wait","","","","","","","","","",""
"118151","84","poldrack-text","6","136625","0.0-6.0","sub-09_sess-02_1","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","118151","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","137640","0.0-7.0","sub-09_sess-02_1","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","139161","0.0-8.0","sub-09_sess-02_1","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1946","71","poldrack-single-stim","9","144998","0.0-9.0","sub-09_sess-02_1","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","smaller_sooner","",""
"1290","71","poldrack-single-stim","10","149577","0.0-10.0","sub-09_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","smaller_sooner","",""
"1783","89","poldrack-single-stim","11","154217","0.0-11.0","sub-09_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">60€</div><br><br><div class = delbox style = ""color:white"">124 jours</div></div>","89,71","4000","","20","60","124","larger_later","",""
"1715","71","poldrack-single-stim","12","159147","0.0-12.0","sub-09_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","27","142","smaller_sooner","",""
"1642","71","poldrack-single-stim","13","163667","0.0-13.0","sub-09_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">70 jours</div></div>","89,71","4000","","20","25","70","smaller_sooner","",""
"1188","89","poldrack-single-stim","14","168646","0.0-14.0","sub-09_sess-02_1","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","44","92","larger_later","",""
"2030","89","poldrack-single-stim","15","173577","0.0-15.0","sub-09_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","41","27","larger_later","",""
"1235","89","poldrack-single-stim","16","178167","0.0-16.0","sub-09_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">64€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","64","89","larger_later","",""
"3180","89","poldrack-single-stim","17","182677","0.0-17.0","sub-09_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">78€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","78","108","larger_later","",""
"1591","89","poldrack-single-stim","18","188897","0.0-18.0","sub-09_sess-02_1","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","80","145","larger_later","",""
