"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"275132","13","text","0","275135","0.0-0.0","sub-04_ses-01_1","","","","","","","","","","","","","","","","","",""
"80779","89","poldrack-text","1","356939","0.0-1.0","sub-04_ses-01_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","80779","500","fmri_response_test","","","","","","","","","","","","","",""
"787","71","poldrack-text","2","358233","0.0-2.0","sub-04_ses-01_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","787","500","fmri_response_test","","","","","","","","","","","","","",""
"16872","","survey-text","3","375631","0.0-3.0","sub-04_ses-01_1","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"10601","32","poldrack-single-stim","4","387339","0.0-4.0","sub-04_ses-01_1","","10601","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png width= ""50%"" height= ""50%""></img>Index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png width= ""50%"" height= ""50%""></img>Index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png width= ""50%"" height= ""50%""></img>Majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png width= ""50%"" height= ""50%""></img>Majeur</div></li></ul></div>","32","10601","","","","","","","","","",""
"1064","89","poldrack-categorize","5","389733","0.0-5.0-0.0-0.0","sub-04_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","0","","","","",""
"607","89","poldrack-categorize","6","392372","0.0-5.0-0.0-1.0","sub-04_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"507","89","poldrack-categorize","7","395032","0.0-5.0-0.0-2.0","sub-04_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"479","89","poldrack-categorize","8","397673","0.0-5.0-0.0-3.0","sub-04_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"505","89","poldrack-categorize","9","400313","0.0-5.0-0.0-4.0","sub-04_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
