"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2357","13","text","0","2361","0.0-0.0","sub-04_ses-02_2","","","","","","","","","","","","","",""
"1039","89","poldrack-text","1","4419","0.0-1.0","sub-04_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1039","500","fmri_response_test","","","","","","","","","",""
"395","71","poldrack-text","2","5335","0.0-2.0","sub-04_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","395","500","fmri_response_test","","","","","","","","","",""
"4232","32","poldrack-single-stim","3","10093","0.0-3.0","sub-04_ses-02_2","","4232","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","4232","","","","","","",""
"1530","89","poldrack-single-stim","4","12137","0.0-4.0","sub-04_ses-02_2","","1530","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1530","practice","","","","","",""
"545","32","poldrack-text","5","13689","0.0-5.0","sub-04_ses-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","545","0","fmri_scanner_wait","","","","","","","","","",""
"52077","84","poldrack-text","6","65767","0.0-6.0","sub-04_ses-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","52077","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","66786","0.0-7.0","sub-04_ses-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","68304","0.0-8.0","sub-04_ses-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1465","89","poldrack-single-stim","9","74143","0.0-9.0","sub-04_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","larger_later","",""
"751","89","poldrack-single-stim","10","78723","0.0-10.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","larger_later","",""
"720","89","poldrack-single-stim","11","83372","0.0-11.0","sub-04_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">60€</div><br><br><div class = delbox style = ""color:white"">124 jours</div></div>","89,71","4000","","20","60","124","larger_later","",""
"1095","71","poldrack-single-stim","12","88292","0.0-12.0","sub-04_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","27","142","smaller_sooner","",""
"1428","71","poldrack-single-stim","13","92802","0.0-13.0","sub-04_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">70 jours</div></div>","89,71","4000","","20","25","70","smaller_sooner","",""
"810","89","poldrack-single-stim","14","97782","0.0-14.0","sub-04_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","44","92","larger_later","",""
"676","89","poldrack-single-stim","15","102702","0.0-15.0","sub-04_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","41","27","larger_later","",""
"680","89","poldrack-single-stim","16","107282","0.0-16.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">64€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","64","89","larger_later","",""
"566","89","poldrack-single-stim","17","111792","0.0-17.0","sub-04_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">78€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","78","108","larger_later","",""
"533","89","poldrack-single-stim","18","118003","0.0-18.0","sub-04_ses-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","80","145","larger_later","",""
"844","89","poldrack-single-stim","19","122722","0.0-19.0","sub-04_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">174 jours</div></div>","89,71","4000","","20","41","174","larger_later","",""
"925","89","poldrack-single-stim","20","127783","0.0-20.0","sub-04_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">42€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","42","145","larger_later","",""
"1533","89","poldrack-single-stim","21","132842","0.0-21.0","sub-04_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">114 jours</div></div>","89,71","4000","","20","36","114","larger_later","",""
"666","89","poldrack-single-stim","22","138033","0.0-22.0","sub-04_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","58","55","larger_later","",""
"653","89","poldrack-single-stim","23","143012","0.0-23.0","sub-04_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">81€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","81","58","larger_later","",""
"1073","71","poldrack-single-stim","24","147803","0.0-24.0","sub-04_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">111 jours</div></div>","89,71","4000","","20","32","111","smaller_sooner","",""
"813","71","poldrack-single-stim","25","152580","0.0-25.0","sub-04_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","25","141","smaller_sooner","",""
"591","89","poldrack-single-stim","26","157783","0.0-26.0","sub-04_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","67","23","larger_later","",""
"616","89","poldrack-single-stim","27","162972","0.0-27.0","sub-04_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","77","161","larger_later","",""
"835","89","poldrack-single-stim","28","168232","0.0-28.0","sub-04_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","55","163","larger_later","",""
"1667","89","poldrack-single-stim","29","172814","0.0-29.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">40€</div><br><br><div class = delbox style = ""color:white"">159 jours</div></div>","89,71","4000","","20","40","159","larger_later","",""
"973","89","poldrack-single-stim","30","177322","0.0-30.0","sub-04_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">76€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","76","161","larger_later","",""
"1019","89","poldrack-single-stim","31","182242","0.0-31.0","sub-04_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">48€</div><br><br><div class = delbox style = ""color:white"">128 jours</div></div>","89,71","4000","","20","48","128","larger_later","",""
"1107","89","poldrack-single-stim","32","186822","0.0-32.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">95 jours</div></div>","89,71","4000","","20","39","95","larger_later","",""
"1202","89","poldrack-single-stim","33","193042","0.0-33.0","sub-04_ses-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">83€</div><br><br><div class = delbox style = ""color:white"">105 jours</div></div>","89,71","4000","","20","83","105","larger_later","",""
"888","89","poldrack-single-stim","34","197962","0.0-34.0","sub-04_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","67","41","larger_later","",""
"765","89","poldrack-single-stim","35","203221","0.0-35.0","sub-04_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","56","172","larger_later","",""
"1176","71","poldrack-single-stim","36","208282","0.0-36.0","sub-04_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">123 jours</div></div>","89,71","4000","","20","28","123","smaller_sooner","",""
"756","89","poldrack-single-stim","37","212922","0.0-37.0","sub-04_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","50","129","larger_later","",""
"928","71","poldrack-single-stim","38","217632","0.0-38.0","sub-04_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">61 jours</div></div>","89,71","4000","","20","23","61","smaller_sooner","",""
"648","89","poldrack-single-stim","39","222281","0.0-39.0","sub-04_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">79€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","79","92","larger_later","",""
"728","89","poldrack-single-stim","40","226862","0.0-40.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">61€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","61","141","larger_later","",""
"865","89","poldrack-single-stim","41","231442","0.0-41.0","sub-04_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","43","38","larger_later","",""
