"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"1200","71","poldrack-single-stim","21","141148","0.0-21.0","sub-07_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">114 jours</div></div>","89,71","4000","","20","36","114","smaller_sooner","",""
"2124","89","poldrack-single-stim","22","146348","0.0-22.0","sub-07_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","58","55","larger_later","",""
"1116","89","poldrack-single-stim","23","151337","0.0-23.0","sub-07_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">81€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","81","58","larger_later","",""
"1245","71","poldrack-single-stim","24","156118","0.0-24.0","sub-07_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">111 jours</div></div>","89,71","4000","","20","32","111","smaller_sooner","",""
"1130","71","poldrack-single-stim","25","160908","0.0-25.0","sub-07_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","25","141","smaller_sooner","",""
"1406","89","poldrack-single-stim","26","166097","0.0-26.0","sub-07_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","67","23","larger_later","",""
"1720","89","poldrack-single-stim","27","171288","0.0-27.0","sub-07_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","77","161","larger_later","",""
"1479","71","poldrack-single-stim","28","176548","0.0-28.0","sub-07_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","55","163","smaller_sooner","",""
"1163","71","poldrack-single-stim","29","181138","0.0-29.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">40€</div><br><br><div class = delbox style = ""color:white"">159 jours</div></div>","89,71","4000","","20","40","159","smaller_sooner","",""
"2196","89","poldrack-single-stim","30","185649","0.0-30.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">76€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","76","161","larger_later","",""
"1212","71","poldrack-single-stim","31","190567","0.0-31.0","sub-07_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">48€</div><br><br><div class = delbox style = ""color:white"">128 jours</div></div>","89,71","4000","","20","48","128","smaller_sooner","",""
"1562","89","poldrack-single-stim","32","195148","0.0-32.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">95 jours</div></div>","89,71","4000","","20","39","95","larger_later","",""
"1853","71","poldrack-single-stim","33","201358","0.0-33.0","sub-07_ses-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">83€</div><br><br><div class = delbox style = ""color:white"">105 jours</div></div>","89,71","4000","","20","83","105","smaller_sooner","",""
"1594","89","poldrack-single-stim","34","206278","0.0-34.0","sub-07_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","67","41","larger_later","",""
"1945","71","poldrack-single-stim","35","211548","0.0-35.0","sub-07_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","56","172","smaller_sooner","",""
"1600","71","poldrack-single-stim","36","216607","0.0-36.0","sub-07_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">123 jours</div></div>","89,71","4000","","20","28","123","smaller_sooner","",""
"2363","71","poldrack-single-stim","37","221257","0.0-37.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","50","129","smaller_sooner","",""
"875","71","poldrack-single-stim","38","225968","0.0-38.0","sub-07_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">61 jours</div></div>","89,71","4000","","20","23","61","smaller_sooner","",""
"1093","89","poldrack-single-stim","39","230607","0.0-39.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">79€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","79","92","larger_later","",""
"1512","71","poldrack-single-stim","40","235187","0.0-40.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">61€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","61","141","smaller_sooner","",""
"2462","89","poldrack-single-stim","41","239768","0.0-41.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","43","38","larger_later","",""
"1816","89","poldrack-single-stim","42","244698","0.0-42.0","sub-07_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","66","145","larger_later","",""
"704","71","poldrack-single-stim","43","249556","0.0-43.0","sub-07_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">30€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","30","23","smaller_sooner","",""
"1173","71","poldrack-single-stim","44","254819","0.0-44.0","sub-07_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">57 jours</div></div>","89,71","4000","","20","32","57","smaller_sooner","",""
"1356","71","poldrack-single-stim","45","259607","0.0-45.0","sub-07_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">91 jours</div></div>","89,71","4000","","20","27","91","smaller_sooner","",""
"1197","71","poldrack-single-stim","46","265608","0.0-46.0","sub-07_ses-02_2","","5996","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">120 jours</div></div>","89,71","4000","","20","43","120","smaller_sooner","",""
"992","89","poldrack-single-stim","47","271217","0.0-47.0","sub-07_ses-02_2","","5588","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">75€</div><br><br><div class = delbox style = ""color:white"">60 jours</div></div>","89,71","4000","","20","75","60","larger_later","",""
"1369","71","poldrack-single-stim","48","275798","0.0-48.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","34","176","smaller_sooner","",""
"1017","71","poldrack-single-stim","49","280918","0.0-49.0","sub-07_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","24","38","smaller_sooner","",""
"962","89","poldrack-single-stim","50","286588","0.0-50.0","sub-07_ses-02_2","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">82€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","82","74","larger_later","",""
"1076","89","poldrack-single-stim","51","291168","0.0-51.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">53 jours</div></div>","89,71","4000","","20","58","53","larger_later","",""
"1508","89","poldrack-single-stim","52","295958","0.0-52.0","sub-07_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","54","23","larger_later","",""
"991","89","poldrack-single-stim","53","301007","0.0-53.0","sub-07_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","41","55","larger_later","",""
"800","89","poldrack-single-stim","54","305858","0.0-54.0","sub-07_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","77","142","larger_later","",""
"1091","71","poldrack-single-stim","55","311057","0.0-55.0","sub-07_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","25","108","smaller_sooner","",""
"1069","71","poldrack-single-stim","56","316117","0.0-56.0","sub-07_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","33","163","smaller_sooner","",""
"1563","89","poldrack-single-stim","57","321106","0.0-57.0","sub-07_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">75 jours</div></div>","89,71","4000","","20","29","75","larger_later","",""
"848","71","poldrack-single-stim","58","326098","0.0-58.0","sub-07_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">157 jours</div></div>","89,71","4000","","20","45","157","smaller_sooner","",""
"1415","71","poldrack-single-stim","59","331417","0.0-59.0","sub-07_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","31","74","smaller_sooner","",""
"1150","89","poldrack-single-stim","60","335927","0.0-60.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">39 jours</div></div>","89,71","4000","","20","80","39","larger_later","",""
"653","71","poldrack-single-stim","61","340977","0.0-61.0","sub-07_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">21 jours</div></div>","89,71","4000","","20","22","21","smaller_sooner","",""
"1403","71","poldrack-single-stim","62","345687","0.0-62.0","sub-07_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">52€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","52","139","smaller_sooner","",""
"931","71","poldrack-single-stim","63","350547","0.0-63.0","sub-07_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">126 jours</div></div>","89,71","4000","","20","54","126","smaller_sooner","",""
"905","71","poldrack-single-stim","64","357357","0.0-64.0","sub-07_ses-02_2","","6744","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","23","176","smaller_sooner","",""
"944","71","poldrack-single-stim","65","361868","0.0-65.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">87 jours</div></div>","89,71","4000","","20","24","87","smaller_sooner","",""
"985","71","poldrack-single-stim","66","366457","0.0-66.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">140 jours</div></div>","89,71","4000","","20","36","140","smaller_sooner","",""
"754","71","poldrack-single-stim","67","371167","0.0-67.0","sub-07_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">35€</div><br><br><div class = delbox style = ""color:white"">171 jours</div></div>","89,71","4000","","20","35","171","smaller_sooner","",""
"907","71","poldrack-single-stim","68","376088","0.0-68.0","sub-07_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">43 jours</div></div>","89,71","4000","","20","34","43","smaller_sooner","",""
"1499","89","poldrack-single-stim","69","380678","0.0-69.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">74€</div><br><br><div class = delbox style = ""color:white"">121 jours</div></div>","89,71","4000","","20","74","121","larger_later","",""
"-1","-1","poldrack-single-stim","70","388197","0.0-70.0","sub-07_ses-02_2","","7500","1000","rest_block","<div class = centerbox><div class = center-text>+</div></div>","none","7500","","","","","","",""
"2094","71","poldrack-single-stim","71","394007","0.0-71.0","sub-07_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","45","107","smaller_sooner","",""
"819","89","poldrack-single-stim","72","398647","0.0-72.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">24 jours</div></div>","89,71","4000","","20","77","24","larger_later","",""
"2020","71","poldrack-single-stim","73","403237","0.0-73.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","39","161","smaller_sooner","",""
"1515","71","poldrack-single-stim","74","408697","0.0-74.0","sub-07_ses-02_2","","5452","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">62€</div><br><br><div class = delbox style = ""color:white"">180 jours</div></div>","89,71","4000","","20","62","180","smaller_sooner","",""
"1078","71","poldrack-single-stim","75","414097","0.0-75.0","sub-07_ses-02_2","","5384","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","24","139","smaller_sooner","",""
"1322","89","poldrack-single-stim","76","418676","0.0-76.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">72 jours</div></div>","89,71","4000","","20","58","72","larger_later","",""
"871","71","poldrack-single-stim","77","424967","0.0-77.0","sub-07_ses-02_2","","6268","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">93 jours</div></div>","89,71","4000","","20","56","93","smaller_sooner","",""
"2527","71","poldrack-single-stim","78","430507","0.0-78.0","sub-07_ses-02_2","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">26 jours</div></div>","89,71","4000","","20","45","26","smaller_sooner","",""
"802","71","poldrack-single-stim","79","435086","0.0-79.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">42 jours</div></div>","89,71","4000","","20","23","42","smaller_sooner","",""
"1606","89","poldrack-single-stim","80","439726","0.0-80.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","50","41","larger_later","",""
"1016","71","poldrack-single-stim","81","444368","0.0-81.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","25","176","smaller_sooner","",""
"988","89","poldrack-single-stim","82","449487","0.0-82.0","sub-07_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">22 jours</div></div>","89,71","4000","","20","54","22","larger_later","",""
"1942","71","poldrack-single-stim","83","454807","0.0-83.0","sub-07_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","29","44","smaller_sooner","",""
"1380","71","poldrack-single-stim","84","459377","0.0-84.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","24","89","smaller_sooner","",""
"935","71","poldrack-single-stim","85","463966","0.0-85.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">77 jours</div></div>","89,71","4000","","20","23","77","smaller_sooner","",""
"1289","71","poldrack-single-stim","86","468547","0.0-86.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">130 jours</div></div>","89,71","4000","","20","27","130","smaller_sooner","",""
"981","71","poldrack-single-stim","87","473408","0.0-87.0","sub-07_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">134 jours</div></div>","89,71","4000","","20","23","134","smaller_sooner","",""
"2117","71","poldrack-single-stim","88","477928","0.0-88.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","55","107","smaller_sooner","",""
"957","71","poldrack-single-stim","89","483607","0.0-89.0","sub-07_ses-02_2","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">143 jours</div></div>","89,71","4000","","20","44","143","smaller_sooner","",""
"1509","71","poldrack-single-stim","90","488527","0.0-90.0","sub-07_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">110 jours</div></div>","89,71","4000","","20","23","110","smaller_sooner","",""
"2101","89","poldrack-single-stim","91","493167","0.0-91.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">65€</div><br><br><div class = delbox style = ""color:white"">156 jours</div></div>","89,71","4000","","20","65","156","larger_later","",""
"1592","71","poldrack-single-stim","92","497698","0.0-92.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","22","27","smaller_sooner","",""
"1005","89","poldrack-single-stim","93","502206","0.0-93.0","sub-07_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">59 jours</div></div>","89,71","4000","","20","50","59","larger_later","",""
"2380","89","poldrack-single-stim","94","507337","0.0-94.0","sub-07_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">85€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","85","129","larger_later","",""
"1539","89","poldrack-single-stim","95","513476","0.0-95.0","sub-07_ses-02_2","","6132","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","66","58","larger_later","",""
"1232","71","poldrack-single-stim","96","518327","0.0-96.0","sub-07_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">49€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","49","172","smaller_sooner","",""
"1308","89","poldrack-single-stim","97","522907","0.0-97.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">73€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","73","44","larger_later","",""
"1263","89","poldrack-single-stim","98","527627","0.0-98.0","sub-07_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">73 jours</div></div>","89,71","4000","","20","58","73","larger_later","",""
"2763","71","poldrack-single-stim","99","533507","0.0-99.0","sub-07_ses-02_2","","5860","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">71€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","71","76","smaller_sooner","",""
"1216","89","poldrack-single-stim","100","538157","0.0-100.0","sub-07_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","67","74","larger_later","",""
"1035","71","poldrack-single-stim","101","543477","0.0-101.0","sub-07_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","29","58","smaller_sooner","",""
"1368","71","poldrack-single-stim","102","548467","0.0-102.0","sub-07_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">104 jours</div></div>","89,71","4000","","20","39","104","smaller_sooner","",""
"1049","89","poldrack-single-stim","103","553056","0.0-103.0","sub-07_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">103 jours</div></div>","89,71","4000","","20","33","103","larger_later","",""
"1768","71","poldrack-single-stim","104","558596","0.0-104.0","sub-07_ses-02_2","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">78 jours</div></div>","89,71","4000","","20","33","78","smaller_sooner","",""
"2383","71","poldrack-single-stim","105","564197","0.0-105.0","sub-07_ses-02_2","","5588","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">74€</div><br><br><div class = delbox style = ""color:white"">52 jours</div></div>","89,71","4000","","20","74","52","smaller_sooner","",""
