"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"5640","13","text","0","5644","0.0-0.0","sub-06_ses-02_2","","","","","","","","","","","","","",""
"795","89","poldrack-text","1","7459","0.0-1.0","sub-06_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","795","500","fmri_response_test","","","","","","","","","",""
"356","71","poldrack-text","2","8337","0.0-2.0","sub-06_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","356","500","fmri_response_test","","","","","","","","","",""
"4401","32","poldrack-single-stim","3","13265","0.0-3.0","sub-06_ses-02_2","","4401","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","4401","","","","","","",""
"1150","89","poldrack-single-stim","4","14928","0.0-4.0","sub-06_ses-02_2","","1150","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1150","practice","","","","","",""
"806","32","poldrack-text","5","16755","0.0-5.0","sub-06_ses-02_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","806","0","fmri_scanner_wait","","","","","","","","","",""
"58857","84","poldrack-text","6","75614","0.0-6.0","sub-06_ses-02_2","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","58857","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","76631","0.0-7.0","sub-06_ses-02_2","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","78140","0.0-8.0","sub-06_ses-02_2","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1662","71","poldrack-single-stim","9","83979","0.0-9.0","sub-06_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","smaller_sooner","",""
"1433","89","poldrack-single-stim","10","88558","0.0-10.0","sub-06_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","larger_later","",""
"1789","71","poldrack-single-stim","11","93217","0.0-11.0","sub-06_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">60€</div><br><br><div class = delbox style = ""color:white"">124 jours</div></div>","89,71","4000","","20","60","124","smaller_sooner","",""
"916","71","poldrack-single-stim","12","98137","0.0-12.0","sub-06_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","27","142","smaller_sooner","",""
"2369","89","poldrack-single-stim","13","102647","0.0-13.0","sub-06_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">70 jours</div></div>","89,71","4000","","20","25","70","larger_later","",""
"1114","89","poldrack-single-stim","14","107626","0.0-14.0","sub-06_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","44","92","larger_later","",""
"1325","89","poldrack-single-stim","15","112547","0.0-15.0","sub-06_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","41","27","larger_later","",""
"1311","89","poldrack-single-stim","16","117127","0.0-16.0","sub-06_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">64€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","64","89","larger_later","",""
