"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2389","13","text","0","2392","0.0-0.0","sub-12_ses-02_1","","","","","","","","","","","","","",""
"1215","89","poldrack-text","1","4620","0.0-1.0","sub-12_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1215","500","fmri_response_test","","","","","","","","","",""
"768","71","poldrack-text","2","5895","0.0-2.0","sub-12_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","768","500","fmri_response_test","","","","","","","","","",""
"16925","32","poldrack-single-stim","3","23333","0.0-3.0","sub-12_ses-02_1","","16925","500","instructions","<div class = centerbox><div class = center-text><font size=""+3"">Choisissez entre <strong>20€ aujourd'hui</strong> ou l'option presentee.<br><strong>Index:</strong> Accepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accept 20€ today)<br>Nous commencerons par un essai d'entrainement.</font></div></div>","32","16925","","","","","","",""
"1620","89","poldrack-single-stim","4","25466","0.0-4.0","sub-12_ses-02_1","","1620","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">53.75€</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1620","practice","","","","","",""
"1547","32","poldrack-text","5","28030","0.0-5.0","sub-12_ses-02_1","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","1547","0","fmri_scanner_wait","","","","","","","","","",""
"59468","84","poldrack-text","6","87501","0.0-6.0","sub-12_ses-02_1","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","59468","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","7","88525","0.0-7.0","sub-12_ses-02_1","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","8","90034","0.0-8.0","sub-12_ses-02_1","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","",""
"1555","71","poldrack-single-stim","9","95874","0.0-9.0","sub-12_ses-02_1","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","31","76","smaller_sooner","",""
"1694","89","poldrack-single-stim","10","100453","0.0-10.0","sub-12_ses-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">19 jours</div></div>","89,71","4000","","20","43","19","larger_later","",""
"1757","71","poldrack-single-stim","11","105092","0.0-11.0","sub-12_ses-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">60€</div><br><br><div class = delbox style = ""color:white"">124 jours</div></div>","89,71","4000","","20","60","124","smaller_sooner","",""
"1192","71","poldrack-single-stim","12","110022","0.0-12.0","sub-12_ses-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","27","142","smaller_sooner","",""
"1243","71","poldrack-single-stim","13","114543","0.0-13.0","sub-12_ses-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">70 jours</div></div>","89,71","4000","","20","25","70","smaller_sooner","",""
"1418","71","poldrack-single-stim","14","119523","0.0-14.0","sub-12_ses-02_1","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","44","92","smaller_sooner","",""
"1729","89","poldrack-single-stim","15","124453","0.0-15.0","sub-12_ses-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","41","27","larger_later","",""
