"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"3509","13","text","0","3514","0.0-0.0","sub-12_ses-01_2","","","","","","","","","","","","","","","","","",""
"865","89","poldrack-text","1","5386","0.0-1.0","sub-12_ses-01_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","865","500","fmri_response_test","","","","","","","","","","","","","",""
"698","71","poldrack-text","2","6594","0.0-2.0","sub-12_ses-01_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","698","500","fmri_response_test","","","","","","","","","","","","","",""
"6258","","survey-text","3","13372","0.0-3.0","sub-12_ses-01_2","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"10868","32","poldrack-single-stim","4","25320","0.0-4.0","sub-12_ses-01_2","","10868","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png width= ""50%"" height= ""50%""></img>Index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png width= ""50%"" height= ""50%""></img>Index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png width= ""50%"" height= ""50%""></img>Majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png width= ""50%"" height= ""50%""></img>Majeur</div></li></ul></div>","32","10868","","","","","","","","","",""
"1344","71","poldrack-categorize","5","27691","0.0-5.0-0.0-0.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"918","89","poldrack-categorize","6","30326","0.0-5.0-0.0-1.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"678","71","poldrack-categorize","7","32955","0.0-5.0-0.0-2.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"604","71","poldrack-categorize","8","35585","0.0-5.0-0.0-3.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"464","89","poldrack-categorize","9","38211","0.0-5.0-0.0-4.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"525","89","poldrack-categorize","10","40841","0.0-5.0-0.0-5.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"460","71","poldrack-categorize","11","43483","0.0-5.0-0.0-6.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","6","","","","",""
"486","71","poldrack-categorize","12","46111","0.0-5.0-0.0-7.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","7","","","","",""
"508","71","poldrack-categorize","13","48744","0.0-5.0-0.0-8.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"613","89","poldrack-categorize","14","51382","0.0-5.0-0.0-9.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"594","89","poldrack-categorize","15","54009","0.0-5.0-0.0-10.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"511","89","poldrack-categorize","16","56641","0.0-5.0-0.0-11.0","sub-12_ses-01_2","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"2752","32","poldrack-text","17","59661","0.0-6.0","sub-12_ses-01_2","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","2752","0","fmri_scanner_wait","","","","","","","","","","","","","",""
