"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"3186","13","text","0","3190","0.0-0.0","sub-12_ses-01_1","","","","","","","","","","","","","","","","","",""
"1715","89","poldrack-text","1","5923","0.0-1.0","sub-12_ses-01_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1715","500","fmri_response_test","","","","","","","","","","","","","",""
"987","71","poldrack-text","2","7415","0.0-2.0","sub-12_ses-01_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","987","500","fmri_response_test","","","","","","","","","","","","","",""
"7853","","survey-text","3","15806","0.0-3.0","sub-12_ses-01_1","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"11582","32","poldrack-single-stim","4","28503","0.0-4.0","sub-12_ses-01_1","","11582","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png width= ""50%"" height= ""50%""></img>Index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png width= ""50%"" height= ""50%""></img>Index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png width= ""50%"" height= ""50%""></img>Majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png width= ""50%"" height= ""50%""></img>Majeur</div></li></ul></div>","32","11582","","","","","","","","","",""
"963","71","poldrack-categorize","5","30871","0.0-5.0-0.0-0.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"825","89","poldrack-categorize","6","33505","0.0-5.0-0.0-1.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"610","89","poldrack-categorize","7","36144","0.0-5.0-0.0-2.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"463","71","poldrack-categorize","8","38767","0.0-5.0-0.0-3.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"535","89","poldrack-categorize","9","41392","0.0-5.0-0.0-4.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"524","71","poldrack-categorize","10","44028","0.0-5.0-0.0-5.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","5","","","","",""
"623","71","poldrack-categorize","11","46660","0.0-5.0-0.0-6.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","6","","","","",""
"504","89","poldrack-categorize","12","49280","0.0-5.0-0.0-7.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"493","89","poldrack-categorize","13","51911","0.0-5.0-0.0-8.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","8","","","","",""
"533","89","poldrack-categorize","14","54547","0.0-5.0-0.0-9.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","9","","","","",""
"565","71","poldrack-categorize","15","57186","0.0-5.0-0.0-10.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","10","","","","",""
"527","71","poldrack-categorize","16","59815","0.0-5.0-0.0-11.0","sub-12_ses-01_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","11","","","","",""
"6283","32","poldrack-text","17","66371","0.0-6.0","sub-12_ses-01_1","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","6283","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"74204","84","poldrack-text","18","140582","0.0-7.0","sub-12_ses-01_1","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","74204","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","19","141598","0.0-8.0","sub-12_ses-01_1","","1000","0","fmri_buffer","","","none","1000","","","","","","","","","",""
"-1","-1","poldrack-single-stim","20","143108","0.0-9.0","sub-12_ses-01_1","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","","",""
"-1","-1","stop-signal","21","145900","0.0-10.0-0.0","sub-12_ses-01_1","","2250","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","false","71","","test","0","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","250","stop","500",""
"757","71","stop-signal","22","148570","0.0-10.0-1.0","sub-12_ses-01_1","","2658","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","","test","1","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","300","go","500",""
"915","89","stop-signal","23","151246","0.0-10.0-2.0","sub-12_ses-01_1","","2658","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","2","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","300","go","500",""
"1076","71","stop-signal","24","153516","0.0-10.0-3.0","sub-12_ses-01_1","","2250","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","","test","3","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","300","go","500",""
