"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"24789","13","text","0","24790","0.0-0.0","sub-04_ses-02_1","","","","","","","","","","","","","","","",""
"4259","89","poldrack-text","1","30070","0.0-1.0","sub-04_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","4259","500","fmri_response_test","","","","","","","","","","","",""
"541","71","poldrack-text","2","31128","0.0-2.0","sub-04_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","541","500","fmri_response_test","","","","","","","","","","","",""
"559","82","poldrack-text","3","32205","0.0-3.0","sub-04_ses-02_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","559","500","fmri_response_test","","","","","","","","","","","",""
"2798","32","poldrack-single-stim","4","35530","0.0-4.0","sub-04_ses-02_1","","2798","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allons commencer par un peu de pratique</div></div>","32","2798","","","","","","","","",""
"-1","-1","poldrack-categorize","5","38075","0.0-5.0-0.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","false","89","500","incongruent","red","green","1","practice",""
"-1","-1","poldrack-single-stim","6","38336","0.0-5.0-1.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"939","82","poldrack-categorize","7","40376","0.0-5.0-2.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","2","practice",""
"-1","-1","poldrack-single-stim","8","40636","0.0-5.0-3.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"887","71","poldrack-categorize","9","42666","0.0-5.0-4.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","3","practice",""
"-1","-1","poldrack-single-stim","10","42927","0.0-5.0-5.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"903","82","poldrack-categorize","11","44966","0.0-5.0-6.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","45226","0.0-5.0-7.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"699","82","poldrack-categorize","13","47266","0.0-5.0-8.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","5","practice",""
"-1","-1","poldrack-single-stim","14","47526","0.0-5.0-9.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1062","89","poldrack-categorize","15","49566","0.0-5.0-10.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","49826","0.0-5.0-11.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"773","71","poldrack-categorize","17","51866","0.0-5.0-12.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","7","practice",""
"-1","-1","poldrack-single-stim","18","52126","0.0-5.0-13.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"592","89","poldrack-categorize","19","54165","0.0-5.0-14.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","8","practice",""
"-1","-1","poldrack-single-stim","20","54426","0.0-5.0-15.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"541","71","poldrack-categorize","21","56466","0.0-5.0-16.0-0.0","sub-04_ses-02_1","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","9","practice",""
"-1","-1","poldrack-single-stim","22","56726","0.0-5.0-17.0","sub-04_ses-02_1","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1750","32","poldrack-text","23","58483","0.0-6.0","sub-04_ses-02_1","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","1750","0","fmri_scanner_wait","","","","","","","","","","","",""
"52915","84","poldrack-text","24","111403","0.0-7.0","sub-04_ses-02_1","<div class = centerbox><div style='color:red'; class = center-text>+</div></div>","52915","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","25","112416","0.0-8.0","sub-04_ses-02_1","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","26","113938","0.0-9.0","sub-04_ses-02_1","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Preparez-vous!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","27","114976","0.0-10.0","sub-04_ses-02_1","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"940","71","poldrack-single-stim","28","116996","0.0-11.0-0.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","0","test",""
"604","71","poldrack-single-stim","29","119015","0.0-11.0-1.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","1","test",""
"766","82","poldrack-single-stim","30","121296","0.0-11.0-2.0","sub-04_ses-02_1","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","","incongruent","green","red","2","test",""
"527","89","poldrack-single-stim","31","123315","0.0-11.0-3.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","3","test",""
"679","82","poldrack-single-stim","32","125474","0.0-11.0-4.0","sub-04_ses-02_1","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","4","test",""
"654","89","poldrack-single-stim","33","127495","0.0-11.0-5.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","5","test",""
"568","89","poldrack-single-stim","34","129645","0.0-11.0-6.0","sub-04_ses-02_1","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","","congruent","red","red","6","test",""
"493","82","poldrack-single-stim","35","131665","0.0-11.0-7.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","7","test",""
"664","82","poldrack-single-stim","36","133686","0.0-11.0-8.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","","congruent","green","green","8","test",""
"660","71","poldrack-single-stim","37","135705","0.0-11.0-9.0","sub-04_ses-02_1","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">ROUGE</div></div>","89,71,82","1500","true","71","","incongruent","blue","red","9","test",""
"692","89","poldrack-single-stim","38","137986","0.0-11.0-10.0","sub-04_ses-02_1","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","","incongruent","red","green","10","test",""
