"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"1642","89","poldrack-single-stim","31","186872","0.0-31.0","sub-11_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">48€</div><br><br><div class = delbox style = ""color:white"">128 jours</div></div>","89,71","4000","","20","48","128","larger_later","",""
"1806","89","poldrack-single-stim","32","191461","0.0-32.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">95 jours</div></div>","89,71","4000","","20","39","95","larger_later","",""
"733","89","poldrack-single-stim","33","197671","0.0-33.0","sub-11_sess-02_1","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">83€</div><br><br><div class = delbox style = ""color:white"">105 jours</div></div>","89,71","4000","","20","83","105","larger_later","",""
"888","89","poldrack-single-stim","34","202592","0.0-34.0","sub-11_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","67","41","larger_later","",""
"576","89","poldrack-single-stim","35","207861","0.0-35.0","sub-11_sess-02_1","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","56","172","larger_later","",""
"1505","71","poldrack-single-stim","36","212921","0.0-36.0","sub-11_sess-02_1","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">123 jours</div></div>","89,71","4000","","20","28","123","smaller_sooner","",""
"930","89","poldrack-single-stim","37","217572","0.0-37.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","50","129","larger_later","",""
"1260","71","poldrack-single-stim","38","222281","0.0-38.0","sub-11_sess-02_1","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">61 jours</div></div>","89,71","4000","","20","23","61","smaller_sooner","",""
"871","89","poldrack-single-stim","39","226921","0.0-39.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">79€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","79","92","larger_later","",""
"850","89","poldrack-single-stim","40","231502","0.0-40.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">61€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","61","141","larger_later","",""
"1047","89","poldrack-single-stim","41","236082","0.0-41.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","43","38","larger_later","",""
"853","89","poldrack-single-stim","42","241001","0.0-42.0","sub-11_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","66","145","larger_later","",""
"1957","71","poldrack-single-stim","43","245862","0.0-43.0","sub-11_sess-02_1","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">30€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","30","23","smaller_sooner","",""
"1195","71","poldrack-single-stim","44","251132","0.0-44.0","sub-11_sess-02_1","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">57 jours</div></div>","89,71","4000","","20","32","57","smaller_sooner","",""
"684","71","poldrack-single-stim","45","255911","0.0-45.0","sub-11_sess-02_1","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">91 jours</div></div>","89,71","4000","","20","27","91","smaller_sooner","",""
"932","89","poldrack-single-stim","46","261911","0.0-46.0","sub-11_sess-02_1","","5996","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">120 jours</div></div>","89,71","4000","","20","43","120","larger_later","",""
"831","89","poldrack-single-stim","47","267502","0.0-47.0","sub-11_sess-02_1","","5588","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">75€</div><br><br><div class = delbox style = ""color:white"">60 jours</div></div>","89,71","4000","","20","75","60","larger_later","",""
"1383","71","poldrack-single-stim","48","272082","0.0-48.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","34","176","smaller_sooner","",""
"1199","71","poldrack-single-stim","49","277201","0.0-49.0","sub-11_sess-02_1","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","24","38","smaller_sooner","",""
"1087","89","poldrack-single-stim","50","282862","0.0-50.0","sub-11_sess-02_1","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">82€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","82","74","larger_later","",""
"699","89","poldrack-single-stim","51","287431","0.0-51.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">53 jours</div></div>","89,71","4000","","20","58","53","larger_later","",""
"1095","89","poldrack-single-stim","52","292212","0.0-52.0","sub-11_sess-02_1","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","54","23","larger_later","",""
"2085","71","poldrack-single-stim","53","297262","0.0-53.0","sub-11_sess-02_1","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","41","55","smaller_sooner","",""
"872","89","poldrack-single-stim","54","302122","0.0-54.0","sub-11_sess-02_1","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","77","142","larger_later","",""
"1029","71","poldrack-single-stim","55","307323","0.0-55.0","sub-11_sess-02_1","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","25","108","smaller_sooner","",""
"1522","71","poldrack-single-stim","56","312381","0.0-56.0","sub-11_sess-02_1","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","33","163","smaller_sooner","",""
"702","71","poldrack-single-stim","57","317362","0.0-57.0","sub-11_sess-02_1","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">75 jours</div></div>","89,71","4000","","20","29","75","smaller_sooner","",""
"2532","89","poldrack-single-stim","58","322352","0.0-58.0","sub-11_sess-02_1","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">157 jours</div></div>","89,71","4000","","20","45","157","larger_later","",""
"925","71","poldrack-single-stim","59","327673","0.0-59.0","sub-11_sess-02_1","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","31","74","smaller_sooner","",""
"824","89","poldrack-single-stim","60","332192","0.0-60.0","sub-11_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">39 jours</div></div>","89,71","4000","","20","80","39","larger_later","",""
"1457","71","poldrack-single-stim","61","337242","0.0-61.0","sub-11_sess-02_1","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">21 jours</div></div>","89,71","4000","","20","22","21","smaller_sooner","",""
"679","89","poldrack-single-stim","62","341951","0.0-62.0","sub-11_sess-02_1","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">52€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","52","139","larger_later","",""
"697","89","poldrack-single-stim","63","346812","0.0-63.0","sub-11_sess-02_1","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">126 jours</div></div>","89,71","4000","","20","54","126","larger_later","",""
"651","71","poldrack-single-stim","64","353621","0.0-64.0","sub-11_sess-02_1","","6744","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","23","176","smaller_sooner","",""
"1007","71","poldrack-single-stim","65","358142","0.0-65.0","sub-11_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">87 jours</div></div>","89,71","4000","","20","24","87","smaller_sooner","",""
"1078","89","poldrack-single-stim","66","362732","0.0-66.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">140 jours</div></div>","89,71","4000","","20","36","140","larger_later","",""
"722","71","poldrack-single-stim","67","367441","0.0-67.0","sub-11_sess-02_1","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">35€</div><br><br><div class = delbox style = ""color:white"">171 jours</div></div>","89,71","4000","","20","35","171","smaller_sooner","",""
"1134","71","poldrack-single-stim","68","372361","0.0-68.0","sub-11_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">43 jours</div></div>","89,71","4000","","20","34","43","smaller_sooner","",""
"742","89","poldrack-single-stim","69","376941","0.0-69.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">74€</div><br><br><div class = delbox style = ""color:white"">121 jours</div></div>","89,71","4000","","20","74","121","larger_later","",""
"-1","-1","poldrack-single-stim","70","384463","0.0-70.0","sub-11_sess-02_1","","7500","1000","rest_block","<div class = centerbox><div class = center-text>+</div></div>","none","7500","","","","","","",""
"1297","89","poldrack-single-stim","71","390272","0.0-71.0","sub-11_sess-02_1","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","45","107","larger_later","",""
"491","89","poldrack-single-stim","72","394921","0.0-72.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">24 jours</div></div>","89,71","4000","","20","77","24","larger_later","",""
"755","89","poldrack-single-stim","73","399501","0.0-73.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","39","161","larger_later","",""
"1079","89","poldrack-single-stim","74","404970","0.0-74.0","sub-11_sess-02_1","","5452","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">62€</div><br><br><div class = delbox style = ""color:white"">180 jours</div></div>","89,71","4000","","20","62","180","larger_later","",""
"1098","71","poldrack-single-stim","75","410372","0.0-75.0","sub-11_sess-02_1","","5384","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","24","139","smaller_sooner","",""
"935","89","poldrack-single-stim","76","414952","0.0-76.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">72 jours</div></div>","89,71","4000","","20","58","72","larger_later","",""
"956","89","poldrack-single-stim","77","421231","0.0-77.0","sub-11_sess-02_1","","6268","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">93 jours</div></div>","89,71","4000","","20","56","93","larger_later","",""
"927","89","poldrack-single-stim","78","426772","0.0-78.0","sub-11_sess-02_1","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">26 jours</div></div>","89,71","4000","","20","45","26","larger_later","",""
"905","71","poldrack-single-stim","79","431362","0.0-79.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">42 jours</div></div>","89,71","4000","","20","23","42","smaller_sooner","",""
"758","89","poldrack-single-stim","80","436001","0.0-80.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","50","41","larger_later","",""
"1086","71","poldrack-single-stim","81","440642","0.0-81.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","25","176","smaller_sooner","",""
"700","89","poldrack-single-stim","82","445772","0.0-82.0","sub-11_sess-02_1","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">22 jours</div></div>","89,71","4000","","20","54","22","larger_later","",""
"1082","71","poldrack-single-stim","83","451102","0.0-83.0","sub-11_sess-02_1","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","29","44","smaller_sooner","",""
"897","71","poldrack-single-stim","84","455681","0.0-84.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","24","89","smaller_sooner","",""
"780","71","poldrack-single-stim","85","460271","0.0-85.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">77 jours</div></div>","89,71","4000","","20","23","77","smaller_sooner","",""
"562","71","poldrack-single-stim","86","464861","0.0-86.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">130 jours</div></div>","89,71","4000","","20","27","130","smaller_sooner","",""
"541","71","poldrack-single-stim","87","469721","0.0-87.0","sub-11_sess-02_1","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">134 jours</div></div>","89,71","4000","","20","23","134","smaller_sooner","",""
"1142","89","poldrack-single-stim","88","474231","0.0-88.0","sub-11_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","55","107","larger_later","",""
"1895","89","poldrack-single-stim","89","479901","0.0-89.0","sub-11_sess-02_1","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">143 jours</div></div>","89,71","4000","","20","44","143","larger_later","",""
"617","71","poldrack-single-stim","90","484821","0.0-90.0","sub-11_sess-02_1","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">110 jours</div></div>","89,71","4000","","20","23","110","smaller_sooner","",""
"673","89","poldrack-single-stim","91","489461","0.0-91.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">65€</div><br><br><div class = delbox style = ""color:white"">156 jours</div></div>","89,71","4000","","20","65","156","larger_later","",""
"538","71","poldrack-single-stim","92","493984","0.0-92.0","sub-11_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","22","27","smaller_sooner","",""
"1185","89","poldrack-single-stim","93","498492","0.0-93.0","sub-11_sess-02_1","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">59 jours</div></div>","89,71","4000","","20","50","59","larger_later","",""
"660","89","poldrack-single-stim","94","503621","0.0-94.0","sub-11_sess-02_1","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">85€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","85","129","larger_later","",""
"484","89","poldrack-single-stim","95","509761","0.0-95.0","sub-11_sess-02_1","","6132","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","66","58","larger_later","",""
"1007","89","poldrack-single-stim","96","514621","0.0-96.0","sub-11_sess-02_1","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">49€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","49","172","larger_later","",""
"1311","89","poldrack-single-stim","97","519211","0.0-97.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">73€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","73","44","larger_later","",""
"738","89","poldrack-single-stim","98","523932","0.0-98.0","sub-11_sess-02_1","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">73 jours</div></div>","89,71","4000","","20","58","73","larger_later","",""
"2232","89","poldrack-single-stim","99","529810","0.0-99.0","sub-11_sess-02_1","","5860","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">71€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","71","76","larger_later","",""
"873","89","poldrack-single-stim","100","534450","0.0-100.0","sub-11_sess-02_1","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","67","74","larger_later","",""
"1134","71","poldrack-single-stim","101","539781","0.0-101.0","sub-11_sess-02_1","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","29","58","smaller_sooner","",""
"1622","71","poldrack-single-stim","102","544771","0.0-102.0","sub-11_sess-02_1","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">104 jours</div></div>","89,71","4000","","20","39","104","smaller_sooner","",""
"896","89","poldrack-single-stim","103","549351","0.0-103.0","sub-11_sess-02_1","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">103 jours</div></div>","89,71","4000","","20","33","103","larger_later","",""
"1186","89","poldrack-single-stim","104","554881","0.0-104.0","sub-11_sess-02_1","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">78 jours</div></div>","89,71","4000","","20","33","78","larger_later","",""
"739","89","poldrack-single-stim","105","560481","0.0-105.0","sub-11_sess-02_1","","5588","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">74€</div><br><br><div class = delbox style = ""color:white"">52 jours</div></div>","89,71","4000","","20","74","52","larger_later","",""
"1112","71","poldrack-single-stim","106","566281","0.0-106.0","sub-11_sess-02_1","","5792","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">132 jours</div></div>","89,71","4000","","20","28","132","smaller_sooner","",""
