"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"4481","13","text","0","4482","0.0-0.0","sub-11_1","","","","","","","","","","","","","","","","","",""
"2178","89","poldrack-text","1","7678","0.0-1.0","sub-11_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","2178","500","fmri_response_test","","","","","","","","","","","","","",""
"500","71","poldrack-text","2","8695","0.0-2.0","sub-11_1","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","500","500","fmri_response_test","","","","","","","","","","","","","",""
"6056","","survey-text","3","15284","0.0-3.0","sub-11_1","","","","task_setup","{""Q0"":""250""}","","","","","","","","","","","","",""
"7438","32","poldrack-single-stim","4","23775","0.0-4.0","sub-11_1","","7438","0","instructions","","<div class = instructbox><p class = instruct-text><font size=""+2"">Une seule cle est correcte pour chaque forme. Ne repondez pas si vous voyez l'etoile rouge! Les cles correctes son les suivantes:</font><ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png width= ""50%"" height= ""50%""></img>Index</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png width= ""50%"" height= ""50%""></img>Index</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png width= ""50%"" height= ""50%""></img>Majeur</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png width= ""50%"" height= ""50%""></img>Majeur</div></li></ul></div>","32","7438","","","","","","","","","",""
"1668","89","poldrack-categorize","5","26138","0.0-5.0-0.0-0.0","sub-11_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","0","","","","",""
"1131","71","poldrack-categorize","6","28756","0.0-5.0-0.0-1.0","sub-11_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","71","500","practice","1","","","","",""
"681","89","poldrack-categorize","7","31394","0.0-5.0-0.0-2.0","sub-11_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","2","","","","",""
"566","71","poldrack-categorize","8","34037","0.0-5.0-0.0-3.0","sub-11_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"596","89","poldrack-categorize","9","36659","0.0-5.0-0.0-4.0","sub-11_1","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
