"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1106","13","text","0","1110","0.0-0.0","sub-06_ses-02_2","","","","","","","","","","","","","","","",""
"1134","89","poldrack-text","1","3261","0.0-1.0","sub-06_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre index</p></div>","1134","500","fmri_response_test","","","","","","","","","","","",""
"449","71","poldrack-text","2","4232","0.0-2.0","sub-06_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre majeur</p></div>","449","500","fmri_response_test","","","","","","","","","","","",""
"387","82","poldrack-text","3","5128","0.0-3.0","sub-06_ses-02_2","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Veuillez appuyer avec votre annulaire</p></div>","387","500","fmri_response_test","","","","","","","","","","","",""
"3971","32","poldrack-single-stim","4","9614","0.0-4.0","sub-06_ses-02_2","","3971","500","instructions","<div class = centerbox><div class = center-text><font size = +4>Repondre a la <strong>coleur de l'encre</strong> du mot!<br><br><span style = ""color:red;padding-left:30px"">MOT</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">MOT</span>: Majeur<br><span style = ""color:#4FE829;"">MOT</span>: Annulaire<br><br>Nous allos commencer par un peu de pratique</div></div>","32","3971","","","","","","","","",""
"1200","82","poldrack-categorize","5","12149","0.0-5.0-0.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">VERT</div></div>","89,71,82","1500","true","82","500","congruent","green","green","1","practice",""
"-1","-1","poldrack-single-stim","6","12407","0.0-5.0-1.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"895","89","poldrack-categorize","7","14437","0.0-5.0-2.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLEU</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","14699","0.0-5.0-3.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"626","82","poldrack-categorize","9","16739","0.0-5.0-4.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLEU</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","17000","0.0-5.0-5.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"660","89","poldrack-categorize","11","19030","0.0-5.0-6.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">VERT</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","4","practice",""
"-1","-1","poldrack-single-stim","12","19289","0.0-5.0-7.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"848","71","poldrack-categorize","13","21318","0.0-5.0-8.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">VERT</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","5","practice",""
"-1","-1","poldrack-single-stim","14","21579","0.0-5.0-9.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1158","82","poldrack-categorize","15","23619","0.0-5.0-10.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">ROUGE</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","6","practice",""
"-1","-1","poldrack-single-stim","16","23878","0.0-5.0-11.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"530","89","poldrack-categorize","17","25919","0.0-5.0-12.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">ROUGE</div></div>","89,71,82","1500","true","89","500","congruent","red","red","7","practice",""
"-1","-1","poldrack-single-stim","18","26178","0.0-5.0-13.0","sub-06_ses-02_2","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"450","71","poldrack-categorize","19","28199","0.0-5.0-14.0-0.0","sub-06_ses-02_2","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLEU</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","8","practice",""
