"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"1211","71","poldrack-single-stim","30","182358","0.0-30.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">76€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","76","161","smaller_sooner","",""
"1064","71","poldrack-single-stim","31","187292","0.0-31.0","pilot-39_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">48€</div><br><br><div class = delbox style = ""color:white"">128 jours</div></div>","89,71","4000","","20","48","128","smaller_sooner","",""
"1292","71","poldrack-single-stim","32","191879","0.0-32.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">95 jours</div></div>","89,71","4000","","20","39","95","smaller_sooner","",""
"1059","89","poldrack-single-stim","33","198107","0.0-33.0","pilot-39_ses-02_2","","6200","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">83€</div><br><br><div class = delbox style = ""color:white"">105 jours</div></div>","89,71","4000","","20","83","105","larger_later","",""
"955","89","poldrack-single-stim","34","203032","0.0-34.0","pilot-39_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","67","41","larger_later","",""
"1095","71","poldrack-single-stim","35","208302","0.0-35.0","pilot-39_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","56","172","smaller_sooner","",""
"889","71","poldrack-single-stim","36","213374","0.0-36.0","pilot-39_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">28€</div><br><br><div class = delbox style = ""color:white"">123 jours</div></div>","89,71","4000","","20","28","123","smaller_sooner","",""
"1301","71","poldrack-single-stim","37","218032","0.0-37.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","50","129","smaller_sooner","",""
"1460","71","poldrack-single-stim","38","222758","0.0-38.0","pilot-39_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">61 jours</div></div>","89,71","4000","","20","23","61","smaller_sooner","",""
"1495","89","poldrack-single-stim","39","227404","0.0-39.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">79€</div><br><br><div class = delbox style = ""color:white"">92 jours</div></div>","89,71","4000","","20","79","92","larger_later","",""
"1108","71","poldrack-single-stim","40","231991","0.0-40.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">61€</div><br><br><div class = delbox style = ""color:white"">141 jours</div></div>","89,71","4000","","20","61","141","smaller_sooner","",""
"2345","71","poldrack-single-stim","41","236568","0.0-41.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","43","38","smaller_sooner","",""
"1120","71","poldrack-single-stim","42","241492","0.0-42.0","pilot-39_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">145 jours</div></div>","89,71","4000","","20","66","145","smaller_sooner","",""
"933","71","poldrack-single-stim","43","246348","0.0-43.0","pilot-39_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">30€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","30","23","smaller_sooner","",""
"1055","71","poldrack-single-stim","44","251610","0.0-44.0","pilot-39_ses-02_2","","5248","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">32€</div><br><br><div class = delbox style = ""color:white"">57 jours</div></div>","89,71","4000","","20","32","57","smaller_sooner","",""
"897","71","poldrack-single-stim","45","256409","0.0-45.0","pilot-39_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">91 jours</div></div>","89,71","4000","","20","27","91","smaller_sooner","",""
"861","71","poldrack-single-stim","46","262427","0.0-46.0","pilot-39_ses-02_2","","5996","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">43€</div><br><br><div class = delbox style = ""color:white"">120 jours</div></div>","89,71","4000","","20","43","120","smaller_sooner","",""
"1208","89","poldrack-single-stim","47","268032","0.0-47.0","pilot-39_ses-02_2","","5588","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">75€</div><br><br><div class = delbox style = ""color:white"">60 jours</div></div>","89,71","4000","","20","75","60","larger_later","",""
"731","71","poldrack-single-stim","48","272621","0.0-48.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","34","176","smaller_sooner","",""
"879","71","poldrack-single-stim","49","277761","0.0-49.0","pilot-39_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">38 jours</div></div>","89,71","4000","","20","24","38","smaller_sooner","",""
"1420","89","poldrack-single-stim","50","283440","0.0-50.0","pilot-39_ses-02_2","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">82€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","82","74","larger_later","",""
"1528","89","poldrack-single-stim","51","288035","0.0-51.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">53 jours</div></div>","89,71","4000","","20","58","53","larger_later","",""
"1311","89","poldrack-single-stim","52","292830","0.0-52.0","pilot-39_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">23 jours</div></div>","89,71","4000","","20","54","23","larger_later","",""
"1406","71","poldrack-single-stim","53","297895","0.0-53.0","pilot-39_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">41€</div><br><br><div class = delbox style = ""color:white"">55 jours</div></div>","89,71","4000","","20","41","55","smaller_sooner","",""
"770","71","poldrack-single-stim","54","302758","0.0-54.0","pilot-39_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">142 jours</div></div>","89,71","4000","","20","77","142","smaller_sooner","",""
"850","71","poldrack-single-stim","55","307956","0.0-55.0","pilot-39_ses-02_2","","5180","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">108 jours</div></div>","89,71","4000","","20","25","108","smaller_sooner","",""
"724","71","poldrack-single-stim","56","313027","0.0-56.0","pilot-39_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">163 jours</div></div>","89,71","4000","","20","33","163","smaller_sooner","",""
"826","71","poldrack-single-stim","57","318034","0.0-57.0","pilot-39_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">75 jours</div></div>","89,71","4000","","20","29","75","smaller_sooner","",""
"581","71","poldrack-single-stim","58","322997","0.0-58.0","pilot-39_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">157 jours</div></div>","89,71","4000","","20","45","157","smaller_sooner","",""
"659","71","poldrack-single-stim","59","328325","0.0-59.0","pilot-39_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">31€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","31","74","smaller_sooner","",""
"1359","89","poldrack-single-stim","60","332840","0.0-60.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">80€</div><br><br><div class = delbox style = ""color:white"">39 jours</div></div>","89,71","4000","","20","80","39","larger_later","",""
"1637","71","poldrack-single-stim","61","337895","0.0-61.0","pilot-39_ses-02_2","","5044","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">21 jours</div></div>","89,71","4000","","20","22","21","smaller_sooner","",""
"1173","71","poldrack-single-stim","62","342618","0.0-62.0","pilot-39_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">52€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","52","139","smaller_sooner","",""
"991","71","poldrack-single-stim","63","347480","0.0-63.0","pilot-39_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">126 jours</div></div>","89,71","4000","","20","54","126","smaller_sooner","",""
"1514","71","poldrack-single-stim","64","354239","0.0-64.0","pilot-39_ses-02_2","","6744","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","23","176","smaller_sooner","",""
"938","71","poldrack-single-stim","65","358755","0.0-65.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">87 jours</div></div>","89,71","4000","","20","24","87","smaller_sooner","",""
"1102","71","poldrack-single-stim","66","363336","0.0-66.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">36€</div><br><br><div class = delbox style = ""color:white"">140 jours</div></div>","89,71","4000","","20","36","140","smaller_sooner","",""
"760","71","poldrack-single-stim","67","368065","0.0-67.0","pilot-39_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">35€</div><br><br><div class = delbox style = ""color:white"">171 jours</div></div>","89,71","4000","","20","35","171","smaller_sooner","",""
"1076","71","poldrack-single-stim","68","373004","0.0-68.0","pilot-39_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">34€</div><br><br><div class = delbox style = ""color:white"">43 jours</div></div>","89,71","4000","","20","34","43","smaller_sooner","",""
"1068","71","poldrack-single-stim","69","377590","0.0-69.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">74€</div><br><br><div class = delbox style = ""color:white"">121 jours</div></div>","89,71","4000","","20","74","121","smaller_sooner","",""
"-1","-1","poldrack-single-stim","70","385116","0.0-70.0","pilot-39_ses-02_2","","7500","1000","rest_block","<div class = centerbox><div class = center-text>Dans ce bloc suivant<br><strong>Index:</strong> Acepter l'option a l'ecran (rejeter 20€ aujourd'hui). <br><strong>Majeur:</strong> Rejeter l'option a l'ecran (accepter 20€ aujourd'hui)<br>La prochaine session commencera dans un moment.</div></div>","none","7500","","","","","","",""
"950","71","poldrack-single-stim","71","390916","0.0-71.0","pilot-39_ses-02_2","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","45","107","smaller_sooner","",""
"1174","89","poldrack-single-stim","72","395562","0.0-72.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">77€</div><br><br><div class = delbox style = ""color:white"">24 jours</div></div>","89,71","4000","","20","77","24","larger_later","",""
"1080","71","poldrack-single-stim","73","400149","0.0-73.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">161 jours</div></div>","89,71","4000","","20","39","161","smaller_sooner","",""
"1077","71","poldrack-single-stim","74","405620","0.0-74.0","pilot-39_ses-02_2","","5452","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">62€</div><br><br><div class = delbox style = ""color:white"">180 jours</div></div>","89,71","4000","","20","62","180","smaller_sooner","",""
"1047","71","poldrack-single-stim","75","411026","0.0-75.0","pilot-39_ses-02_2","","5384","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">139 jours</div></div>","89,71","4000","","20","24","139","smaller_sooner","",""
"1141","89","poldrack-single-stim","76","415609","0.0-76.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">72 jours</div></div>","89,71","4000","","20","58","72","larger_later","",""
"1749","89","poldrack-single-stim","77","421905","0.0-77.0","pilot-39_ses-02_2","","6268","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">56€</div><br><br><div class = delbox style = ""color:white"">93 jours</div></div>","89,71","4000","","20","56","93","larger_later","",""
"1655","89","poldrack-single-stim","78","427441","0.0-78.0","pilot-39_ses-02_2","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">45€</div><br><br><div class = delbox style = ""color:white"">26 jours</div></div>","89,71","4000","","20","45","26","larger_later","",""
"1769","71","poldrack-single-stim","79","432021","0.0-79.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">42 jours</div></div>","89,71","4000","","20","23","42","smaller_sooner","",""
"2108","71","poldrack-single-stim","80","436673","0.0-80.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">41 jours</div></div>","89,71","4000","","20","50","41","smaller_sooner","",""
"2499","71","poldrack-single-stim","81","441312","0.0-81.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">25€</div><br><br><div class = delbox style = ""color:white"">176 jours</div></div>","89,71","4000","","20","25","176","smaller_sooner","",""
"1098","89","poldrack-single-stim","82","446451","0.0-82.0","pilot-39_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">54€</div><br><br><div class = delbox style = ""color:white"">22 jours</div></div>","89,71","4000","","20","54","22","larger_later","",""
"1254","71","poldrack-single-stim","83","451793","0.0-83.0","pilot-39_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","29","44","smaller_sooner","",""
"1861","71","poldrack-single-stim","84","456391","0.0-84.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">24€</div><br><br><div class = delbox style = ""color:white"">89 jours</div></div>","89,71","4000","","20","24","89","smaller_sooner","",""
"1015","71","poldrack-single-stim","85","460949","0.0-85.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">77 jours</div></div>","89,71","4000","","20","23","77","smaller_sooner","",""
"1018","71","poldrack-single-stim","86","465523","0.0-86.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">27€</div><br><br><div class = delbox style = ""color:white"">130 jours</div></div>","89,71","4000","","20","27","130","smaller_sooner","",""
"820","71","poldrack-single-stim","87","470379","0.0-87.0","pilot-39_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">134 jours</div></div>","89,71","4000","","20","23","134","smaller_sooner","",""
"1387","89","poldrack-single-stim","88","474911","0.0-88.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">55€</div><br><br><div class = delbox style = ""color:white"">107 jours</div></div>","89,71","4000","","20","55","107","larger_later","",""
"863","71","poldrack-single-stim","89","480585","0.0-89.0","pilot-39_ses-02_2","","5656","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">44€</div><br><br><div class = delbox style = ""color:white"">143 jours</div></div>","89,71","4000","","20","44","143","smaller_sooner","",""
"773","71","poldrack-single-stim","90","485514","0.0-90.0","pilot-39_ses-02_2","","4908","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">23€</div><br><br><div class = delbox style = ""color:white"">110 jours</div></div>","89,71","4000","","20","23","110","smaller_sooner","",""
"996","71","poldrack-single-stim","91","490176","0.0-91.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">65€</div><br><br><div class = delbox style = ""color:white"">156 jours</div></div>","89,71","4000","","20","65","156","smaller_sooner","",""
"829","71","poldrack-single-stim","92","494691","0.0-92.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">22€</div><br><br><div class = delbox style = ""color:white"">27 jours</div></div>","89,71","4000","","20","22","27","smaller_sooner","",""
"790","71","poldrack-single-stim","93","499185","0.0-93.0","pilot-39_ses-02_2","","4500","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">50€</div><br><br><div class = delbox style = ""color:white"">59 jours</div></div>","89,71","4000","","20","50","59","smaller_sooner","",""
"1480","89","poldrack-single-stim","94","504318","0.0-94.0","pilot-39_ses-02_2","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">85€</div><br><br><div class = delbox style = ""color:white"">129 jours</div></div>","89,71","4000","","20","85","129","larger_later","",""
"1298","89","poldrack-single-stim","95","510472","0.0-95.0","pilot-39_ses-02_2","","6132","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">66€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","66","58","larger_later","",""
"1035","71","poldrack-single-stim","96","515315","0.0-96.0","pilot-39_ses-02_2","","4840","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">49€</div><br><br><div class = delbox style = ""color:white"">172 jours</div></div>","89,71","4000","","20","49","172","smaller_sooner","",""
"780","89","poldrack-single-stim","97","519895","0.0-97.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">73€</div><br><br><div class = delbox style = ""color:white"">44 jours</div></div>","89,71","4000","","20","73","44","larger_later","",""
"1047","71","poldrack-single-stim","98","524614","0.0-98.0","pilot-39_ses-02_2","","4704","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">58€</div><br><br><div class = delbox style = ""color:white"">73 jours</div></div>","89,71","4000","","20","58","73","smaller_sooner","",""
"2238","89","poldrack-single-stim","99","530500","0.0-99.0","pilot-39_ses-02_2","","5860","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">71€</div><br><br><div class = delbox style = ""color:white"">76 jours</div></div>","89,71","4000","","20","71","76","larger_later","",""
"1382","89","poldrack-single-stim","100","535151","0.0-100.0","pilot-39_ses-02_2","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">67€</div><br><br><div class = delbox style = ""color:white"">74 jours</div></div>","89,71","4000","","20","67","74","larger_later","",""
"1563","71","poldrack-single-stim","101","540494","0.0-101.0","pilot-39_ses-02_2","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">29€</div><br><br><div class = delbox style = ""color:white"">58 jours</div></div>","89,71","4000","","20","29","58","smaller_sooner","",""
"2062","71","poldrack-single-stim","102","545494","0.0-102.0","pilot-39_ses-02_2","","4976","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">39€</div><br><br><div class = delbox style = ""color:white"">104 jours</div></div>","89,71","4000","","20","39","104","smaller_sooner","",""
"1914","71","poldrack-single-stim","103","550073","0.0-103.0","pilot-39_ses-02_2","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">33€</div><br><br><div class = delbox style = ""color:white"">103 jours</div></div>","89,71","4000","","20","33","103","smaller_sooner","",""
