0,
0,aga.csv
1948,localizer_01A.wav
2516,localizer_01B.wav
1640,localizer_01C.wav
2358,localizer_02A.wav
3094,localizer_02B.wav
2139,localizer_02C.wav
2292,localizer_03A.wav
3145,localizer_03B.wav
2227,localizer_03C.wav
2013,localizer_04A.wav
2674,localizer_04B.wav
1696,localizer_04C.wav
2805,localizer_05A.wav
2386,localizer_05B.wav
2400,localizer_05C.wav
2241,localizer_06A.wav
2455,localizer_06B.wav
2521,localizer_06C.wav
2288,localizer_07A.wav
2292,localizer_07B.wav
2115,localizer_07C.wav
2698,localizer_08A.wav
3028,localizer_08B.wav
2311,localizer_08C.wav
2260,localizer_09A.wav
2842,localizer_09B.wav
1519,localizer_09C.wav
2609,localizer_10A.wav
2959,localizer_10B.wav
2288,localizer_10C.wav
1924,localizer_11A.wav
2656,localizer_11B.wav
1924,localizer_11C.wav
2111,localizer_12A.wav
1761,localizer_12B.wav
1701,localizer_12C.wav
1948,localizer_r_01A.wav
2516,localizer_r_01B.wav
1640,localizer_r_01C.wav
2358,localizer_r_02A.wav
3094,localizer_r_02B.wav
2139,localizer_r_02C.wav
2292,localizer_r_03A.wav
3145,localizer_r_03B.wav
2227,localizer_r_03C.wav
2013,localizer_r_04A.wav
2674,localizer_r_04B.wav
1696,localizer_r_04C.wav
2805,localizer_r_05A.wav
2386,localizer_r_05B.wav
2400,localizer_r_05C.wav
2241,localizer_r_06A.wav
2455,localizer_r_06B.wav
2521,localizer_r_06C.wav
2288,localizer_r_07A.wav
2292,localizer_r_07B.wav
2115,localizer_r_07C.wav
2698,localizer_r_08A.wav
3028,localizer_r_08B.wav
2311,localizer_r_08C.wav
2260,localizer_r_09A.wav
2842,localizer_r_09B.wav
1519,localizer_r_09C.wav
2609,localizer_r_10A.wav
2959,localizer_r_10B.wav
2288,localizer_r_10C.wav
1924,localizer_r_11A.wav
2656,localizer_r_11B.wav
1924,localizer_r_11C.wav
2111,localizer_r_12A.wav
1761,localizer_r_12B.wav
1701,localizer_r_12C.wav
