«Êtes-vous?»,0,instructions,0,Exercice:,0,0, ,E1
débraillée,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
émotionnelle,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
peureuse,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
énergique,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
immature,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
malchanceuse,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E1
«Vanessa est-elle?»,0,instructions,0,Exercice:,0,0, ,E1
sombre,negative,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
frustrée,negative,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
bienveillante,positive,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
turbulente,negative,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
aggressive,negative,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
sympathique,neutral,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E1
+,0,rest_pre,0,0,0,0,0,E1-R1
«Avez-vous vu?»,0,instructions,0,Exercice:,0,0, ,R1
malchanceuse,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
entreprenante,neutral,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
émotionnelle,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
amicale,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
compréhensive,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
soigneuse,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
peureuse,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
désordonnée,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
frustrée,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
sympathique,neutral,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
arrogante,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
éveillée,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
turbulente,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
débraillée,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
économe,neutral,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
impatiente,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
cruelle,negative,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
immature,negative,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
énergique,positive,recognition,self,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
aggressive,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
maligne,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
bienveillante,positive,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
puissante,positive,recognition,0,'Avez-vous vu?’,OUI(gauche)            NON(droite),new,4,R1
sombre,negative,recognition,other,'Avez-vous vu?’,OUI(gauche)            NON(droite),old,2,R1
+,0,rest_post,0,0,0,0,0,R1-E2
«Êtes-vous?»,0,instructions,0,Exercice:,0,0, ,E2
hautaine,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
séductrice,neutral,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
pétillante,neutral,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
intellectuelle,positive,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
pessimiste,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
plaintive,negative,encoding,self,'Êtes-vous?’,OUI(gauche)            NON(droite),0,0,E2
«Vanessa est-elle?»,0,instructions,0,Exercice:,0,0, ,E2
agréable,positive,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E2
satisfaite,positive,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E2
protectrice,positive,encoding,other,'Vanessa est-elle?’,OUI(gauche)            NON(droite),0,0,E2
