onset,duration,trial_type,response
0.0228,10.0226,p_startup,other
10.0621,0.4226,cross,other
10.5847,1.5226,2_letters_different,other
12.1073,3.0227,cross,other
16.6299,1.5226,response,miss
18.1524,2.0226,blank2,other
20.1917,0.4226,cross,other
20.7143,1.5226,4_letters_different,other
22.2369,3.0227,cross,other
26.7594,1.5226,response,miss
28.282,1.5226,blank2,other
29.8213,0.4226,cross,other
30.3272,1.5226,2_letters_different,other
31.8498,3.0227,cross,other
36.3724,1.5226,response,miss
37.895,2.0226,blank2,other
39.9343,0.4226,cross,other
40.4569,1.5226,4_letters_different,other
41.9795,3.0227,cross,other
46.502,1.5226,response,miss
48.0246,3.0226,blank2,other
51.0639,0.4226,cross,other
51.5865,1.5226,6_letters_same,other
53.1091,3.0227,cross,other
57.6317,1.5226,response,miss
59.1543,4.0226,blank2,other
63.1935,0.4226,cross,other
63.7161,1.5226,4_letters_different,other
65.2387,3.0227,cross,other
69.7613,1.5225,response,miss
71.2838,4.0226,blank2,other
75.3231,0.4226,cross,other
75.8457,1.5226,2_letters_different,other
77.3683,3.0227,cross,other
81.8909,1.5226,response,miss
83.4135,3.5226,blank2,other
86.9527,0.4226,cross,other
87.4753,1.5226,4_letters_same,other
88.9979,3.0227,cross,other
93.5205,1.5226,response,miss
95.0431,3.0226,blank2,other
98.0823,0.4226,cross,other
98.6049,1.5226,2_letters_different,other
100.1275,3.0227,cross,other
104.6501,1.5226,response,miss
106.1727,1.0226,blank2,other
107.2119,0.4226,cross,other
107.7345,1.5226,2_letters_same,other
109.2571,3.0226,cross,other
113.7797,1.5226,response,miss
115.3022,2.0226,blank2,other
117.3415,0.4226,cross,other
117.8641,1.5226,4_letters_same,other
119.3867,3.0227,cross,other
123.9092,1.5226,response,miss
125.4318,2.0226,blank2,other
127.4711,0.4226,cross,other
127.977,1.5226,2_letters_same,other
129.4996,3.0227,cross,other
134.0222,1.5226,response,miss
135.5447,1.5226,blank2,other
137.084,0.4226,cross,other
137.6066,1.5226,6_letters_same,other
139.1292,3.0227,cross,other
143.6518,1.5226,response,miss
145.1743,5.0226,blank2,other
150.2136,0.4226,cross,other
150.7362,1.5226,2_letters_same,other
152.2588,3.0227,cross,other
156.7814,1.5226,response,miss
158.3039,3.0226,blank2,other
161.3432,0.4226,cross,other
161.8658,1.5226,6_letters_different,other
163.3884,3.0227,cross,other
167.9109,1.5226,response,miss
169.4335,2.0226,blank2,other
171.4727,0.4226,cross,other
171.9953,1.5226,4_letters_same,other
173.5179,3.0227,cross,other
178.0405,1.5226,response,miss
179.5631,3.0226,blank2,other
182.6023,0.4226,cross,other
