onset,duration,trial_type,response
0.0027,10.0197,p_startup,other
10.0391,0.4168,cross,other
10.556,1.5171,2_letters_different,other
12.0731,3.0176,cross,other
16.5911,1.5171,response,hit
18.1083,2.0173,blank2,other
20.1422,0.4168,cross,other
20.6591,1.5171,4_letters_different,other
22.1762,3.0176,cross,other
26.6942,1.5171,response,hit
28.2114,1.5171,blank2,other
29.7452,0.4168,cross,other
30.262,1.5171,2_letters_different,other
31.7791,3.0176,cross,other
36.2972,1.5171,response,hit
37.8143,2.0173,blank2,other
39.8483,0.4168,cross,other
40.3651,1.5171,4_letters_different,other
41.8822,3.0176,cross,other
46.4003,1.5171,response,miss
47.9174,3.0176,blank2,other
50.9517,0.4168,cross,other
51.4685,1.5171,6_letters_same,other
52.9856,3.0176,cross,other
57.5037,1.5171,response,hit
59.0208,4.0179,blank2,other
63.0554,0.4168,cross,other
63.5722,1.5171,4_letters_different,other
65.0893,3.0176,cross,other
69.6074,1.5171,response,hit
71.1245,4.0179,blank2,other
75.1591,0.4168,cross,other
75.6759,1.5171,2_letters_different,other
77.193,3.0176,cross,other
81.7111,1.5171,response,hit
83.2282,3.5177,blank2,other
86.7626,0.4168,cross,other
87.2794,1.5171,4_letters_same,other
88.7966,3.0176,cross,other
93.3146,1.5171,response,hit
94.8317,3.0176,blank2,other
97.866,0.4168,cross,other
98.3828,1.5171,2_letters_different,other
99.9,3.0176,cross,other
104.418,1.5171,response,hit
105.9351,1.017,blank2,other
106.9688,0.4168,cross,other
107.4856,1.5171,2_letters_same,other
109.0027,3.0176,cross,other
113.5208,1.5171,response,hit
115.0379,2.0173,blank2,other
117.0719,0.4168,cross,other
117.5887,1.5171,4_letters_same,other
119.1058,3.0176,cross,other
123.6239,1.5171,response,hit
125.141,2.0173,blank2,other
127.175,0.4168,cross,other
127.6918,1.5171,2_letters_same,other
129.2089,3.0176,cross,other
133.727,1.5171,response,hit
135.2441,1.5171,blank2,other
136.7779,0.4168,cross,other
137.2947,1.5171,6_letters_same,other
138.8119,3.0176,cross,other
143.3299,1.5171,response,hit
144.847,5.0182,blank2,other
149.8819,0.4168,cross,other
150.3987,1.5171,2_letters_same,other
151.9159,3.0176,cross,other
156.4339,1.5171,response,hit
157.951,3.0176,blank2,other
160.9853,0.4168,cross,other
161.5021,1.5171,6_letters_different,other
163.0193,3.0176,cross,other
167.5373,1.5171,response,hit
169.0544,2.0173,blank2,other
171.0884,0.4168,cross,other
171.6052,1.5171,4_letters_same,other
173.1223,3.0176,cross,other
177.6404,1.5171,response,hit
179.1575,3.0176,blank2,other
182.1918,0.4168,cross,other
182.7086,1.5171,6_letters_same,other
184.2257,3.0176,cross,other
188.7438,1.5171,response,hit
190.2609,1.5171,blank2,other
191.7947,0.4168,cross,other
192.3115,1.5171,6_letters_different,other
193.8287,3.0176,cross,other
198.3467,1.5171,response,hit
199.8639,1.5171,blank2,other
201.3977,0.4168,cross,other
201.9145,1.5171,2_letters_same,other
203.4316,3.0176,cross,other
207.9497,1.5171,response,hit
209.4668,2.0173,blank2,other
211.5007,0.4168,cross,other
212.0176,1.5171,6_letters_same,other
213.5347,3.0176,cross,other
218.0527,1.5171,response,hit
219.5699,1.5171,blank2,other
221.1037,0.4168,cross,other
221.6205,1.5171,4_letters_different,other
223.1376,3.0176,cross,other
227.6557,1.5171,response,hit
229.1728,1.5171,blank2,other
230.7066,0.4168,cross,other
231.2234,1.5171,6_letters_different,other
232.7406,3.0176,cross,other
237.2586,1.5171,response,miss
238.7757,1.017,blank2,other
239.8094,0.4168,cross,other
240.3262,1.5171,6_letters_same,other
241.8434,3.0176,cross,other
246.3614,1.5171,response,hit
247.8785,3.0176,blank2,other
250.9128,0.4168,cross,other
251.4296,1.5171,6_letters_different,other
252.9467,3.0176,cross,other
257.4648,1.5171,response,hit
258.9819,2.0173,blank2,other
261.0159,0.4168,cross,other
261.5327,1.5171,4_letters_different,other
263.0498,3.0176,cross,other
267.5679,1.5171,response,hit
269.085,2.0173,blank2,other
271.119,0.4168,cross,other
271.6358,1.5171,2_letters_same,other
273.1529,3.0176,cross,other
277.671,1.5171,response,hit
279.1881,4.0179,blank2,other
283.2227,0.4168,cross,other
283.7395,1.5171,6_letters_same,other
285.2566,3.0176,cross,other
289.7747,1.5171,response,hit
291.2918,3.0176,blank2,other
294.3261,0.4168,cross,other
294.8429,1.5171,4_letters_different,other
296.36,3.0176,cross,other
300.8781,1.5171,response,hit
302.3952,4.0179,blank2,other
306.4298,0.4168,cross,other
306.9466,1.5171,2_letters_same,other
308.4637,3.0176,cross,other
312.9818,1.5171,response,hit
314.4989,1.5171,blank2,other
316.0327,0.4168,cross,other
