onset,duration,trial_type,response
0.022,10.0197,p_startup,other
10.0584,0.4168,cross,other
10.5752,1.5171,6_letters_same,other
12.0924,3.0176,cross,other
16.6104,1.5171,response,miss
18.1276,1.5171,blank2,other
19.6614,0.4168,cross,other
20.1782,1.5171,4_letters_different,other
21.6953,3.0176,cross,other
26.2134,1.5171,response,miss
27.7305,2.5174,blank2,other
30.2646,0.4168,cross,other
30.7814,1.5171,6_letters_different,other
32.2986,3.0176,cross,other
36.8166,1.5171,response,miss
38.3337,1.5171,blank2,other
39.8675,0.4168,cross,other
40.3844,1.5171,2_letters_different,other
41.9015,3.0176,cross,other
46.4195,1.5171,response,miss
47.9367,2.0173,blank2,other
49.9706,0.4168,cross,other
50.4874,1.5171,6_letters_different,other
52.0046,3.0176,cross,other
56.5226,1.5171,response,miss
58.0398,4.518,blank2,other
62.5745,0.4168,cross,other
63.0913,1.5171,2_letters_different,other
64.6084,3.0176,cross,other
69.1265,1.5171,response,miss
70.6436,3.5177,blank2,other
74.178,0.4168,cross,other
74.6949,1.5171,6_letters_same,other
76.212,3.0176,cross,other
80.73,1.5171,response,miss
82.2472,4.518,blank2,other
86.7819,0.4168,cross,other
87.2987,1.5171,4_letters_same,other
88.8158,3.0176,cross,other
93.3339,1.5171,response,miss
94.851,1.017,blank2,other
95.8847,0.4168,cross,other
96.4015,1.5171,2_letters_different,other
97.9186,3.0176,cross,other
102.4367,1.5171,response,miss
103.9538,2.0173,blank2,other
105.9878,0.4168,cross,other
106.5046,1.5171,4_letters_same,other
108.0217,3.0176,cross,other
112.5398,1.5171,response,miss
114.0569,3.0176,blank2,other
117.0911,0.4168,cross,other
117.608,1.5171,4_letters_different,other
119.1251,3.0176,cross,other
123.6432,1.5171,response,miss
125.1603,4.0179,blank2,other
129.1949,0.4168,cross,other
129.7117,1.5171,2_letters_same,other
131.2288,3.0176,cross,other
135.7469,1.5171,response,miss
137.264,1.017,blank2,other
138.2976,0.4168,cross,other
138.8145,1.5171,6_letters_different,other
140.3316,3.0176,cross,other
144.8496,1.5171,response,miss
146.3668,3.0176,blank2,other
149.401,0.4168,cross,other
149.9179,1.5171,6_letters_same,other
151.435,3.0176,cross,other
155.953,1.5171,response,miss
157.4702,1.5171,blank2,other
159.004,0.4168,cross,other
159.5208,1.5171,6_letters_same,other
161.0379,3.0176,cross,other
165.556,1.5171,response,miss
167.0731,2.0173,blank2,other
169.1071,0.4168,cross,other
169.6239,1.5171,2_letters_different,other
171.141,3.0176,cross,other
175.6591,1.5171,response,miss
177.1762,4.0179,blank2,other
181.2108,0.4168,cross,other
181.7276,1.5171,2_letters_different,other
183.2447,3.0176,cross,other
187.7628,1.5171,response,miss
189.2799,1.5171,blank2,other
190.8137,0.4168,cross,other
191.3305,1.5171,6_letters_same,other
192.8476,3.0176,cross,other
197.3657,1.5171,response,miss
198.8828,2.0173,blank2,other
200.9168,0.4168,cross,other
201.4336,1.5171,4_letters_different,other
202.9507,3.0176,cross,other
207.4688,1.5171,response,miss
208.9859,3.0176,blank2,other
212.0202,0.4168,cross,other
212.537,1.5171,6_letters_same,other
214.0541,3.0176,cross,other
218.5722,1.5171,response,miss
220.0893,4.0179,blank2,other
224.1239,0.4168,cross,other
224.6407,1.5171,2_letters_different,other
226.1578,3.0176,cross,other
230.6759,1.5171,response,miss
232.193,2.5174,blank2,other
234.7271,0.4168,cross,other
235.2439,1.5171,4_letters_same,other
236.7611,3.0176,cross,other
241.2791,1.5171,response,miss
242.7963,1.017,blank2,other
243.8299,0.4168,cross,other
244.3467,1.5171,6_letters_different,other
245.8639,3.0176,cross,other
