onset,duration,trial_type,response
0.0228,10.012,p_startup,other
10.0514,0.4226,cross,other
10.5574,1.5226,6_letters_same,other
12.0799,3.0227,cross,other
16.6025,1.5226,response,hit
18.1251,1.5226,blank2,other
19.6643,0.4226,cross,other
20.1869,1.5226,4_letters_different,other
21.7095,3.0227,cross,other
26.2321,1.5226,response,hit
27.7547,2.5226,blank2,other
30.2939,0.4226,cross,other
30.8165,1.5226,6_letters_different,other
32.3391,3.0226,cross,other
36.8617,1.5226,response,hit
38.3843,1.5226,blank2,other
39.9235,0.4226,cross,other
40.4461,1.5226,2_letters_different,other
41.9687,3.0226,cross,other
46.4913,1.5226,response,hit
48.0138,2.0226,blank2,other
50.0531,0.4226,cross,other
50.5757,1.5226,6_letters_different,other
52.0983,3.0227,cross,other
56.6209,1.5226,response,hit
58.1435,4.5226,blank2,other
62.6827,0.4226,cross,other
63.1887,1.5226,2_letters_different,other
64.7113,3.0227,cross,other
69.2339,1.5226,response,hit
70.7564,3.5226,blank2,other
74.2957,0.4226,cross,other
74.8183,1.5226,6_letters_same,other
76.3409,3.0227,cross,other
80.8635,1.5226,response,hit
82.386,4.5226,blank2,other
86.9253,0.4226,cross,other
87.4479,1.5226,4_letters_same,other
88.9705,3.0227,cross,other
93.4931,1.5226,response,hit
95.0157,1.0226,blank2,other
96.0549,0.4226,cross,other
96.5775,1.5226,2_letters_different,other
98.1001,3.0227,cross,other
102.6227,1.5226,response,hit
104.1452,2.0226,blank2,other
106.1845,0.4226,cross,other
106.7071,1.5226,4_letters_same,other
108.2297,3.0227,cross,other
112.7523,1.5226,response,hit
114.2748,3.0226,blank2,other
117.3141,0.4226,cross,other
117.8367,1.5226,4_letters_different,other
119.3593,3.0227,cross,other
123.8819,1.5226,response,hit
125.4045,4.0226,blank2,other
129.4437,0.4226,cross,other
129.9664,1.5226,2_letters_same,other
131.4889,3.0227,cross,other
136.0115,1.5226,response,hit
137.5341,1.0226,blank2,other
138.5733,0.4226,cross,other
139.0959,1.5226,6_letters_different,other
140.6185,3.0227,cross,other
145.1411,1.5226,response,hit
146.6637,3.0226,blank2,other
149.7029,0.4226,cross,other
150.2089,1.5226,6_letters_same,other
151.7315,3.0227,cross,other
156.2541,1.5226,response,hit
157.7767,1.5226,blank2,other
159.3159,0.4226,cross,other
159.8385,1.5226,6_letters_same,other
161.3611,3.0227,cross,other
165.8836,1.5226,response,hit
167.4062,2.0226,blank2,other
169.4455,0.4219,cross,other
169.9681,1.5226,2_letters_different,other
171.4907,3.0227,cross,other
176.0132,1.5226,response,hit
177.5358,4.0226,blank2,other
181.5751,0.4226,cross,other
182.0977,1.5226,2_letters_different,other
183.6203,3.0227,cross,other
188.1429,1.5226,response,hit
189.6654,1.5226,blank2,other
191.2047,0.4226,cross,other
191.7273,1.5226,6_letters_same,other
193.2498,3.0227,cross,other
197.7724,1.5226,response,hit
199.295,2.0226,blank2,other
201.3343,0.4226,cross,other
201.8569,1.5226,4_letters_different,other
203.3795,3.0226,cross,other
207.9021,1.5226,response,hit
209.4247,3.0226,blank2,other
212.4639,0.4226,cross,other
212.9866,1.5226,6_letters_same,other
214.5091,3.0227,cross,other
219.0318,1.5226,response,hit
220.5543,4.0226,blank2,other
224.5936,0.4226,cross,other
225.1162,1.5226,2_letters_different,other
226.6388,3.0227,cross,other
