onset,duration,trial_type,response
0.0229,10.0226,p_startup,other
10.0621,0.4226,cross,other
10.568,1.5226,2_letters_different,other
12.0906,3.0227,cross,other
16.6132,1.5226,response,miss
18.1358,2.0226,blank2,other
20.175,0.4226,cross,other
20.6977,1.5226,4_letters_different,other
22.2203,3.0227,cross,other
26.7429,1.5226,response,miss
28.2654,1.5226,blank2,other
29.8047,0.4226,cross,other
30.3273,1.5226,2_letters_different,other
31.8499,3.0227,cross,other
36.3724,1.5226,response,miss
37.895,2.0226,blank2,other
39.9343,0.4226,cross,other
40.4569,1.5226,4_letters_different,other
41.9794,3.0227,cross,other
46.502,1.5226,response,miss
48.0246,3.0226,blank2,other
51.0638,0.4226,cross,other
51.5865,1.5226,6_letters_same,other
53.1091,3.0227,cross,other
57.6316,1.5226,response,miss
59.1542,4.0226,blank2,other
63.1935,0.4226,cross,other
63.6994,1.5226,4_letters_different,other
65.222,3.0227,cross,other
69.7446,1.5226,response,miss
71.2672,4.0226,blank2,other
75.3064,0.4226,cross,other
75.829,1.5226,2_letters_different,other
77.3516,3.0227,cross,other
81.8742,1.5226,response,miss
83.3967,3.5226,blank2,other
86.936,0.4226,cross,other
87.4586,1.5226,4_letters_same,other
88.9812,3.0227,cross,other
93.5038,1.5226,response,miss
95.0263,3.0226,blank2,other
98.0656,0.4226,cross,other
98.5882,1.5226,2_letters_different,other
100.1108,3.0227,cross,other
104.6333,1.5226,response,miss
106.1559,1.0226,blank2,other
107.1952,0.4226,cross,other
107.7178,1.5226,2_letters_same,other
109.2403,3.0226,cross,other
113.7629,1.5226,response,miss
115.2855,2.0226,blank2,other
117.3248,0.4226,cross,other
117.8474,1.5226,4_letters_same,other
119.37,3.0227,cross,other
123.8925,1.5226,response,miss
125.4151,2.0226,blank2,other
127.4544,0.4226,cross,other
127.977,1.5227,2_letters_same,other
129.4996,3.0227,cross,other
134.0222,1.5226,response,miss
135.5448,1.5226,blank2,other
137.084,0.4226,cross,other
137.6066,1.5226,6_letters_same,other
139.1292,3.0227,cross,other
143.6518,1.5226,response,miss
145.1744,5.0226,blank2,other
150.2136,0.4226,cross,other
150.7196,1.5226,2_letters_same,other
152.2421,3.0227,cross,other
156.7647,1.5226,response,miss
158.2873,3.0226,blank2,other
161.3265,0.4226,cross,other
161.8491,1.5226,6_letters_different,other
163.3717,3.0227,cross,other
167.8942,1.5226,response,miss
169.4168,2.0226,blank2,other
171.4561,0.4226,cross,other
171.9787,1.5226,4_letters_same,other
173.5013,3.0227,cross,other
178.0239,1.5226,response,miss
179.5464,3.0226,blank2,other
182.5857,0.4226,cross,other
183.1083,1.5226,6_letters_same,other
184.6309,3.0227,cross,other
189.1535,1.5226,response,miss
190.676,1.5226,blank2,other
192.2153,0.4226,cross,other
192.7379,1.5226,6_letters_different,other
194.2605,3.0227,cross,other
198.783,1.5226,response,miss
200.3056,1.5226,blank2,other
201.8449,0.4226,cross,other
202.3675,1.5226,2_letters_same,other
203.89,3.0227,cross,other
208.4126,1.5226,response,miss
209.9352,2.0226,blank2,other
211.9745,0.4226,cross,other
212.4971,1.5226,6_letters_same,other
214.0196,3.0227,cross,other
218.5422,1.5226,response,miss
220.0648,1.5226,blank2,other
221.6041,0.4226,cross,other
222.1267,1.5226,4_letters_different,other
223.6492,3.0227,cross,other
228.1719,1.5226,response,miss
229.6944,1.5225,blank2,other
231.2336,0.4226,cross,other
231.7396,1.5226,6_letters_different,other
233.2621,3.0226,cross,other
237.7847,1.5226,response,miss
239.3073,1.0226,blank2,other
240.3465,0.4226,cross,other
240.8691,1.5226,6_letters_same,other
242.3917,3.0227,cross,other
246.9143,1.5226,response,miss
248.4368,3.0226,blank2,other
251.4761,0.4226,cross,other
251.9987,1.5226,6_letters_different,other
253.5213,3.0227,cross,other
258.0438,1.5226,response,miss
259.5664,2.0226,blank2,other
261.6057,0.4226,cross,other
262.1283,1.5226,4_letters_different,other
263.6509,3.0227,cross,other
268.1734,1.5226,response,miss
269.696,2.0226,blank2,other
271.7353,0.4226,cross,other
272.2579,1.5226,2_letters_same,other
273.7805,3.0226,cross,other
278.303,1.5226,response,miss
279.8256,4.0226,blank2,other
283.8649,0.4226,cross,other
284.3875,1.5226,6_letters_same,other
285.91,3.0227,cross,other
290.4326,1.5226,response,miss
291.9552,3.0226,blank2,other
294.9945,0.4226,cross,other
295.5171,1.5226,4_letters_different,other
297.0397,3.0227,cross,other
301.5623,1.5226,response,miss
303.0848,4.0226,blank2,other
307.1241,0.4226,cross,other
307.6467,1.5226,2_letters_same,other
309.1693,3.0227,cross,other
313.6919,1.5226,response,miss
315.2144,1.5226,blank2,other
