onset,duration,trial_type,response
0.0102,10.0031,p_startup,other
10.0299,0.4168,cross,other
10.5467,1.5171,2_letters_different,other
12.0638,3.0176,cross,other
16.5819,1.5171,response,hit
18.099,2.0173,blank2,other
20.133,0.4168,cross,other
20.6498,1.5171,4_letters_different,other
22.1669,3.0176,cross,other
26.685,1.5171,response,hit
28.2021,1.5171,blank2,other
29.7359,0.4168,cross,other
30.2528,1.5171,2_letters_different,other
31.7699,3.0176,cross,other
36.2879,1.5171,response,hit
37.8051,2.0173,blank2,other
39.839,0.4168,cross,other
40.3558,1.5171,4_letters_different,other
41.873,3.0176,cross,other
46.391,1.5171,response,hit
47.9082,3.0176,blank2,other
50.9424,0.4168,cross,other
51.4593,1.5171,6_letters_same,other
52.9764,3.0176,cross,other
57.4944,1.5171,response,hit
59.0116,4.0179,blank2,other
63.0461,0.4168,cross,other
63.563,1.5171,4_letters_different,other
65.0801,3.0176,cross,other
69.5981,1.5171,response,hit
71.1153,4.0179,blank2,other
75.1498,0.4168,cross,other
75.6667,1.5171,2_letters_different,other
77.1838,3.0176,cross,other
81.7019,1.5171,response,hit
83.219,3.5177,blank2,other
86.7534,0.4168,cross,other
87.2702,1.5171,4_letters_same,other
88.7874,3.0176,cross,other
93.3054,1.5171,response,hit
94.8225,3.0176,blank2,other
97.8568,0.4168,cross,other
98.3736,1.5171,2_letters_different,other
99.8908,3.0176,cross,other
104.4088,1.5171,response,hit
105.9259,1.017,blank2,other
106.9596,0.4168,cross,other
107.4764,1.5171,2_letters_same,other
108.9936,3.0176,cross,other
113.5116,1.5171,response,hit
115.0287,2.0173,blank2,other
117.0627,0.4168,cross,other
117.5795,1.5171,4_letters_same,other
119.0966,3.0176,cross,other
123.6147,1.5171,response,hit
125.1318,2.0173,blank2,other
127.1658,0.4168,cross,other
127.6826,1.5171,2_letters_same,other
129.1997,3.0176,cross,other
133.7178,1.5171,response,hit
135.2349,1.5171,blank2,other
136.7687,0.4168,cross,other
137.2856,1.5171,6_letters_same,other
138.8027,3.0176,cross,other
143.3207,1.5171,response,hit
144.8379,5.0182,blank2,other
149.8727,0.4168,cross,other
150.3896,1.5171,2_letters_same,other
151.9067,3.0176,cross,other
156.4248,1.5171,response,hit
157.9419,3.0176,blank2,other
160.9761,0.4168,cross,other
161.493,1.5171,6_letters_different,other
163.0101,3.0176,cross,other
167.5282,1.5171,response,hit
169.0453,2.0173,blank2,other
171.0792,0.4168,cross,other
171.5961,1.5171,4_letters_same,other
173.1132,3.0176,cross,other
177.6313,1.5171,response,hit
