onset,duration,trial_type,response
0.0257,10.0197,p_startup,other
10.0621,0.4168,cross,other
10.5789,1.5171,6_letters_same,other
12.096,3.0176,cross,other
16.6141,1.5171,response,hit
18.1312,1.5171,blank2,other
19.665,0.4168,cross,other
20.1818,1.5171,4_letters_different,other
21.699,3.0176,cross,other
26.217,1.5171,response,hit
27.7341,2.5174,blank2,other
30.2682,0.4168,cross,other
30.7851,1.5171,6_letters_different,other
32.3022,3.0176,cross,other
36.8202,1.5171,response,hit
38.3374,1.5171,blank2,other
39.8712,0.4168,cross,other
40.388,1.5171,2_letters_different,other
41.9051,3.0176,cross,other
46.4232,1.5171,response,hit
47.9403,2.0173,blank2,other
49.9743,0.4168,cross,other
50.4911,1.5171,6_letters_different,other
52.0082,3.0176,cross,other
56.5263,1.5171,response,hit
58.0434,4.518,blank2,other
62.5781,0.4168,cross,other
63.0949,1.5171,2_letters_different,other
64.6121,3.0176,cross,other
69.1301,1.5171,response,hit
70.6473,3.5177,blank2,other
74.1817,0.4168,cross,other
74.6985,1.5171,6_letters_same,other
76.2156,3.0176,cross,other
80.7337,1.5171,response,hit
82.2508,4.518,blank2,other
86.7855,0.4168,cross,other
87.3023,1.5171,4_letters_same,other
88.8195,3.0176,cross,other
93.3375,1.5171,response,hit
94.8547,1.017,blank2,other
95.8883,0.4168,cross,other
96.4051,1.5171,2_letters_different,other
97.9223,3.0176,cross,other
102.4403,1.5171,response,hit
103.9574,2.0173,blank2,other
105.9914,0.4168,cross,other
106.5082,1.5171,4_letters_same,other
108.0253,3.0176,cross,other
112.5434,1.5171,response,hit
114.0605,3.0176,blank2,other
117.0948,0.4168,cross,other
117.6116,1.5171,4_letters_different,other
119.1287,3.0176,cross,other
123.6468,1.5171,response,hit
125.1639,4.0179,blank2,other
129.1985,0.4168,cross,other
129.7153,1.5171,2_letters_same,other
131.2324,3.0176,cross,other
135.7505,1.5171,response,hit
137.2676,1.017,blank2,other
138.3013,0.4168,cross,other
138.8181,1.5171,6_letters_different,other
140.3352,3.0176,cross,other
144.8533,1.5171,response,hit
146.3704,3.0176,blank2,other
149.4047,0.4168,cross,other
149.9215,1.5171,6_letters_same,other
151.4386,3.0176,cross,other
155.9567,1.5171,response,hit
157.4738,1.5171,blank2,other
159.0076,0.4168,cross,other
159.5244,1.5171,6_letters_same,other
161.0416,3.0176,cross,other
165.5596,1.5171,response,hit
167.0767,2.0173,blank2,other
169.1107,0.4168,cross,other
169.6275,1.5171,2_letters_different,other
171.1446,3.0176,cross,other
175.6627,1.5171,response,hit
177.1798,4.0179,blank2,other
181.2144,0.4168,cross,other
181.7312,1.5171,2_letters_different,other
183.2483,3.0176,cross,other
187.7664,1.5171,response,hit
189.2835,1.5171,blank2,other
190.8173,0.4168,cross,other
191.3342,1.5171,6_letters_same,other
192.8513,3.0176,cross,other
197.3693,1.5171,response,hit
198.8865,2.0173,blank2,other
200.9204,0.4168,cross,other
201.4372,1.5171,4_letters_different,other
202.9544,3.0176,cross,other
207.4724,1.5171,response,hit
208.9896,3.0176,blank2,other
212.0238,0.4168,cross,other
212.5406,1.5171,6_letters_same,other
214.0578,3.0176,cross,other
218.5758,1.5171,response,hit
220.0929,4.0179,blank2,other
224.1275,0.4168,cross,other
224.6443,1.5171,2_letters_different,other
226.1615,3.0176,cross,other
230.6795,1.5171,response,hit
232.1967,2.5174,blank2,other
234.7308,0.4168,cross,other
235.2476,1.5171,4_letters_same,other
236.7647,3.0176,cross,other
241.2828,1.5171,response,hit
242.7999,1.017,blank2,other
243.8335,0.4168,cross,other
244.3504,1.5171,6_letters_different,other
245.8675,3.0176,cross,other
250.3855,1.5171,response,hit
251.9027,1.5171,blank2,other
253.4365,0.4168,cross,other
253.9533,1.5171,2_letters_same,other
255.4704,3.0176,cross,other
259.9885,1.5171,response,hit
261.5056,6.0185,blank2,other
267.5408,0.4168,cross,other
268.0576,1.5171,4_letters_same,other
269.5747,3.0176,cross,other
274.0928,1.5171,response,hit
275.6099,4.0179,blank2,other
279.6445,0.4168,cross,other
280.1613,1.5171,4_letters_different,other
281.6784,3.0176,cross,other
286.1965,1.5171,response,hit
287.7136,1.5171,blank2,other
289.2474,0.4168,cross,other
289.7643,1.5171,2_letters_same,other
291.2814,3.0176,cross,other
295.7994,1.5171,response,hit
297.3166,5.0182,blank2,other
302.3514,0.4168,cross,other
302.8683,1.5171,6_letters_different,other
304.3854,3.0176,cross,other
308.9034,1.5171,response,miss
310.4206,1.017,blank2,other
311.4542,0.4168,cross,other
311.971,1.5171,4_letters_same,other
313.4882,3.0176,cross,other
318.0062,1.5171,response,hit
319.5234,3.0176,blank2,other
322.5576,0.4168,cross,other
323.0744,1.5171,2_letters_same,other
