onset,duration,trial_type,response
0.0229,10.0226,p_startup,other
10.0621,0.4226,cross,other
10.568,1.5226,6_letters_same,other
12.0906,3.0227,cross,other
16.6132,1.5226,response,hit
18.1358,1.5226,blank2,other
19.675,0.4226,cross,other
20.181,1.5226,4_letters_different,other
21.7035,3.0227,cross,other
26.2261,1.5226,response,hit
27.7487,2.5226,blank2,other
30.2879,0.4226,cross,other
30.8106,1.5226,6_letters_different,other
32.3331,3.0227,cross,other
36.8557,1.5226,response,hit
38.3783,1.5226,blank2,other
39.9175,0.4226,cross,other
40.4401,1.5226,2_letters_different,other
41.9627,3.0227,cross,other
46.4853,1.5226,response,hit
48.0079,2.0226,blank2,other
50.0471,0.4226,cross,other
50.5697,1.5226,6_letters_different,other
52.0923,3.0227,cross,other
56.6149,1.5226,response,hit
58.1375,4.5226,blank2,other
62.6767,0.4226,cross,other
63.1994,1.5196,2_letters_different,other
64.719,3.0227,cross,other
69.2415,1.5226,response,hit
70.7641,3.5226,blank2,other
74.3034,0.4226,cross,other
74.8093,1.5226,6_letters_same,other
76.3319,3.0227,cross,other
80.8545,1.5226,response,hit
82.3771,4.5226,blank2,other
86.9163,0.4226,cross,other
87.4389,1.5226,4_letters_same,other
88.9615,3.0227,cross,other
93.4841,1.5226,response,hit
95.0067,1.0226,blank2,other
96.0459,0.4226,cross,other
96.5519,1.5226,2_letters_different,other
98.0744,3.0227,cross,other
102.597,1.5226,response,hit
104.1196,2.0226,blank2,other
106.1588,0.4226,cross,other
106.6814,1.5226,4_letters_same,other
108.204,3.0227,cross,other
112.7266,1.5226,response,hit
114.2492,3.0226,blank2,other
117.2884,0.4226,cross,other
117.811,1.5226,4_letters_different,other
119.3336,3.0227,cross,other
123.8562,1.5226,response,hit
125.3788,4.0226,blank2,other
129.4181,0.4226,cross,other
129.9407,1.5226,2_letters_same,other
131.4633,3.0227,cross,other
135.9859,1.5226,response,hit
137.5084,1.0226,blank2,other
138.5477,0.4226,cross,other
139.0703,1.5226,6_letters_different,other
140.5929,3.0227,cross,other
145.1154,1.5226,response,hit
146.638,3.0226,blank2,other
149.6772,0.4226,cross,other
150.1999,1.5226,6_letters_same,other
151.7225,3.0227,cross,other
156.2451,1.5226,response,hit
157.7677,1.5226,blank2,other
159.3069,0.4226,cross,other
159.8295,1.5226,6_letters_same,other
161.3521,3.0227,cross,other
165.8747,1.5226,response,hit
167.3973,2.0226,blank2,other
169.4366,0.4226,cross,other
169.9592,1.5226,2_letters_different,other
171.4818,3.0227,cross,other
176.0044,1.5226,response,hit
177.527,4.0226,blank2,other
181.5662,0.4226,cross,other
182.0889,1.5226,2_letters_different,other
183.6114,3.0227,cross,other
188.134,1.5226,response,hit
189.6566,1.5226,blank2,other
191.1959,0.4226,cross,other
191.7018,1.5226,6_letters_same,other
193.2244,3.0227,cross,other
197.747,1.5226,response,hit
199.2696,2.0226,blank2,other
201.3088,0.4226,cross,other
201.8314,1.5226,4_letters_different,other
203.354,3.0227,cross,other
207.8766,1.5226,response,hit
209.3992,3.0226,blank2,other
212.4384,0.4226,cross,other
212.9611,1.5226,6_letters_same,other
214.4836,3.0227,cross,other
219.0062,1.5226,response,hit
220.5288,4.0226,blank2,other
224.5681,0.4226,cross,other
225.0907,1.5226,2_letters_different,other
226.6132,3.0227,cross,other
231.1358,1.5226,response,hit
232.6584,2.5226,blank2,other
235.1976,0.4226,cross,other
235.7202,1.5226,4_letters_same,other
237.2428,3.0227,cross,other
241.7654,1.5226,response,hit
243.288,1.0226,blank2,other
244.3272,0.4147,cross,other
244.8419,1.5226,6_letters_different,other
246.3645,3.0227,cross,other
250.8871,1.5226,response,hit
252.4096,1.5226,blank2,other
253.9489,0.4226,cross,other
254.4715,1.5226,2_letters_same,other
255.9941,3.0227,cross,other
260.5167,1.5226,response,hit
262.0393,6.0226,blank2,other
268.0785,0.4226,cross,other
268.6012,1.5226,4_letters_same,other
270.1237,3.0227,cross,other
274.6463,1.5226,response,hit
276.1689,4.0226,blank2,other
280.2081,0.4226,cross,other
280.7307,1.5226,4_letters_different,other
282.2533,3.0227,cross,other
286.7759,1.5226,response,hit
288.2985,1.5226,blank2,other
289.8377,0.4226,cross,other
290.3603,1.5226,2_letters_same,other
291.8829,3.0227,cross,other
296.4055,1.5226,response,hit
297.9281,5.0226,blank2,other
302.9674,0.4226,cross,other
303.49,1.5226,6_letters_different,other
305.0126,3.0227,cross,other
309.5351,1.5226,response,hit
311.0577,1.0226,blank2,other
312.097,0.4226,cross,other
312.6196,1.5226,4_letters_same,other
314.1421,3.0227,cross,other
318.6647,1.5226,response,hit
320.1873,3.0226,blank2,other
