onset,duration,trial_type,response
0.0228,10.0226,p_startup,other
10.0621,0.4226,cross,other
10.568,1.5226,6_letters_same,other
12.0906,3.0227,cross,other
16.6132,1.5226,response,hit
18.1358,1.5226,blank2,other
19.675,0.4226,cross,other
20.1976,1.5226,4_letters_different,other
21.7202,3.0227,cross,other
26.2428,1.5226,response,hit
27.7654,2.5226,blank2,other
30.3047,0.4226,cross,other
30.8272,1.5226,6_letters_different,other
32.3498,3.0227,cross,other
36.8724,1.5226,response,miss
38.395,1.5226,blank2,other
39.9342,0.4226,cross,other
40.4568,1.5226,2_letters_different,other
41.9794,3.0227,cross,other
46.502,1.5226,response,hit
48.0246,2.0226,blank2,other
50.0638,0.4226,cross,other
50.5864,1.5226,6_letters_different,other
52.109,3.0226,cross,other
56.6316,1.5226,response,hit
58.1541,4.5226,blank2,other
62.6934,0.4226,cross,other
63.1993,1.5226,2_letters_different,other
64.7219,3.0227,cross,other
69.2445,1.5226,response,miss
70.767,3.5226,blank2,other
74.3063,0.4226,cross,other
74.8289,1.5226,6_letters_same,other
76.3515,3.0227,cross,other
80.8741,1.5226,response,miss
82.3967,4.5226,blank2,other
86.9359,0.4226,cross,other
87.4585,1.5226,4_letters_same,other
88.9811,3.0227,cross,other
93.5037,1.5226,response,hit
95.0263,1.0226,blank2,other
96.0655,0.4226,cross,other
96.5881,1.5226,2_letters_different,other
98.1107,3.0227,cross,other
102.6333,1.5226,response,hit
104.1559,2.0226,blank2,other
106.1951,0.4226,cross,other
106.7177,1.5226,4_letters_same,other
108.2403,3.0227,cross,other
112.7629,1.5226,response,miss
114.2855,3.0226,blank2,other
117.3247,0.4226,cross,other
117.8473,1.5226,4_letters_different,other
119.3699,3.0227,cross,other
123.8925,1.5226,response,hit
125.415,4.0226,blank2,other
129.4543,0.4226,cross,other
129.9769,1.5226,2_letters_same,other
131.4995,3.0227,cross,other
136.0221,1.5226,response,hit
137.5446,1.0226,blank2,other
138.5839,0.4226,cross,other
139.1065,1.5226,6_letters_different,other
140.6291,3.0227,cross,other
145.1517,1.5226,response,miss
146.6743,3.0226,blank2,other
149.7135,0.4226,cross,other
150.2361,1.5226,6_letters_same,other
151.7587,3.0227,cross,other
156.2812,1.5226,response,hit
157.8038,1.5226,blank2,other
159.3431,0.4226,cross,other
159.849,1.5226,6_letters_same,other
161.3716,3.0227,cross,other
165.8942,1.5226,response,hit
167.4167,2.0226,blank2,other
169.456,0.4226,cross,other
169.9786,1.5226,2_letters_different,other
171.5012,3.0227,cross,other
176.0237,1.5226,response,hit
177.5463,4.0226,blank2,other
181.5856,0.4226,cross,other
182.1082,1.5226,2_letters_different,other
