onset,duration,trial_type,response
184.5829,3.0227,cross,other
189.1055,1.5226,response,miss
190.6281,1.5226,blank2,other
192.1673,0.4226,cross,other
192.6899,1.5226,6_letters_different,other
194.2125,3.0227,cross,other
198.7351,1.5226,response,miss
200.2577,1.5226,blank2,other
201.797,0.4226,cross,other
202.3196,1.5226,2_letters_same,other
203.8421,3.0227,cross,other
208.3647,1.5226,response,miss
209.8873,2.0226,blank2,other
211.9265,0.4226,cross,other
212.4492,1.5226,6_letters_same,other
213.9717,3.0227,cross,other
218.4944,1.5226,response,miss
220.017,1.5226,blank2,other
221.5562,0.4226,cross,other
222.0788,1.5226,4_letters_different,other
223.6014,3.0227,cross,other
228.124,1.5226,response,miss
229.6465,1.5226,blank2,other
231.1858,0.4226,cross,other
231.7084,1.5226,6_letters_different,other
233.2309,3.0227,cross,other
237.7535,1.5226,response,miss
239.2761,1.0226,blank2,other
240.3153,0.4226,cross,other
240.8379,1.5226,6_letters_same,other
242.3605,3.0227,cross,other
246.8831,1.5226,response,miss
248.4056,3.0226,blank2,other
251.4449,0.4226,cross,other
251.9675,1.5226,6_letters_different,other
253.4901,3.0227,cross,other
258.0127,1.5226,response,miss
259.5352,2.0226,blank2,other
261.5745,0.4226,cross,other
262.0971,1.5226,4_letters_different,other
263.6197,3.0227,cross,other
268.1422,1.5226,response,miss
269.6648,2.0226,blank2,other
271.7041,0.4226,cross,other
272.21,1.5226,2_letters_same,other
273.7327,3.0227,cross,other
278.2552,1.5226,response,miss
279.7778,4.0226,blank2,other
283.817,0.4226,cross,other
284.3397,1.5226,6_letters_same,other
285.8622,3.0227,cross,other
290.3848,1.5226,response,miss
291.9074,3.0226,blank2,other
294.9466,0.4226,cross,other
295.4692,1.5226,4_letters_different,other
296.9918,3.0227,cross,other
301.5144,1.5226,response,miss
303.037,4.0226,blank2,other
307.0762,0.4226,cross,other
307.5988,1.5226,2_letters_same,other
309.1214,3.0227,cross,other
313.644,1.5226,response,miss
315.1666,1.5226,blank2,other
316.7058,0.4226,cross,other
317.2284,1.5226,4_letters_same,other
318.751,3.0227,cross,other
323.2702,1.5226,response,miss
324.7928,2.0226,blank2,other
326.832,0.4226,cross,other
327.338,1.5226,4_letters_same,other
328.8606,3.0227,cross,other
333.3831,1.5226,response,miss
334.9057,1.5226,blank2,other
336.445,0.4226,cross,other
336.9676,1.5226,4_letters_same,other
338.4902,3.0227,cross,other
343.0127,1.5226,response,miss
344.5353,3.5226,blank2,other
348.0746,0.4226,cross,other
348.5972,1.5226,6_letters_different,other
350.1197,3.0227,cross,other
354.6423,1.5226,response,miss
356.1649,2.0226,blank2,other
358.2042,0.4226,cross,other
358.7101,1.5226,2_letters_same,other
360.2327,3.0227,cross,other
364.7552,1.5226,response,miss
366.2778,1.5226,blank2,other
367.817,0.4226,cross,other
368.3397,1.5226,2_letters_different,other
369.8622,3.0227,cross,other
374.3848,1.5226,response,miss
375.9074,2.0226,blank2,other
377.9466,0.4226,cross,other
378.4693,1.5226,6_letters_same,other
379.9918,3.0227,cross,other
384.5145,1.5226,response,miss
386.0371,4.0226,blank2,other
