onset,duration,trial_type,response
0.0228,10.0226,p_startup,other
10.0621,0.4226,cross,other
10.568,1.5226,2_letters_different,other
12.0906,3.0226,cross,other
16.6132,1.5226,response,miss
18.1358,2.0226,blank2,other
20.175,0.4226,cross,other
20.6976,1.5226,4_letters_different,other
22.2202,3.0226,cross,other
26.7428,1.5226,response,miss
28.2654,1.5226,blank2,other
29.8046,0.4226,cross,other
30.3272,1.5226,2_letters_different,other
31.8498,3.0227,cross,other
36.3724,1.5226,response,miss
37.895,2.0226,blank2,other
39.9342,0.4226,cross,other
40.4402,1.5226,4_letters_different,other
41.9628,3.0227,cross,other
46.4854,1.5226,response,miss
48.0079,3.0226,blank2,other
51.0472,0.4226,cross,other
51.5698,1.5226,6_letters_same,other
53.0924,3.0227,cross,other
57.615,1.5226,response,miss
59.1376,4.0226,blank2,other
63.1768,0.4226,cross,other
63.6994,1.5226,4_letters_different,other
65.222,3.0227,cross,other
69.7446,1.5226,response,miss
71.2672,4.0226,blank2,other
75.3064,0.4226,cross,other
75.829,1.5226,2_letters_different,other
77.3516,3.0227,cross,other
81.8742,1.5078,response,miss
83.382,3.5226,blank2,other
86.9212,0.4227,cross,other
87.4272,1.5226,4_letters_same,other
88.9498,3.0227,cross,other
93.4724,1.5226,response,miss
94.995,3.0226,blank2,other
98.0342,0.4226,cross,other
98.5402,1.5226,2_letters_different,other
100.0627,3.0227,cross,other
104.5853,1.5226,response,miss
106.1079,1.0226,blank2,other
107.1472,0.4226,cross,other
107.6698,1.5226,2_letters_same,other
109.1924,3.0227,cross,other
113.7149,1.5226,response,miss
115.2375,2.0226,blank2,other
117.2767,0.4226,cross,other
117.7994,1.5226,4_letters_same,other
119.3219,3.0227,cross,other
123.8445,1.5226,response,miss
125.3671,2.0226,blank2,other
127.4064,0.4226,cross,other
127.929,1.5226,2_letters_same,other
129.4515,3.0227,cross,other
133.9741,1.5226,response,miss
135.4967,1.5226,blank2,other
137.0359,0.4226,cross,other
137.5585,1.5226,6_letters_same,other
139.0811,3.0227,cross,other
143.6037,1.5226,response,miss
145.1263,5.0226,blank2,other
150.1655,0.4226,cross,other
150.6882,1.5226,2_letters_same,other
152.2107,3.0227,cross,other
156.7333,1.5226,response,miss
158.2559,3.0226,blank2,other
161.2952,0.4226,cross,other
161.8178,1.5226,6_letters_different,other
163.3404,3.0227,cross,other
167.863,1.5226,response,miss
169.3855,2.0226,blank2,other
171.4248,0.4226,cross,other
171.9474,1.5226,4_letters_same,other
173.47,3.0227,cross,other
177.9926,1.5226,response,miss
179.5151,3.0226,blank2,other
182.5544,0.4226,cross,other
183.0603,1.5226,6_letters_same,other
