fname,chrom,block,id
color_stimuli/chromatic_203.png,chromatic,0,1
color_stimuli/chromatic_077.png,chromatic,0,2
color_stimuli/chromatic_184.png,chromatic,0,3
color_stimuli/chromatic_128.png,chromatic,0,4
color_stimuli/chromatic_113.png,chromatic,0,5
color_stimuli/chromatic_152.png,chromatic,0,6
color_stimuli/chromatic_159.png,chromatic,0,7
color_stimuli/chromatic_010.png,chromatic,0,8
color_stimuli/chromatic_196.png,chromatic,0,9
color_stimuli/chromatic_003.png,chromatic,0,10
color_stimuli/chromatic_003.png,chromatic,0,11
color_stimuli/chromatic_099.png,chromatic,0,12
color_stimuli/achromatic_044.png,achromatic,1,1
color_stimuli/achromatic_066.png,achromatic,1,2
color_stimuli/achromatic_167.png,achromatic,1,3
color_stimuli/achromatic_166.png,achromatic,1,4
color_stimuli/achromatic_152.png,achromatic,1,5
color_stimuli/achromatic_160.png,achromatic,1,6
color_stimuli/achromatic_001.png,achromatic,1,7
color_stimuli/achromatic_188.png,achromatic,1,8
color_stimuli/achromatic_020.png,achromatic,1,9
color_stimuli/achromatic_153.png,achromatic,1,10
color_stimuli/achromatic_125.png,achromatic,1,11
color_stimuli/achromatic_214.png,achromatic,1,12
color_stimuli/chromatic_213.png,chromatic,2,13
color_stimuli/chromatic_213.png,chromatic,2,14
color_stimuli/chromatic_194.png,chromatic,2,15
color_stimuli/chromatic_030.png,chromatic,2,16
color_stimuli/chromatic_013.png,chromatic,2,17
color_stimuli/chromatic_112.png,chromatic,2,18
color_stimuli/chromatic_074.png,chromatic,2,19
color_stimuli/chromatic_090.png,chromatic,2,20
color_stimuli/chromatic_176.png,chromatic,2,21
color_stimuli/chromatic_133.png,chromatic,2,22
color_stimuli/chromatic_142.png,chromatic,2,23
color_stimuli/chromatic_142.png,chromatic,2,24
color_stimuli/chromatic_109.png,chromatic,3,25
color_stimuli/chromatic_199.png,chromatic,3,26
color_stimuli/chromatic_134.png,chromatic,3,27
color_stimuli/chromatic_041.png,chromatic,3,28
color_stimuli/chromatic_004.png,chromatic,3,29
color_stimuli/chromatic_171.png,chromatic,3,30
color_stimuli/chromatic_171.png,chromatic,3,31
color_stimuli/chromatic_091.png,chromatic,3,32
color_stimuli/chromatic_054.png,chromatic,3,33
color_stimuli/chromatic_035.png,chromatic,3,34
color_stimuli/chromatic_024.png,chromatic,3,35
color_stimuli/chromatic_024.png,chromatic,3,36
color_stimuli/chromatic_065.png,chromatic,4,37
color_stimuli/chromatic_175.png,chromatic,4,38
color_stimuli/chromatic_020.png,chromatic,4,39
color_stimuli/chromatic_028.png,chromatic,4,40
color_stimuli/chromatic_166.png,chromatic,4,41
color_stimuli/chromatic_189.png,chromatic,4,42
color_stimuli/chromatic_053.png,chromatic,4,43
color_stimuli/chromatic_131.png,chromatic,4,44
color_stimuli/chromatic_201.png,chromatic,4,45
color_stimuli/chromatic_038.png,chromatic,4,46
color_stimuli/chromatic_033.png,chromatic,4,47
color_stimuli/chromatic_023.png,chromatic,4,48
color_stimuli/achromatic_155.png,achromatic,5,13
color_stimuli/achromatic_101.png,achromatic,5,14
color_stimuli/achromatic_061.png,achromatic,5,15
color_stimuli/achromatic_061.png,achromatic,5,16
color_stimuli/achromatic_154.png,achromatic,5,17
color_stimuli/achromatic_091.png,achromatic,5,18
color_stimuli/achromatic_168.png,achromatic,5,19
color_stimuli/achromatic_199.png,achromatic,5,20
color_stimuli/achromatic_199.png,achromatic,5,21
color_stimuli/achromatic_215.png,achromatic,5,22
color_stimuli/achromatic_039.png,achromatic,5,23
color_stimuli/achromatic_175.png,achromatic,5,24
color_stimuli/achromatic_045.png,achromatic,6,25
color_stimuli/achromatic_055.png,achromatic,6,26
color_stimuli/achromatic_018.png,achromatic,6,27
color_stimuli/achromatic_085.png,achromatic,6,28
color_stimuli/achromatic_065.png,achromatic,6,29
color_stimuli/achromatic_180.png,achromatic,6,30
color_stimuli/achromatic_123.png,achromatic,6,31
color_stimuli/achromatic_137.png,achromatic,6,32
color_stimuli/achromatic_145.png,achromatic,6,33
color_stimuli/achromatic_201.png,achromatic,6,34
color_stimuli/achromatic_032.png,achromatic,6,35
color_stimuli/achromatic_069.png,achromatic,6,36
color_stimuli/chromatic_066.png,chromatic,7,49
color_stimuli/chromatic_153.png,chromatic,7,50
color_stimuli/chromatic_014.png,chromatic,7,51
color_stimuli/chromatic_029.png,chromatic,7,52
color_stimuli/chromatic_089.png,chromatic,7,53
color_stimuli/chromatic_018.png,chromatic,7,54
color_stimuli/chromatic_116.png,chromatic,7,55
color_stimuli/chromatic_205.png,chromatic,7,56
color_stimuli/chromatic_141.png,chromatic,7,57
color_stimuli/chromatic_025.png,chromatic,7,58
color_stimuli/chromatic_115.png,chromatic,7,59
color_stimuli/chromatic_084.png,chromatic,7,60
color_stimuli/achromatic_036.png,achromatic,8,37
color_stimuli/achromatic_078.png,achromatic,8,38
color_stimuli/achromatic_172.png,achromatic,8,39
color_stimuli/achromatic_212.png,achromatic,8,40
color_stimuli/achromatic_015.png,achromatic,8,41
color_stimuli/achromatic_024.png,achromatic,8,42
color_stimuli/achromatic_149.png,achromatic,8,43
color_stimuli/achromatic_058.png,achromatic,8,44
color_stimuli/achromatic_058.png,achromatic,8,45
