fname,chrom,block,id
color_stimuli/chromatic_006.png,chromatic,26,166
color_stimuli/chromatic_068.png,chromatic,26,167
color_stimuli/chromatic_084.png,chromatic,26,168
color_stimuli/achromatic_063.png,achromatic,27,157
color_stimuli/achromatic_128.png,achromatic,27,158
color_stimuli/achromatic_105.png,achromatic,27,159
color_stimuli/achromatic_028.png,achromatic,27,160
color_stimuli/achromatic_073.png,achromatic,27,161
color_stimuli/achromatic_089.png,achromatic,27,162
color_stimuli/achromatic_149.png,achromatic,27,163
color_stimuli/achromatic_093.png,achromatic,27,164
color_stimuli/achromatic_041.png,achromatic,27,165
color_stimuli/achromatic_083.png,achromatic,27,166
color_stimuli/achromatic_043.png,achromatic,27,167
color_stimuli/achromatic_092.png,achromatic,27,168
color_stimuli/chromatic_121.png,chromatic,28,169
color_stimuli/chromatic_121.png,chromatic,28,170
color_stimuli/chromatic_195.png,chromatic,28,171
color_stimuli/chromatic_099.png,chromatic,28,172
color_stimuli/chromatic_215.png,chromatic,28,173
color_stimuli/chromatic_197.png,chromatic,28,174
color_stimuli/chromatic_091.png,chromatic,28,175
color_stimuli/chromatic_082.png,chromatic,28,176
color_stimuli/chromatic_174.png,chromatic,28,177
color_stimuli/chromatic_011.png,chromatic,28,178
color_stimuli/chromatic_119.png,chromatic,28,179
color_stimuli/chromatic_102.png,chromatic,28,180
color_stimuli/chromatic_035.png,chromatic,29,181
color_stimuli/chromatic_057.png,chromatic,29,182
color_stimuli/chromatic_169.png,chromatic,29,183
color_stimuli/chromatic_065.png,chromatic,29,184
color_stimuli/chromatic_001.png,chromatic,29,185
color_stimuli/chromatic_120.png,chromatic,29,186
color_stimuli/chromatic_207.png,chromatic,29,187
color_stimuli/chromatic_186.png,chromatic,29,188
color_stimuli/chromatic_042.png,chromatic,29,189
color_stimuli/chromatic_105.png,chromatic,29,190
color_stimuli/chromatic_132.png,chromatic,29,191
color_stimuli/chromatic_079.png,chromatic,29,192
color_stimuli/achromatic_018.png,achromatic,30,169
color_stimuli/achromatic_145.png,achromatic,30,170
color_stimuli/achromatic_158.png,achromatic,30,171
color_stimuli/achromatic_150.png,achromatic,30,172
color_stimuli/achromatic_039.png,achromatic,30,173
color_stimuli/achromatic_167.png,achromatic,30,174
color_stimuli/achromatic_085.png,achromatic,30,175
color_stimuli/achromatic_085.png,achromatic,30,176
color_stimuli/achromatic_111.png,achromatic,30,177
color_stimuli/achromatic_066.png,achromatic,30,178
color_stimuli/achromatic_117.png,achromatic,30,179
color_stimuli/achromatic_044.png,achromatic,30,180
color_stimuli/achromatic_140.png,achromatic,31,181
color_stimuli/achromatic_101.png,achromatic,31,182
color_stimuli/achromatic_069.png,achromatic,31,183
color_stimuli/achromatic_002.png,achromatic,31,184
color_stimuli/achromatic_084.png,achromatic,31,185
color_stimuli/achromatic_017.png,achromatic,31,186
color_stimuli/achromatic_017.png,achromatic,31,187
color_stimuli/achromatic_216.png,achromatic,31,188
color_stimuli/achromatic_029.png,achromatic,31,189
color_stimuli/achromatic_029.png,achromatic,31,190
color_stimuli/achromatic_030.png,achromatic,31,191
color_stimuli/achromatic_201.png,achromatic,31,192
color_stimuli/achromatic_103.png,achromatic,32,193
color_stimuli/achromatic_067.png,achromatic,32,194
color_stimuli/achromatic_025.png,achromatic,32,195
color_stimuli/achromatic_176.png,achromatic,32,196
color_stimuli/achromatic_214.png,achromatic,32,197
color_stimuli/achromatic_116.png,achromatic,32,198
color_stimuli/achromatic_168.png,achromatic,32,199
color_stimuli/achromatic_091.png,achromatic,32,200
color_stimuli/achromatic_120.png,achromatic,32,201
color_stimuli/achromatic_035.png,achromatic,32,202
color_stimuli/achromatic_112.png,achromatic,32,203
color_stimuli/achromatic_129.png,achromatic,32,204
color_stimuli/chromatic_017.png,chromatic,33,193
color_stimuli/chromatic_038.png,chromatic,33,194
color_stimuli/chromatic_133.png,chromatic,33,195
color_stimuli/chromatic_053.png,chromatic,33,196
color_stimuli/chromatic_164.png,chromatic,33,197
color_stimuli/chromatic_198.png,chromatic,33,198
color_stimuli/chromatic_128.png,chromatic,33,199
color_stimuli/chromatic_128.png,chromatic,33,200
color_stimuli/chromatic_028.png,chromatic,33,201
color_stimuli/chromatic_183.png,chromatic,33,202
color_stimuli/chromatic_114.png,chromatic,33,203
color_stimuli/chromatic_203.png,chromatic,33,204
color_stimuli/achromatic_189.png,achromatic,34,205
color_stimuli/achromatic_136.png,achromatic,34,206
color_stimuli/achromatic_190.png,achromatic,34,207
color_stimuli/achromatic_080.png,achromatic,34,208
color_stimuli/achromatic_181.png,achromatic,34,209
color_stimuli/achromatic_126.png,achromatic,34,210
color_stimuli/achromatic_197.png,achromatic,34,211
color_stimuli/achromatic_034.png,achromatic,34,212
color_stimuli/achromatic_203.png,achromatic,34,213
color_stimuli/achromatic_000.png,achromatic,34,214
color_stimuli/achromatic_036.png,achromatic,34,215
color_stimuli/achromatic_133.png,achromatic,34,216
color_stimuli/chromatic_151.png,chromatic,35,205
color_stimuli/chromatic_151.png,chromatic,35,206
color_stimuli/chromatic_202.png,chromatic,35,207
color_stimuli/chromatic_031.png,chromatic,35,208
color_stimuli/chromatic_213.png,chromatic,35,209
color_stimuli/chromatic_127.png,chromatic,35,210
color_stimuli/chromatic_185.png,chromatic,35,211
color_stimuli/chromatic_009.png,chromatic,35,212
color_stimuli/chromatic_193.png,chromatic,35,213
color_stimuli/chromatic_032.png,chromatic,35,214
color_stimuli/chromatic_167.png,chromatic,35,215
color_stimuli/chromatic_142.png,chromatic,35,216
