onset,duration,trial_type,response
0.0234,2.523,change_to_25,other
3.0489,2.0231,20,hit
5.5745,2.0231,20,hit
8.1003,2.0231,20,hit
10.6259,2.0231,20,hit
13.1516,2.0226,20,hit
15.1908,2.5231,change_to_15,other
18.2165,2.0231,10,hit
20.7422,2.0226,10,incorrect
23.2897,2.0226,10,hit
25.8372,2.0231,10,hit
28.3628,2.0228,10,hit
30.3856,2.523,change_to_35,other
33.4111,2.0233,30,hit
35.937,2.0226,30,hit
38.4844,2.0233,30,hit
41.0102,2.0226,30,hit
43.5576,2.0228,30,hit
45.5804,20.0228,Bfix,other
65.6032,2.5231,change_to_15,other
68.6289,2.023,10,miss
71.1544,2.0231,10,hit
73.6801,2.0226,10,hit
76.2277,2.0231,10,hit
78.7533,2.0228,10,hit
80.7761,2.5226,change_to_35,other
83.8236,2.023,30,hit
86.3491,2.0231,30,hit
88.8747,2.0231,30,hit
91.4003,2.023,30,hit
93.926,2.0228,30,hit
95.9488,2.5226,change_to_25,other
98.9962,2.0226,20,hit
101.5436,2.0226,20,hit
104.0911,2.0226,20,hit
106.6385,2.0231,20,hit
109.1641,2.0228,20,hit
111.1869,20.0228,Bfix,other
131.2097,2.523,change_to_35,other
134.2351,2.0231,30,hit
136.7607,2.0231,30,hit
139.2863,2.0231,30,hit
141.812,2.0232,30,hit
144.3378,2.0228,30,hit
146.3606,2.5231,change_to_15,other
149.3859,2.0226,10,incorrect
151.9333,2.023,10,hit
154.459,2.0231,10,hit
156.9846,2.0231,10,hit
159.5102,2.0228,10,hit
161.533,2.5231,change_to_25,other
164.5585,2.023,20,hit
167.0841,2.023,20,hit
169.6097,2.023,20,hit
172.1353,2.0231,20,hit
174.6609,2.0226,20,hit
176.7001,20.0226,Bfix,other
196.7394,2.5232,change_to_15,other
199.765,2.023,10,hit
202.2906,2.0231,10,hit
204.8159,2.0231,10,hit
207.3415,2.023,10,hit
209.8671,2.0228,10,hit
211.8899,2.5231,change_to_25,other
214.9155,2.0231,20,hit
217.4412,2.0226,20,hit
219.9885,2.0231,20,hit
222.5142,2.0231,20,hit
225.0399,2.0226,20,hit
227.0792,2.5231,change_to_35,other
230.1045,2.0231,30,hit
232.6302,2.0231,30,hit
235.1558,2.0226,30,hit
237.7033,2.0231,30,hit
240.2288,2.0226,30,hit
242.268,20.0228,Bfix,other
262.2909,2.5226,change_to_25,other
265.338,2.0231,20,hit
267.8637,2.0231,20,hit
270.3893,2.0231,20,hit
272.9147,2.023,20,hit
275.4401,2.0228,20,hit
277.4629,2.5231,change_to_35,other
280.4885,2.0231,30,hit
283.0141,2.0231,30,hit
285.5397,2.0231,30,hit
288.0654,2.0226,30,hit
290.6128,2.0228,30,hit
292.6356,2.5226,change_to_15,other
295.683,2.0231,10,hit
298.2086,2.0231,10,incorrect
300.7342,2.023,10,hit
303.2598,2.0231,10,hit
305.7853,2.0227,10,hit
307.808,20.0228,Bfix,other
327.8308,2.5231,change_to_35,other
330.8565,2.0231,30,hit
333.3821,2.0231,30,hit
335.9077,2.023,30,hit
338.4334,2.0231,30,hit
340.9591,2.0226,30,hit
342.9983,2.5231,change_to_25,other
346.0239,2.0231,20,hit
348.5496,2.023,20,hit
351.0752,2.023,20,hit
353.6008,2.0231,20,hit
356.1265,2.0228,20,hit
358.1493,2.523,change_to_15,other
361.1748,2.023,10,hit
363.7005,2.023,10,hit
366.226,2.0226,10,hit
368.7732,2.023,10,hit
371.2989,2.0227,10,hit
373.3215,7.2352,Bfix,other
