onset,duration,trial_type,response
1.0459,2.5234,change_to_25,other
4.0718,2.0226,20,miss
6.6194,2.0226,20,miss
9.1672,2.0231,20,miss
11.6928,2.023,20,miss
14.2185,2.0229,20,miss
16.2413,2.523,change_to_15,other
19.267,2.0231,10,miss
21.7927,2.023,10,miss
24.3183,2.023,10,miss
26.8438,2.0226,10,miss
29.3912,2.0228,10,miss
31.414,2.523,change_to_35,other
34.4396,2.0236,30,miss
36.9659,2.0231,30,miss
39.4915,2.0235,30,miss
42.0176,2.0233,30,miss
44.5435,2.0228,30,miss
46.5663,20.0226,Bfix,other
66.6055,2.5231,change_to_25,other
69.6312,2.0226,20,miss
72.1786,2.0228,20,miss
74.7048,2.0231,20,miss
77.2306,2.0231,20,miss
79.7563,2.0226,20,miss
81.7955,2.5226,change_to_15,other
84.843,2.0234,10,miss
87.369,2.0231,10,miss
89.8947,2.0231,10,miss
92.4203,2.0226,10,miss
94.9679,2.0226,10,miss
97.0071,2.5226,change_to_35,other
100.0546,2.023,30,miss
102.5801,2.023,30,miss
105.1057,2.0231,30,miss
107.6314,2.0234,30,miss
110.1574,2.0227,30,miss
112.18,20.0228,Bfix,other
132.2028,2.5231,change_to_35,other
135.2286,2.023,30,miss
137.7542,2.0231,30,miss
140.2797,2.0234,30,miss
142.8058,2.0233,30,miss
145.3317,2.0228,30,miss
147.3545,2.5231,change_to_25,other
150.3801,2.0231,20,miss
152.9059,2.0231,20,miss
155.4315,2.0231,20,miss
157.9571,2.0231,20,miss
160.4827,2.0228,20,miss
162.5056,2.523,change_to_15,other
165.5312,2.023,10,miss
168.0568,2.023,10,miss
170.5823,2.0226,10,miss
173.1297,2.023,10,miss
175.6553,2.0227,10,miss
177.6779,20.0228,Bfix,other
197.7007,2.523,change_to_25,other
200.7262,2.0226,20,miss
203.2738,2.023,20,miss
205.7994,2.0231,20,miss
208.3251,2.0231,20,miss
210.8509,2.0228,20,miss
212.8737,2.5226,change_to_15,other
215.9211,2.0231,10,miss
218.4469,2.0226,10,miss
220.9942,2.023,10,miss
223.5198,2.0231,10,miss
226.0454,2.0226,10,miss
228.0846,2.5231,change_to_35,other
231.1077,2.0226,30,miss
233.6551,2.0226,30,miss
236.2027,2.0226,30,miss
238.7505,2.023,30,miss
241.2761,2.0227,30,miss
243.2988,20.0228,Bfix,other
263.3216,2.523,change_to_15,other
266.3472,2.023,10,miss
268.8727,2.0231,10,miss
271.3983,2.0231,10,miss
273.924,2.0226,10,miss
276.4715,2.0228,10,miss
278.4943,2.523,change_to_35,other
281.52,2.023,30,miss
284.0455,2.023,30,miss
286.571,2.0231,30,miss
289.0967,2.0178,30,miss
291.6223,2.0228,30,miss
293.6451,2.5231,change_to_25,other
296.6705,2.023,20,miss
299.1963,2.0226,20,miss
301.7435,2.0231,20,miss
304.2691,2.0226,20,miss
306.8166,2.0227,20,miss
308.8393,20.0228,Bfix,other
328.8621,2.5231,change_to_35,other
331.8877,2.0226,30,miss
334.4352,2.0231,30,miss
336.9608,2.0226,30,miss
339.5081,2.0226,30,miss
342.0555,2.0228,30,miss
344.0783,2.5231,change_to_25,other
347.104,2.0231,20,miss
349.6296,2.023,20,miss
352.1551,2.023,20,miss
354.6806,2.0231,20,miss
357.2061,2.0229,20,miss
359.2289,2.5231,change_to_15,other
362.2545,2.0226,10,miss
364.802,2.023,10,miss
367.3276,2.023,10,miss
369.8532,2.0226,10,miss
372.4003,2.0226,10,miss
374.4396,7.227,Bfix,other
