onset,duration,trial_type,response
1.0458,2.5234,change_to_25,other
4.0718,2.0231,20,hit
6.5975,2.0226,20,hit
9.1452,2.0231,20,hit
11.6708,2.023,20,hit
14.1965,2.0228,20,hit
16.2193,2.523,change_to_15,other
19.2452,2.0231,10,hit
21.7708,2.023,10,hit
24.2963,2.0231,10,hit
26.8219,2.0231,10,hit
29.3475,2.0228,10,hit
31.3704,2.5231,change_to_35,other
34.396,2.0236,30,hit
36.9223,2.0231,30,hit
39.4479,2.0235,30,hit
41.974,2.0234,30,hit
44.5,2.0228,30,hit
46.5228,20.0226,Bfix,other
66.5621,2.5231,change_to_25,other
69.5877,2.0231,20,hit
72.1134,2.0228,20,hit
74.6395,2.0231,20,hit
77.1651,2.0231,20,hit
79.6907,2.0228,20,hit
81.7135,2.5231,change_to_15,other
84.7391,2.0233,10,hit
87.265,2.0231,10,hit
89.7906,2.0231,10,incorrect
92.3162,2.0231,10,hit
94.8419,2.0226,10,hit
96.8811,2.5231,change_to_35,other
99.9067,2.0231,30,hit
102.4323,2.023,30,hit
104.9581,2.0231,30,hit
107.4837,2.0234,30,hit
110.0097,2.0227,30,hit
112.0324,20.0228,Bfix,other
132.0552,2.5231,change_to_35,other
135.0809,2.0231,30,hit
137.6066,2.0231,30,hit
140.1322,2.0233,30,hit
142.6578,2.0234,30,hit
145.1838,2.0229,30,hit
147.2066,2.523,change_to_25,other
150.2322,2.0226,20,incorrect
152.7797,2.0231,20,hit
155.3052,2.0231,20,hit
157.8309,2.023,20,hit
160.3565,2.0226,20,hit
162.3958,2.523,change_to_15,other
165.4213,2.023,10,hit
167.9469,2.0231,10,hit
170.4723,2.0231,10,hit
172.9979,2.023,10,hit
175.5235,2.0227,10,hit
177.5462,20.0228,Bfix,other
197.569,2.523,change_to_25,other
200.5945,2.0226,20,incorrect
203.142,2.0226,20,hit
205.6894,2.0231,20,hit
208.2151,2.0231,20,hit
210.7408,2.0228,20,hit
212.7636,2.5231,change_to_15,other
215.7892,2.023,10,hit
218.3148,2.0226,10,hit
220.8622,2.0226,10,hit
223.4097,2.023,10,hit
225.9353,2.0226,10,hit
227.9745,2.5231,change_to_35,other
231.0002,2.0231,30,hit
233.5259,2.023,30,hit
236.0513,2.0234,30,hit
238.5773,2.0231,30,hit
241.103,2.0227,30,hit
243.1257,20.0228,Bfix,other
263.1485,2.523,change_to_15,other
266.174,2.0231,10,hit
268.6997,2.0226,10,hit
271.2471,2.0231,10,hit
273.7727,2.023,10,hit
276.2983,2.0228,10,hit
278.3211,2.523,change_to_35,other
281.3468,2.0231,30,hit
283.8725,2.0226,30,hit
286.4197,2.0231,30,hit
288.9454,2.0232,30,hit
291.471,2.0229,30,hit
293.4938,2.5231,change_to_25,other
296.5195,2.0231,20,hit
299.0452,2.0231,20,hit
301.5708,2.0226,20,hit
304.1182,2.0231,20,hit
306.6439,2.0227,20,hit
308.6666,20.0226,Bfix,other
328.7058,2.523,change_to_35,other
331.7314,2.0231,30,hit
334.2571,2.0231,30,hit
336.7827,2.0231,30,hit
339.3084,2.0231,30,hit
341.8341,2.0228,30,hit
343.8569,2.5231,change_to_25,other
346.8824,2.023,20,hit
349.4076,2.0226,20,hit
351.9547,2.0231,20,hit
354.4804,2.023,20,hit
357.006,2.0228,20,hit
359.0288,2.5232,change_to_15,other
362.0545,2.0231,10,hit
364.5801,2.0231,10,hit
367.1056,2.023,10,hit
369.6312,2.0231,10,hit
372.1568,2.0227,10,hit
374.1795,7.2026,Bfix,other
