onset,duration,trial_type,response
1.046,2.5234,start_pseudoword,other
4.072,2.0231,pseudoword,hit
6.5975,2.0234,pseudoword,hit
9.1235,2.023,pseudoword,hit
11.6492,2.023,pseudoword,hit
14.1747,2.0228,pseudoword,hit
16.1975,2.523,start_word,other
19.2231,2.0233,word,hit
21.7492,2.0231,word,hit
24.2751,2.023,word,hit
26.8008,2.0231,word,hit
29.3266,2.0228,word,hit
31.3494,2.523,start_random_string,other
34.3751,2.0226,random_string,hit
36.9233,2.0231,random_string,hit
39.449,2.0236,random_string,hit
41.9751,2.0234,random_string,hit
44.5012,2.0228,random_string,hit
46.524,20.0228,Bfix,other
66.5468,2.523,start_pseudoword,other
69.5722,2.0226,pseudoword,hit
72.1199,2.0228,pseudoword,hit
74.6462,2.0231,pseudoword,hit
77.1719,2.0226,pseudoword,hit
79.7197,2.0228,pseudoword,hit
81.7425,2.5231,start_word,other
84.7683,2.0226,word,hit
87.3158,2.0231,word,incorrect
89.8413,2.0231,word,hit
92.3671,2.023,word,hit
94.8928,2.0226,word,hit
96.932,2.5231,start_random_string,other
99.9578,2.0231,random_string,hit
102.4836,2.0231,random_string,hit
105.009,2.0226,random_string,hit
107.5565,2.0234,random_string,hit
110.0825,2.0227,random_string,hit
112.1052,20.0226,Bfix,other
132.1445,2.5231,start_random_string,other
135.1702,2.023,random_string,hit
137.6959,2.0226,random_string,hit
140.2434,2.0226,random_string,hit
142.7914,2.0234,random_string,hit
145.3174,2.0228,random_string,hit
147.3402,2.5226,start_pseudoword,other
150.3875,2.0231,pseudoword,hit
152.9132,2.023,pseudoword,hit
155.4389,2.0231,pseudoword,hit
157.9646,2.0226,pseudoword,hit
160.5122,2.0228,pseudoword,hit
162.535,2.523,start_word,other
165.5608,2.0231,word,hit
168.0865,2.0226,word,hit
170.6341,2.0231,word,hit
173.16,2.0231,word,incorrect
175.6857,2.0227,word,hit
177.7084,20.0226,Bfix,other
197.7477,2.5231,start_pseudoword,other
200.7735,2.0226,pseudoword,hit
203.321,2.0231,pseudoword,hit
205.8468,2.0231,pseudoword,hit
208.3725,2.0226,pseudoword,hit
210.92,2.0228,pseudoword,hit
212.9428,2.523,start_word,other
215.9685,2.0232,word,hit
218.4945,2.0231,word,hit
221.02,2.023,word,hit
223.5454,2.0226,word,hit
226.093,2.0226,word,hit
228.1323,2.5232,start_random_string,other
231.1581,2.0231,random_string,hit
233.6837,2.023,random_string,hit
236.2094,2.0226,random_string,hit
238.7575,2.023,random_string,hit
241.2833,2.0226,random_string,hit
243.3226,20.0228,Bfix,other
263.3454,2.523,start_word,other
266.3711,2.0231,word,hit
268.8968,2.023,word,hit
271.4222,2.0231,word,hit
273.9481,2.0231,word,hit
276.4735,2.0228,word,hit
278.4963,2.523,start_random_string,other
281.5219,2.023,random_string,hit
284.0477,2.0231,random_string,hit
286.5734,2.0226,random_string,hit
289.1208,2.0231,random_string,hit
291.6466,2.0228,random_string,hit
293.6694,2.5231,start_pseudoword,other
296.6952,2.023,pseudoword,hit
299.221,2.0231,pseudoword,hit
301.7467,2.0231,pseudoword,hit
304.2725,2.0231,pseudoword,hit
306.798,2.0226,pseudoword,hit
308.8373,20.0228,Bfix,other
328.86,2.523,start_random_string,other
331.8857,2.0226,random_string,hit
334.4335,2.0231,random_string,hit
336.9593,2.0231,random_string,hit
339.4852,2.0226,random_string,hit
342.0327,2.0228,random_string,hit
344.0555,2.5226,start_pseudoword,other
347.1032,2.0231,pseudoword,hit
349.6292,2.0226,pseudoword,hit
352.1772,2.023,pseudoword,hit
354.703,2.0226,pseudoword,hit
357.2507,2.0228,pseudoword,hit
359.2735,2.523,start_word,other
362.2992,2.0226,word,hit
364.8468,2.0226,word,hit
367.3945,2.0231,word,hit
369.9203,2.0226,word,hit
372.468,2.0226,word,hit
374.5073,7.1565,Bfix,other
