onset,duration,trial_type,response
0.0234,2.5231,change_to_25,other
3.0489,2.0226,20,miss
5.5964,2.023,20,miss
8.1219,2.0226,20,miss
10.6694,2.0231,20,miss
13.195,2.0228,20,miss
15.2178,2.5226,change_to_15,other
18.2652,2.0231,10,miss
20.7909,2.0226,10,miss
23.3384,2.0231,10,miss
25.864,2.0096,10,miss
28.3896,2.0228,10,miss
30.4124,2.5226,change_to_35,other
33.4596,2.0234,30,miss
35.9856,2.0231,30,miss
38.5112,2.0234,30,miss
41.0371,2.0226,30,miss
43.5845,2.0226,30,miss
45.6238,20.0228,Bfix,other
65.6465,2.5226,change_to_15,other
68.6941,2.023,10,miss
71.2196,2.0232,10,miss
73.7451,2.023,10,miss
76.2706,2.0231,10,miss
78.7962,2.0228,10,miss
80.819,2.5226,change_to_35,other
83.8665,2.023,30,miss
86.3922,2.023,30,miss
88.9177,2.0232,30,miss
91.4434,2.023,30,miss
93.9689,2.0228,30,miss
95.9918,2.5231,change_to_25,other
99.0173,2.0231,20,miss
101.543,2.0231,20,miss
104.0684,2.023,20,miss
106.594,2.0231,20,miss
109.1197,2.0227,20,miss
111.1423,20.0228,Bfix,other
131.1651,2.523,change_to_35,other
134.1907,2.0226,30,miss
136.7382,2.0231,30,miss
139.2638,2.0226,30,miss
141.8112,2.0231,30,miss
144.337,2.0228,30,miss
146.3598,2.523,change_to_15,other
149.3854,2.023,10,miss
151.9108,2.0231,10,miss
154.4364,2.0231,10,miss
156.9621,2.0231,10,miss
159.4878,2.0228,10,miss
161.5106,2.5231,change_to_25,other
164.5363,2.0226,20,miss
167.0837,2.0231,20,miss
169.6093,2.023,20,miss
172.1348,2.0231,20,miss
174.6605,2.0227,20,miss
176.6832,20.0226,Bfix,other
196.7225,2.5232,change_to_15,other
199.7482,2.0226,10,miss
202.2954,2.0231,10,miss
204.8212,2.0231,10,miss
207.3469,2.0231,10,miss
209.8725,2.0228,10,miss
211.8953,2.5231,change_to_25,other
214.921,2.0231,20,miss
217.4467,2.0226,20,miss
219.9938,2.0231,20,miss
222.5194,2.023,20,miss
225.045,2.0226,20,miss
227.0842,2.523,change_to_35,other
230.1099,2.0231,30,miss
232.6354,2.0231,30,miss
235.161,2.023,30,miss
237.6865,2.0231,30,miss
240.2122,2.0226,30,miss
242.2515,20.0226,Bfix,other
262.2907,2.5232,change_to_25,other
265.3164,2.0231,20,miss
267.8466,2.0231,20,miss
270.3723,2.0231,20,miss
272.898,2.0231,20,miss
275.4236,2.0226,20,miss
277.4629,2.5226,change_to_35,other
280.5101,2.0231,30,miss
283.0358,2.0226,30,miss
285.5833,2.0226,30,miss
288.1306,2.0231,30,miss
290.6563,2.0228,30,miss
292.6791,2.5231,change_to_15,other
295.7047,2.023,10,miss
298.2302,2.0231,10,miss
300.7558,2.0231,10,miss
303.2814,2.0231,10,miss
305.8068,2.0227,10,miss
307.8295,20.0259,Bfix,other
327.8554,2.5231,change_to_35,other
330.881,2.0226,30,miss
333.4286,2.0226,30,miss
335.9761,2.0231,30,miss
338.5017,2.0231,30,miss
341.0274,2.0226,30,miss
343.0666,2.5231,change_to_25,other
346.0923,2.0231,20,miss
348.6179,2.023,20,miss
351.1434,2.023,20,miss
353.6691,2.0231,20,miss
356.1946,2.0226,20,miss
358.2338,2.5231,change_to_15,other
361.2595,2.023,10,miss
363.7851,2.023,10,miss
366.3106,2.0226,10,miss
368.8581,2.0231,10,miss
371.3836,2.0227,10,miss
373.4063,7.1811,Bfix,other
