Number,0
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.022054,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.036840,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.053753,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.071518,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.087994,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.104756,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.121651,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.138233,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.155793,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.170668,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.187737,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.204897,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.228859,Practice started
EVENT,0.230630,Start displaying intro screen
POSITION,0.347637,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.389672,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.432905,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.475859,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.519753,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.562986,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.611287,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.662229,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.709212,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.753371,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.798762,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.842590,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.886860,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.930926,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.974405,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.017977,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.061586,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.106066,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.149618,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.200395,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.250356,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.294108,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.341580,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.385349,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.431001,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.476692,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.522825,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.568984,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.612710,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.659370,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,1.705432,End displaying intro screen
EVENT,1.706219,"['Starting trial', (0, 3, 1, 'exp')]"
EVENT,1.707497,"['Setting viewpoint position to', '[-29.045, 0.269, 10.405]']"
EVENT,1.708518,Rotating to intersection center
POSITION,1.709549,-29.045,2.069,10.405,90.000,0.000,-0.000
EVENT,1.753979,"['Displaying experimental cue to target', 'church']"
POSITION,1.754880,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,1.798871,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,1.839870,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,1.880342,-29.045,2.069,10.405,108.313,0.000,-0.000
POSITION,1.921501,-29.045,2.069,10.405,108.313,0.000,-0.000
