Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,2,1,1,1,323.349,330.706,7.357,1,1.422338,6.818362,14.043465,7.225103,14.052354,1.600876
1,1,3,1,1,269.515,267.238,-2.277,None,254.317753,259.418652,262.176211,2.757559,262.191925,3.702114
2,1,1,3,0,8.01,5.673,-2.337,None,267.087708,272.236055,273.716566,1.480511,273.733757,1.876782
3,1,2,0,0,333.14,1.098,27.958,None,276.832353,282.410969,288.351521,5.940552,288.367474,4.441476
4,1,1,0,0,0.742,5.673,4.931,None,293.999180,299.090851,301.352927,2.262076,301.370345,3.768982
5,1,0,1,1,67.084,230.29,163.206,None,306.337126,311.086953,314.913424,3.826471,314.930572,2.603387
6,1,1,1,0,358.815,5.673,6.858,None,318.766725,323.940962,328.494815,4.553853,328.510688,4.832937
7,1,0,0,1,250.088,230.29,-19.798,None,334.564168,340.162847,345.758699,5.595852,345.774158,2.889891
8,1,2,1,0,259.086,1.098,102.012,None,349.959946,354.981942,357.385747,2.403805,357.403454,1.961594
9,2,2,3,3,123.065,133.004,9.94,1,360.694135,365.538889,369.058049,3.51916,369.072424,4.844262
9,2,3,0,0,225.845,225.759,-0.086,1,375.138308,380.544651,383.844663,3.300012,383.856199,3.497701
9,2,0,1,0,206.838,213.264,6.426,1,388.604339,393.418362,395.325194,1.906832,395.333744,3.622625
9,2,1,2,1,325.499,330.706,5.207,1,400.208964,405.192818,406.640094,1.447276,406.648887,2.563516
