Number,9
Initials,[]
Gender,[]
Age,[]
Data type,Time,sPos (x),sPos (y), sPos(z),View Angle,jPos (x),jPos (z)
POSITION,0.237375,0.000,1.800,-0.000,90.000,0.000,-0.000
EVENT,0.248871,Practice started
EVENT,0.249859,Start displaying intro screen
POSITION,0.358679,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.428575,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.499591,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.569697,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.647476,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.723140,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.797753,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.885717,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,0.959543,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.033381,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.111367,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.185367,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.262779,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.336650,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.411035,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.485500,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.560604,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.634346,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.708575,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.783084,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.857222,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,1.943174,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.018114,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.101896,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.181239,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.254773,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.329510,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.403834,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.478421,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.552551,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.626557,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.700951,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.775358,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.849408,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,2.924474,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.008992,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.088194,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.161858,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.249951,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.323979,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.398858,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.472074,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.547407,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.621049,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.695191,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.769016,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.843348,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.917210,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,3.992837,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.080926,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.155353,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.230633,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.306437,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.380945,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.524070,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.590998,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.669449,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.754126,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.834383,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.919670,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,4.996000,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.077403,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.165533,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.243094,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.320730,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.397139,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.473375,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.548431,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.622391,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.696627,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.770470,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.852631,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,5.929616,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.014235,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.097663,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.177226,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.261879,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.337097,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.413618,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.490396,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.565320,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.698729,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.735830,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.814844,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.889682,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,6.966601,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.121084,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.158469,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.235965,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.319748,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.394404,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.468529,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.543664,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.615578,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.687664,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.758727,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.833843,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.906197,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,7.978893,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.052380,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.134104,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.208506,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.282057,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.363080,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.443411,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.516038,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.589260,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.660532,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.734807,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.806766,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.879206,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,8.951830,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.023935,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.097718,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.170407,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.240402,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.316493,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.389879,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.473655,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.546365,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.619281,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.696079,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.768493,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.840566,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.912799,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,9.986160,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.056758,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.153830,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.223349,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.299823,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.373002,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.443610,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.526661,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.603969,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.674229,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.750169,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.822304,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.891768,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,10.968142,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.040616,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.114310,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.186990,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.257137,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.333157,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.405409,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.475089,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.552998,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.634598,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.707143,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.779253,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.851454,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.923451,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,11.994157,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.068822,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.141647,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.214372,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.286572,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.356359,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.432304,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.504868,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.581618,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.660571,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.739570,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.811609,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.885544,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,12.958162,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.033731,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.107980,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.238104,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.275200,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.347639,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.419713,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.491729,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.564436,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.638349,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.709174,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.796549,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.868733,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,13.941469,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.017897,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.091567,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.165530,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.243023,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.315028,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.387097,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.457359,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.532925,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.605215,0.000,1.800,-0.000,90.000,0.000,-0.000
POSITION,14.674864,0.000,1.800,-0.000,90.000,0.000,-0.000
