Trial,Condition,Location,Direction,Target,Response_Angle,Right_Angle,Error_Angle,Accuracy,Travel_Onset,Crosshair_Onset,Response_Time,RT,ITI_Onset,ITI_Duration
1,1,0,1,1,103.001,230.29,127.289,None,174.908517,180.263444,182.435696,2.172252,182.451062,3.201051
2,1,1,3,1,96.485,242.143,145.658,None,186.870495,191.522513,195.008824,3.486311,195.030013,1.958278
3,1,2,0,1,61.639,264.027,-157.612,None,198.248953,203.182689,206.586430,3.403741,206.610986,2.155681
4,1,1,1,1,274.494,242.143,-32.351,None,209.964110,214.783909,222.385381,7.601472,222.402988,2.302975
5,1,0,0,0,333.917,42.779,68.862,None,225.895294,231.518849,234.389036,2.870187,234.405292,3.617551
6,1,2,1,1,246.758,264.027,17.269,None,239.217307,244.047108,251.214833,7.167725,251.233686,3.557737
7,1,1,3,0,86.868,5.673,-81.196,None,256.059731,261.551795,263.963063,2.411268,263.984098,1.808170
8,1,3,0,1,350.847,267.238,-83.609,None,266.998923,272.199288,278.619220,6.419932,278.635078,4.123322
9,2,3,0,1,319.021,316.33,-2.691,1,283.960306,289.464328,292.767071,3.302743,292.776379,2.050452
9,2,0,2,1,277.688,290.466,12.778,1,296.005255,300.805621,301.985629,1.180008,301.995282,3.781609
9,2,1,0,2,63.189,48.517,-14.672,1,306.940976,311.952852,312.612725,0.659873,312.622717,2.809243
9,2,2,0,0,201.418,207.599,6.181,1,316.656775,321.639553,324.774028,3.134475,324.782896,3.180430
9,1,1,2,1,181.758,242.143,60.385,None,723.759276,729.343507,732.761551,3.418044,732.782310,2.330243
10,1,3,2,0,170.047,23.97,-146.077,None,736.277706,741.939645,746.395212,4.455567,746.418739,2.276387
11,1,2,2,0,358.842,1.098,2.256,None,749.895593,754.660176,757.349372,2.689196,757.365272,2.353498
12,1,1,1,0,91.856,5.673,-86.184,None,760.927206,766.126835,768.625084,2.498249,768.642472,1.413390
13,1,2,3,1,252.793,264.027,11.234,None,771.288462,776.015877,780.089307,4.073430,780.108035,2.284606
14,1,0,0,1,173.532,230.29,56.757,None,783.661534,788.779707,793.337765,4.558058,793.353123,1.954011
15,1,2,0,0,74.712,1.098,-73.614,None,796.553102,801.395842,802.594017,1.198175,802.614370,2.434250
16,1,0,2,0,292.82,42.779,109.959,None,806.269934,811.136468,813.171388,2.034920,813.189921,2.302465
17,2,1,1,2,63.838,48.517,-15.322,1,816.686113,822.286268,825.061470,2.775202,825.071011,3.072667
17,2,0,1,0,192.152,213.264,21.112,1,829.346252,834.630531,835.770104,1.139573,835.780102,4.412556
17,2,0,2,3,118.27,128.161,9.891,1,841.446090,847.014130,850.325267,3.311137,850.339270,1.966389
17,2,0,0,3,113.528,128.161,14.633,1,853.484244,858.642573,860.347924,1.705351,860.356276,3.909058
17,1,1,3,1,317.148,242.143,-75.005,None,1297.366759,1302.181147,1307.099137,4.917990,1307.118512,1.093316
18,1,1,2,0,7.416,5.673,-1.744,None,1309.413002,1314.374662,1316.749241,2.374579,1316.766986,1.494100
19,1,2,2,1,248.062,264.027,15.965,None,1319.533195,1325.019122,1326.154255,1.135133,1326.170832,1.622389
20,1,2,1,0,353.839,1.098,7.259,None,1329.057363,1333.876156,1338.506482,4.630326,1338.522562,1.725978
21,1,3,3,1,265.463,267.238,1.776,None,1341.485118,1346.947281,1349.251508,2.304227,1349.266400,1.416152
